timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
6970976000,6970896000,5.953165e-05,0.005670155,0.0014242637,67109399,0,0.085147835,0.102737404,0.014386452,0.015824646,0.0024039927,0.0053443755,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6970984000,6970904000,5.949139e-05,0.0055269506,0.001434662,67109399,0,0.08514801,0.10273749,0.014386452,0.015824646,0.0024039927,0.0053443755,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971176000,6971096000,0.00017761288,0.0039036414,0.0014801958,67109399,0,0.08500294,0.10260862,0.017726764,0.006614485,0.00047219117,0.0026059523,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971376000,6971296000,9.760504e-05,0.004055579,0.0014106599,67109399,0,0.08485886,0.102436446,0.0023808365,0.012560875,0.001191992,0.0027959554,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971576000,6971496000,4.7939386e-05,0.0031209912,0.0012647728,67109399,0,0.08471561,0.10230885,0.011254232,0.00047848982,0.00047267292,0.00025449498,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971776000,6971696000,0.00013583574,0.0030869192,0.00072841556,67109399,0,0.08472477,0.10213825,0.02227722,0.00047848982,0.00047267292,0.0040858705,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971976000,6971896000,0.00013903523,0.0016297431,0.0006348154,67109399,0,0.0845823,0.10201182,0.031579588,0.013529726,0.00043031308,0.004952206,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972176000,6972096000,0.000152411,0.0015541415,0.000602334,67109399,0,0.08446295,0.10185281,0.011609524,0.022766795,0.002440764,0.002250372,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972376000,6972296000,6.553655e-05,0.002176817,0.0009727515,67109399,0,0.08431829,0.1017259,0.0093963295,0.008420559,0.002449049,0.00327446,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972576000,6972496000,9.986769e-05,0.0010127148,0.000336809,67109399,0,0.08417473,0.101556815,0.010640612,0.012566804,0.00046302145,0.0018512013,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972776000,6972696000,0.00017647514,0.0014588888,0.0005325682,67109399,0,0.08403221,0.101431295,0.0099133,0.004794517,0.0012194278,0.007939082,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972976000,6972896000,9.59508e-05,0.0016955885,0.00062398205,67109399,0,0.0840386,0.10130636,0.024243131,0.004794517,0.0012194278,0.0019000128,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
