timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
6976444000,6976364000,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6976452000,6976372000,2.9972963,3.7873075,-2.5132456,-1.2566084,2.8735534e-05,1.2566658,2.513303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6977444000,6977364000,-1.6186585,3.676801,-2.519548,-1.2633022,-0.0068906485,1.2499989,2.5070176,0.029796533,-0.008523946,-0.041990303,-0.024351956,0.020021038,-0.0023141727,0.020418022,-0.008999373,-0.04992357,-0.04578904,0.20011002,0.20016614,0.19999267,0.19982941,0.19990182
6978444000,6978364000,-1.5611508,3.6344895,-2.517778,-1.262328,-0.006445584,1.2509129,2.508751,-0.029091677,-0.00035048183,0.017310569,-0.00053498894,-0.02923757,0.00060449855,-0.008599031,0.015884861,0.04026835,0.030803964,0.20031317,0.20051984,0.2000077,0.19948545,0.19967383
6979444000,6979364000,-1.3903679,3.5551805,-2.5152922,-1.2607629,-0.005862533,1.2518094,2.5108252,-0.011495431,0.0017715773,0.017988142,0.014762877,-0.0034982932,0.019673819,0.006954331,0.015614519,0.03374704,0.03625577,0.20044222,0.20102516,0.2001896,0.1990937,0.19924927
6980444000,6980364000,-1.3715097,3.5506248,-2.514319,-1.2598107,-0.0049735373,1.2526813,2.5117493,0.0065006493,-0.0049262806,-0.006020948,0.0047560944,0.012510489,0.006477974,0.003891972,-0.00777537,-0.012435088,-0.0036032805,0.20043364,0.20104823,0.20021234,0.19908473,0.19922101
6981444000,6981364000,-1.1455293,3.51274,-2.5126848,-1.2623587,-0.01322405,1.2450753,2.5102696,0.1313394,0.024242973,-0.11986004,-0.10216051,0.05351065,-0.08658158,0.029978245,-0.035527825,-0.19317803,-0.22481224,0.20072082,0.20372346,0.20155722,0.19725448,0.19674402
6982444000,6982364000,-1.0907143,0.5272418,-2.0307438,-1.197168,-0.47845784,0.8101373,2.7154055,1.0100218,0.14069192,-0.8009267,-1.0161197,0.5681636,-0.7113982,-0.089413166,-0.3687067,-1.699496,-2.1202915,0.1330888,0.5703237,0.27461588,0.015230753,0.006740789
6983444000,6983364000,-1.1169991,0.11233841,-1.5678519,-1.1563609,-0.88244,0.33071876,3.0073202,0.8242868,0.030026814,-0.5134746,-1.4298768,1.0142757,-0.51337886,-0.4634142,-0.39287043,-1.7450373,-2.4914262,0.031131472,0.77856934,0.19013293,8.312838e-05,8.312838e-05
6984444000,6984364000,-1.1253356,0.07820517,-1.4013505,-1.1427151,-1.0362289,0.16676572,3.0910058,0.45975468,0.021398747,-0.1974844,-0.82747316,0.6945846,-0.570503,-0.7191217,-0.5641928,-1.3231403,-1.7208724,0.021390075,0.76384,0.21459663,8.665076e-05,8.665076e-05
6985444000,6985364000,-1.1505799,0.07309359,-1.3319286,-1.1402643,-1.1571517,0.15808913,3.0312233,0.23469059,0.048929617,-0.05527271,-0.060932096,0.034587525,-0.77899694,-0.9204577,-0.77648556,-0.9342358,-0.88360596,0.026078839,0.6568539,0.31687197,9.763006e-05,9.763006e-05
6986444000,6986364000,-1.1794335,0.0715764,-1.3182366,-1.1394097,-1.2233208,0.18988983,2.9502149,0.117641225,0.048435353,-0.062256765,0.32022506,-0.36610258,-0.9108527,-1.0151206,-0.90335476,-0.68194866,-0.41510606,0.031129867,0.5584716,0.40998873,0.00016005043,0.000249644
6987444000,6987364000,-1.2073085,0.07053722,-1.318421,-1.1402456,-1.2655439,0.21125498,2.885056,0.064548016,0.06631057,-0.06414688,0.5252327,-0.5396077,-0.95133114,-1.023642,-0.94474447,-0.49560404,-0.12373161,0.03511443,0.4816927,0.48201495,0.00034805192,0.0008299299
6988444000,6988364000,-1.2355299,0.07396971,-1.3282222,-1.1480052,-1.2969811,0.21752577,2.8384223,0.033980895,0.07506162,-0.062415402,0.5977479,-0.56330776,-0.86519575,-0.9154427,-0.86044157,-0.32841516,0.085143566,0.037843034,0.42736655,0.5317647,0.00068603456,0.0023396579
6989444000,6989364000,-1.2601142,0.08246094,-1.3409371,-1.1587229,-1.3204516,0.21217954,2.8053212,0.020083766,0.08535347,-0.05007974,0.6237008,-0.5539701,-0.8177279,-0.8514637,-0.81447864,-0.24844718,0.17115021,0.039648242,0.39254767,0.56188637,0.0011557307,0.00476195
6990444000,6990364000,-1.2805572,0.0990882,-1.3514601,-1.1675977,-1.3374132,0.20763424,2.782341,0.004798325,0.080449566,-0.041347362,0.584794,-0.49879396,-0.7297404,-0.7503785,-0.72768426,-0.19193864,0.20000458,0.040936343,0.36550203,0.5831045,0.0017646346,0.008692448
6991444000,6991364000,-1.301806,0.11361096,-1.3672919,-1.1825373,-1.3558002,0.19481272,2.760792,0.006386911,0.08316866,-0.026172051,0.54061365,-0.45433882,-0.61254,-0.62479043,-0.61101997,-0.10544062,0.24033737,0.041474808,0.35244003,0.5919763,0.0022079938,0.011900936
6992444000,6992364000,-1.3172667,0.125345,-1.3789635,-1.193705,-1.3688204,0.18500704,2.7467008,0.015393885,0.090717964,-0.0070845187,0.5063629,-0.4042053,-0.54172623,-0.54842234,-0.5406256,-0.069913864,0.23814869,0.041769337,0.3439722,0.5972648,0.002509554,0.014484121
6993444000,6993364000,-1.3343136,0.13263609,-1.3935219,-1.2080381,-1.3840863,0.17135513,2.7318575,0.030283011,0.09414248,0.014736215,0.42717588,-0.32671142,-0.4605229,-0.46274352,-0.45965123,-0.06141901,0.17384624,0.041936267,0.33840284,0.60084176,0.0026615409,0.016157638
6994444000,6994364000,-1.3488652,0.13860804,-1.4064226,-1.2206261,-1.3974335,0.15903838,2.7178793,0.03538359,0.08794032,0.025732752,0.3346493,-0.27809992,-0.3308108,-0.32749534,-0.3300643,0.009520769,0.16014719,0.04197868,0.3348658,0.6028531,0.0028236923,0.017478634
6995444000,6995364000,-1.3535835,0.13194765,-1.4114347,-1.2259809,-1.402588,0.15173487,2.7149928,0.015473364,0.08541894,0.010228865,0.4055958,-0.3523134,-0.29195976,-0.28674412,-0.2914369,0.12396312,0.3317542,0.0420935,0.33354908,0.60530525,0.0027127063,0.016339503
6996444000,6996364000,-1.3452502,0.041383963,-1.4065397,-1.2388983,-1.3977234,0.059000634,2.7982686,-0.06970913,0.16859975,-0.06382191,1.3978354,-1.0551722,-0.07880896,-0.08128029,-0.079526186,1.0930829,2.0941029,0.043407,0.33271992,0.62340766,0.0002346903,0.00023065553
6997444000,6997364000,-1.3570424,0.030886615,-1.4035053,-1.2741938,-1.395783,-0.15878418,2.976003,-0.035728704,0.14803222,-0.029203359,1.3481234,-1.2178358,0.29916346,0.29890484,0.29874557,1.2014891,2.228465,0.044207387,0.3215717,0.63407457,7.321752e-05,7.321752e-05
6998444000,6998364000,-1.3696456,0.027392736,-1.4074947,-1.3010709,-1.400335,-0.2838778,3.0719998,0.021216448,0.07668287,0.022202602,0.5293219,-0.5751147,0.7234986,0.7280718,0.72387487,1.047113,1.3603799,0.0448657,0.31255466,0.64240474,8.7484914e-05,8.7484914e-05
6999444000,6999364000,-1.3766307,0.027250389,-1.4124315,-1.3114321,-1.4052641,-0.2987741,3.0736632,0.07681078,0.06481574,0.07400297,-0.02314619,0.03669361,0.93393785,0.940315,0.93465376,0.94543236,0.735447,0.045159,0.30895537,0.64566,0.000102904225,0.0001227107
