timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
6971580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.21776755,0.010199402,8.332016e-11,-0.06588843,-0.057173368,-9.852906,0.00040480046,0.0010865697,0.002364887,0.0018765487,0.0037737675,0.15368435,0.00023799413,1.1199908e-05,3.220711e-05,13.515134,13.515134
6972580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.27255034,0.011602698,3.9153424e-11,-0.072113365,-0.0681867,-9.813258,0.0002343581,0.0012996226,-0.00012783168,0.0012887456,0.0021782902,0.08965405,0.00013023012,9.35247e-06,7.4959567e-06,13.515134,13.515134
6973580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.16092001,0.007126378,2.3068533e-11,-0.056407392,-0.041850477,-9.794773,-0.0010226538,-0.0007882956,-0.0002769688,0.0029294214,0.0025644123,0.04395613,5.8757516e-05,9.82999e-06,4.9730966e-06,13.515134,13.515134
6974580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.14757311,0.008376284,5.9817214e-11,-0.07556101,-0.036391694,-9.78539,-0.0018961704,0.0009800433,0.0014274543,0.0019347694,0.004949412,0.0570901,0.00015723807,1.6946475e-05,1.0002477e-05,13.515134,13.515134
6975580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.2599384,0.012044375,7.445953e-11,-0.09825803,-0.052959565,-9.787399,0.0009374328,0.0005752427,-0.00010652645,0.0017299692,0.002617697,0.15227923,0.00028962703,9.802756e-06,1.3095456e-05,13.515134,13.515134
6976580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.48556727,0.018188424,1.3868577e-10,-0.087915085,-0.052959573,-9.730131,0.0008096011,0.0026205506,-0.0012783174,0.002224333,0.012169831,0.489634,0.00055691146,1.1300675e-05,3.4134428e-05,13.515134,13.515134
6977580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.2214188,0.024773482,5.146592e-10,0.023942018,-0.058801383,-11.886061,-0.03298059,-0.072565824,0.0019174748,0.0014078286,0.0033104979,0.0031719818,4.9111834e-05,5.8970065e-05,2.1856024e-05,13.514483,13.514483
6978580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12897848,0.023518208,3.4417624e-10,-0.039073378,-0.076039694,-8.701295,-0.008117315,0.009225191,0.0025353297,0.001404949,0.011188923,0.12723961,0.0060336534,1.3202579e-05,4.060908e-05,13.506444,13.506444
6979580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12245928,0.025913691,2.9402616e-10,-0.03639186,-0.026336052,-9.382781,0.003962783,-0.00046871632,0.001363539,0.0010382164,0.008842721,0.14037079,0.0065470953,2.0683103e-05,4.167125e-05,13.502189,13.502189
6980580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.11629018,0.019664856,9.8154186e-11,-0.05104438,-0.019728066,-8.819856,0.002343582,0.017640779,0.0010652648,0.0024743485,0.0015404844,0.066708,7.051575e-05,0.00035823724,1.5569301e-05,13.500683,13.500683
6981580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.1103159,0.021993082,1.773592e-09,0.24526203,-0.14432229,-10.519738,0.14195713,0.2674453,-0.005731118,0.0039378307,0.0015740716,0.008823326,0.000103904036,4.017871e-05,2.2611339e-05,13.500549,13.500549
6982580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12296229,0.023585424,2.8305744e-09,1.5487612,-0.85827327,-9.903856,0.013805829,0.049406964,-0.025033716,0.002357223,0.012348591,0.13076903,0.006845768,2.9374665e-05,3.4769917e-05,13.497052,13.497052
6983580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.13266222,0.02639672,1.3735112e-09,2.389605,-1.1545798,-9.370426,-0.016298546,-0.019323898,-0.003749731,0.003761215,0.010649184,0.1463459,0.006623782,0.00023019228,3.7753958e-05,13.4922905,13.4922905
6984580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.11159965,0.020900501,1.0534571e-10,2.5965598,-1.1415552,-9.368511,-0.007456852,-0.0047510793,-0.015446336,0.0015289497,0.0025625234,0.003237069,3.4157136e-05,2.0628637e-05,1.7248783e-05,13.487609,13.487609
6985580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12115857,0.0244365,1.7561137e-09,2.6114037,-1.0738473,-9.413714,0.0095021585,-0.0014274544,-0.0146580385,0.0033868216,0.010086436,0.13574874,0.0064710085,0.0009933646,3.384213e-05,13.482942,13.482942
6986580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.13173234,0.026620328,2.1447588e-09,2.6209805,-1.078444,-9.313637,0.0025779395,-0.021987058,-0.023393212,0.0027347298,0.0070089144,0.15050419,0.0065084123,0.00029671355,3.0592088e-05,13.478237,13.478237
6987580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.10999305,0.020973062,1.2238467e-10,2.6228,-1.0362105,-9.381152,0.007904262,0.00072438037,-0.022754049,0.0038328299,0.0029472667,0.0040269853,3.6283265e-05,5.2719537e-05,1.6239273e-05,13.473502,13.473502
6988580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.120079406,0.023517823,1.3482746e-09,2.6075728,-1.0134174,-9.419174,0.007733819,0.025800705,-0.024181502,0.0028818424,0.010568116,0.13811518,0.006575806,0.00011105221,2.5895868e-05,13.46892,13.46892
6989580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.1301251,0.02668562,1.191148e-09,2.6445394,-0.97051346,-9.332407,0.012548815,0.007435546,-0.020453077,0.0016765847,0.0076655005,0.12715168,0.0063242232,0.00011491956,4.999879e-05,13.464389,13.464389
6990580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.106633246,0.021040056,7.9194526e-11,2.6343884,-0.92990774,-9.412565,0.0025779405,0.008607338,-0.0144236805,0.0024633377,0.0018297196,0.0045119547,2.3119726e-05,1.7763521e-05,1.2866683e-05,13.459845,13.459845
6991580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.11608935,0.023616832,9.3068664e-10,2.6590006,-0.89504814,-9.338536,-0.015915053,-0.0106526455,-0.017555557,0.0019012488,0.01148535,0.13410833,0.0067966846,0.00027616209,3.3804892e-05,13.455161,13.455161
6992580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12620857,0.025846617,8.325491e-10,2.6450183,-0.84314185,-9.321969,0.012527512,0.010269149,-0.012783174,0.0028121215,0.011260188,0.12725952,0.0066397395,0.0001238853,3.560966e-05,13.45052,13.45052
6993580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.10181677,0.020182136,7.095098e-11,2.6348665,-0.79219335,-9.358265,0.00044741103,-0.008117315,-0.005752428,0.0011130157,0.002621367,0.0017565633,3.9460676e-05,6.8683745e-05,1.5750866e-05,13.445914,13.445914
6994580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.117956474,0.02262333,6.6685824e-10,2.6605327,-0.75015116,-9.341696,0.0037710364,0.0061572283,-0.013528859,0.0023590438,0.011646786,0.08034997,0.004967693,0.00015959844,2.2627686e-05,13.441309,13.441309
6995580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12706974,0.026175104,1.29253594e-08,2.440745,-0.68340075,-9.282128,-0.08311193,-0.25798574,-0.003856262,0.0029995884,0.0118840365,0.13389468,0.0065928134,0.00015040208,3.0373292e-05,13.436808,13.436808
6996580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.110269494,0.021645945,2.4646338e-09,0.8725429,-0.15667637,-9.47606,0.01889779,-0.04559332,-0.014231935,0.0036704855,0.009243097,0.078819014,0.004602614,7.56677e-05,2.8699256e-05,13.43382,13.43382
6997580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.12464374,0.025559729,1.3457456e-09,-0.006895302,0.008906599,-9.664146,0.0173212,0.027142938,-0.0057098167,0.0015285809,0.0069040996,0.12962066,0.006315576,1.4218447e-05,3.3306493e-05,13.432842,13.432842
6998580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.1062317,0.02152373,2.0114985e-10,-0.14413095,0.055354107,-9.784049,0.04625378,0.027888622,0.0017683393,0.0019186826,0.0016739494,0.002908786,9.72668e-05,2.6120098e-05,9.6166505e-06,13.432751,13.432751
6999580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.109949075,0.021724092,6.195275e-11,-0.055641253,-0.030358303,-9.817568,0.011398329,0.004814996,-0.0008309063,0.0015033409,0.0019456099,0.0059771314,0.00010524028,1.723698e-05,1.2280226e-05,13.433054,13.433054
7000580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.11594369,0.023124278,7.97669e-10,-0.018100163,-0.107355826,-9.802533,-0.0051771863,-0.003920173,-0.00023435832,0.002943637,0.0127932085,0.1349432,0.0066749733,7.609618e-05,2.1335836e-05,13.433225,13.433225
7001580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.1248327,0.024606442,3.6644643e-10,0.01292869,-0.12708406,-9.7544565,-0.0021518345,-0.0006391587,-0.0022583604,0.001353258,0.010671945,0.14608252,0.006228251,2.9277538e-05,2.4744739e-05,13.433337,13.433337
7002580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.10948409,0.022697898,1.6311244e-10,-0.021356283,-0.066271335,-9.798126,-0.009267801,-0.005581985,0.0028336034,0.0015348175,0.0019373549,0.05278773,0.004629074,1.5481235e-05,3.154076e-05,13.433458,13.433458
7003580000,1310988,1310988,0,0,0,0,0,250.0,250.0,250.0,250.0,0.112248406,0.021002525,1.0691452e-10,-0.019057848,-0.051331516,-9.815938,-0.018343853,0.0058163437,0.00017044242,0.0022408233,0.002999125,0.004285018,7.426235e-05,3.2112697e-05,9.389694e-06,13.43353,13.43353
