timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
7033692000,7033692000,1311004,-2.8152294,2.2770536,-11.750124,13.477381,0,0,0,0,1
7034692000,7034692000,1311004,-2.7483659,1.4926509,-6.343803,13.482264,0,0,0,0,1
7035692000,7035692000,1311004,-2.833436,2.5048084,-11.739497,13.487085,0,0,0,0,1
7036692000,7036692000,1311004,-2.7057183,2.5321424,-6.257207,13.4916935,0,0,0,0,1
7037692000,7037692000,1311004,-2.5341842,2.266724,-9.164721,13.496393,0,0,0,0,1
7038692000,7038692000,1311004,-1.8668845,1.7345365,-12.187596,13.501337,0,0,0,0,1
7039692000,7039692000,1311004,-0.47856903,0.5802042,-10.45338,13.504267,0,0,0,0,1
7040692000,7040692000,1311004,0.07340706,-0.20318164,-10.045917,13.504328,0,0,0,0,1
7041692000,7041692000,1311004,0.21407434,-0.13024436,-9.887671,13.505945,0,0,0,0,1
7042692000,7042692000,1311004,0.026089028,0.002162461,-9.790559,13.509974,0,0,0,0,1
7043692000,7043692000,1311004,-0.05023537,-0.004955233,-9.846785,13.514063,0,0,0,0,1
7044692000,7044692000,1311004,-0.03750393,-0.17654997,-9.749669,13.515131,0,0,0,0,1
7045692000,7045692000,1311004,-0.05925181,-0.16698201,-8.763765,13.515131,0,0,0,0,1
7046692000,7046692000,1311004,-0.01200832,0.09510788,-9.782869,13.515131,0,0,0,0,1
7047692000,7047692000,1311004,0.072570674,-0.0066105067,-9.669628,13.515131,0,0,0,0,1
7048692000,7048692000,1311004,-0.12827668,-0.14142378,-9.510737,13.515131,0,0,0,0,1
