timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
6970972000,6970892000,5.4619668e-05,0.005721304,0.0014592402,67109399,0,0.08514565,0.102744505,0.008959362,0.015654564,0.0023343465,0.0053269444,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6970980000,6970900000,5.469784e-05,0.0055784993,0.0014675679,67109399,0,0.085145816,0.10274458,0.008959362,0.015654564,0.0023343465,0.0053269444,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971172000,6971092000,0.00010050806,0.004105198,0.0015335184,67109399,0,0.08500076,0.102615684,0.0005514373,0.006576974,0.0004201433,0.0025893927,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971372000,6971292000,8.3368745e-05,0.004347684,0.0014918415,67109399,0,0.08485668,0.10244347,0.005139736,0.012622072,0.0012431596,0.0028273314,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971572000,6971492000,9.467364e-05,0.003046906,0.0013299298,67109399,0,0.08471346,0.10231586,0.0057119243,0.0011178675,0.000421267,0.00027366925,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971772000,6971692000,0.00019918964,0.0029829901,0.0007678726,67109399,0,0.084722616,0.10214522,0.025360232,0.0011178675,0.000421267,0.0040701823,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971972000,6971892000,0.0001178344,0.0017724184,0.0007116195,67109399,0,0.08458015,0.10201876,0.021669958,0.013007949,0.0003786213,0.00497138,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972172000,6972092000,4.467119e-05,0.0017761855,0.0007250247,67109399,0,0.084460795,0.1018597,0.000992438,0.02203703,0.0024026139,0.0022529864,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972372000,6972292000,7.808543e-05,0.0019475427,0.0009338545,67109399,0,0.08431614,0.10173276,0.005763193,0.009037535,0.002411922,0.0032814327,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972572000,6972492000,6.805404e-05,0.0009564591,0.00025608213,67109399,0,0.08417261,0.10156365,0.005172398,0.013374756,0.0004152557,0.0018459718,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972772000,6972692000,0.00010259087,0.0015211275,0.0004958881,67109399,0,0.084030084,0.1014381,0.00064479606,0.005599177,0.0012695742,0.007944311,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
