timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
6971268000,6971188000,0.009169545,0.018943299,0.022153195,-0.0005760789,-0.0062276125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047027588,0.0,0.0,nan,0.0,0.0,0.028519511,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6971764000,6971684000,0.0001621946,0.0008025579,-0.00251592,-0.00064086914,0.0021094084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071258545,0.0,0.0,nan,0.0,0.0,-0.017393231,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6972268000,6972188000,-0.00033214374,0.0007437521,-0.017936703,-0.012081027,0.002089858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07092285,0.0,0.0,nan,0.0,0.0,-0.008289933,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6972764000,6972684000,-0.00049335597,-0.00071914255,0.010743284,-0.00087088346,-0.0063534975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13908386,0.0,0.0,nan,0.0,0.0,-0.0077023506,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6973268000,6973188000,-0.007864755,-0.00036660593,0.011046024,-0.01178503,-0.006713867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054153442,0.0,0.0,nan,0.0,0.0,-0.008478165,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6973772000,6973692000,0.0109393345,-0.0019886566,-0.011101911,-0.011934936,0.0015257597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070877075,0.0,0.0,nan,0.0,0.0,-0.009559274,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6974268000,6974188000,-0.013055098,-0.0009706663,-0.007821294,-0.0121664405,0.0015463829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008666992,0.0,0.0,nan,0.0,0.0,-0.01362896,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6974764000,6974684000,0.0027609658,0.0015074757,-0.013500201,-0.00065761805,0.001860261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039154053,0.0,0.0,nan,0.0,0.0,-0.00959909,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6975268000,6975188000,-0.00014384722,0.011217552,0.012800546,-0.0007776022,0.01009047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019989014,0.0,0.0,nan,0.0,0.0,-0.0007997751,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
6975764000,6975684000,0.008564638,-0.008058025,-0.03880752,-0.00088596344,0.0017576218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013656616,0.0,0.0,nan,0.0,0.0,0.0022921562,0.0001527667,-0.000395298,-0.000805825,0.0,0.0,0.0,0.0,0.0,0.0
