timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
6971388000,6971388000,1036000,41.606704,-86.3556021,-0.6452648,-1.3878391,0.11216661,0.00034485216,0.00015009663,0.0,-0.00078326336,-0.0025693243,0.00041562106,-0.0008905334,-0.00075083744,-0.012200711,-0.0165996,0.05245828,-0.010706023,0.046397496,-1.0531135,0.00955811,229.39903,0.1,0.08485686,0.10244354,0.009056167,0.0064423885,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6971884000,6971884000,1036000,41.606704,-86.3556021,-0.6460306,-1.3872172,0.11036161,0.00034485216,0.00015009663,0.0,-0.0015594055,-0.0015336663,0.0010355399,-8.0750935e-05,-0.00075083744,-0.012200711,-0.0165996,0.019813092,-0.02051833,0.60067314,-1.052458,0.00955811,229.39903,0.10045413,0.08457745,0.10206116,0.015852915,0.011401592,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6972388000,6972388000,1036000,41.606704,-86.3556021,-0.64574313,-1.3865428,0.11081459,0.00034485216,0.00015009663,0.0,0.00044603142,0.0004768709,0.0005664376,0.00037396836,-0.00075083744,-0.012200711,-0.0165996,-0.033385996,-0.05144682,-0.13504182,-1.0522656,0.00955811,229.39903,0.10044895,0.08429758,0.10172434,0.0014142136,0.001,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6972892000,6972892000,1036000,41.606704,-86.3556021,-0.64525646,-1.3869684,0.11194423,0.00034485216,0.00015009663,0.0,0.0025216923,-0.0006823957,0.0022161074,0.002128331,-0.00075083744,-0.012200711,-0.0165996,-0.019669479,0.08955649,0.03997696,-1.0518415,0.00955811,229.39903,0.10008663,0.08402059,0.10134861,0.013492513,0.009664793,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6973388000,6973388000,1036000,41.606704,-86.3556021,-0.6452431,-1.387171,0.11292846,0.00034485216,0.00015009663,0.0,-0.002065988,-0.0007420515,0.0051894793,0.0040777638,-0.00075083744,-0.012200711,-0.0165996,-0.043124616,-0.02458044,0.4521654,-1.0516607,0.00955811,229.39903,0.1,0.08375997,0.10102504,0.01894851,0.0137080485,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6973884000,6973884000,1036000,41.606704,-86.3556021,-0.6459666,-1.3876177,0.11147926,0.00034485216,0.00015009663,0.0,-0.0024162212,-0.003337369,0.00056947244,-0.0008767481,-0.00075083744,-0.012200711,-0.0165996,-0.0061062262,-0.08593025,-0.022965545,-1.0517138,0.00955811,229.39903,0.1,0.08333237,0.10065198,0.009055655,0.0064423895,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6974388000,6974388000,1036000,41.606704,-86.3556021,-0.64693505,-1.3877555,0.11228881,0.00034485216,0.00015009663,0.0,-0.0016772872,-0.003474223,0.008112738,0.006669691,-0.00075083744,-0.012200711,-0.0165996,-0.048290346,-0.06853528,0.0064735594,-1.0518379,0.00955811,229.39903,0.1,0.08321445,0.100290574,0.016398145,0.011807214,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6974884000,6974884000,1036000,41.606704,-86.3556021,-0.64473283,-1.3862054,0.111369155,0.00034485216,0.00015009663,0.0,0.0029904402,0.0026313073,7.379812e-05,-0.0016818402,-0.00075083744,-0.012200711,-0.0165996,-0.021388372,0.0666001,0.042968366,-1.0516219,0.00955811,229.39903,0.1,0.08280552,0.099970885,0.0014142136,0.001,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6975388000,6975388000,1036000,41.606704,-86.3556021,-0.6451129,-1.3858675,0.11092833,0.00034485216,0.00015009663,0.0,-0.0015160003,0.0029363898,0.0018279592,0.0009500764,-0.00075083744,-0.012200711,-0.0165996,0.006644492,-0.003158037,0.122456744,-1.0513036,0.00955811,229.39903,0.10037723,0.08254435,0.09961476,0.013495455,0.009664785,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6975884000,6975884000,1036000,41.606704,-86.3556021,-0.64644843,-1.385029,0.11070261,0.00034485216,0.00015009663,0.0,-0.00046871035,0.0073506306,-0.0015754747,-0.0018381398,-0.00075083744,-0.012200711,-0.0165996,0.04528502,-0.0052202265,-0.6370675,-1.0516145,0.00955811,229.39903,0.100820474,0.082299404,0.09930844,0.018940343,0.013705578,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
