timestamp,position,velocity,acceleration,attitude,body_rate,actuator
6977076000,1,0,0,0,0,0
6977196000,1,0,0,0,0,0
6977276000,1,0,0,0,0,0
6977400000,1,0,0,0,0,0
6977480000,1,0,0,0,0,0
6977600000,1,0,0,0,0,0
6977680000,1,0,0,0,0,0
6977800000,1,0,0,0,0,0
6977880000,1,0,0,0,0,0
6978004000,1,0,0,0,0,0
6978084000,1,0,0,0,0,0
6978204000,1,0,0,0,0,0
6978284000,1,0,0,0,0,0
6978404000,1,0,0,0,0,0
6978476000,1,0,0,0,0,0
6978604000,1,0,0,0,0,0
6978684000,1,0,0,0,0,0
6978804000,1,0,0,0,0,0
6978884000,1,0,0,0,0,0
6979004000,1,0,0,0,0,0
6979088000,1,0,0,0,0,0
6979208000,1,0,0,0,0,0
6979288000,1,0,0,0,0,0
6979372000,1,0,0,0,0,0
6979492000,1,0,0,0,0,0
6979572000,1,0,0,0,0,0
6979692000,1,0,0,0,0,0
6979772000,1,0,0,0,0,0
6979892000,1,0,0,0,0,0
6980012000,1,0,0,0,0,0
6980092000,1,0,0,0,0,0
6980200000,1,0,0,0,0,0
6980240000,1,0,0,0,0,0
6980388000,0,1,0,0,0,0
6980472000,1,0,0,0,0,0
6980588000,1,0,0,0,0,0
6980708000,1,0,0,0,0,0
6980792000,1,0,0,0,0,0
6980872000,1,0,0,0,0,0
6980992000,1,0,0,0,0,0
6981072000,1,0,0,0,0,0
6981192000,1,0,0,0,0,0
6981272000,1,0,0,0,0,0
6981392000,1,0,0,0,0,0
6981476000,1,0,0,0,0,0
6981596000,1,0,0,0,0,0
6981676000,1,0,0,0,0,0
6981796000,1,0,0,0,0,0
6981876000,1,0,0,0,0,0
6982000000,1,0,0,0,0,0
6982080000,1,0,0,0,0,0
6982200000,1,0,0,0,0,0
6982280000,1,0,0,0,0,0
6982400000,1,0,0,0,0,0
6982484000,1,0,0,0,0,0
6982604000,1,0,0,0,0,0
6982680000,1,0,0,0,0,0
6982804000,1,0,0,0,0,0
6982884000,1,0,0,0,0,0
6983004000,1,0,0,0,0,0
6983084000,1,0,0,0,0,0
6983208000,1,0,0,0,0,0
6983288000,1,0,0,0,0,0
6983408000,1,0,0,0,0,0
6983488000,1,0,0,0,0,0
6983608000,1,0,0,0,0,0
6983688000,1,0,0,0,0,0
6983808000,1,0,0,0,0,0
6983888000,1,0,0,0,0,0
6983972000,1,0,0,0,0,0
6984092000,1,0,0,0,0,0
6984172000,1,0,0,0,0,0
6984292000,1,0,0,0,0,0
6984372000,1,0,0,0,0,0
6984492000,1,0,0,0,0,0
6984572000,1,0,0,0,0,0
6984688000,1,0,0,0,0,0
6984804000,1,0,0,0,0,0
6984888000,1,0,0,0,0,0
6985008000,1,0,0,0,0,0
6985084000,1,0,0,0,0,0
6985208000,1,0,0,0,0,0
6985288000,1,0,0,0,0,0
6985408000,1,0,0,0,0,0
6985484000,1,0,0,0,0,0
6985608000,1,0,0,0,0,0
6985688000,1,0,0,0,0,0
6985808000,1,0,0,0,0,0
6985892000,1,0,0,0,0,0
6986012000,1,0,0,0,0,0
6986092000,1,0,0,0,0,0
6986172000,1,0,0,0,0,0
6986292000,1,0,0,0,0,0
6986372000,1,0,0,0,0,0
6986496000,1,0,0,0,0,0
6986572000,1,0,0,0,0,0
6986696000,1,0,0,0,0,0
6986772000,1,0,0,0,0,0
6986892000,1,0,0,0,0,0
6987012000,1,0,0,0,0,0
6987092000,1,0,0,0,0,0
6987208000,1,0,0,0,0,0
6987288000,1,0,0,0,0,0
6987372000,1,0,0,0,0,0
6987492000,1,0,0,0,0,0
6987576000,1,0,0,0,0,0
6987696000,1,0,0,0,0,0
6987776000,1,0,0,0,0,0
6987896000,1,0,0,0,0,0
6987976000,1,0,0,0,0,0
6988096000,1,0,0,0,0,0
6988176000,1,0,0,0,0,0
6988296000,1,0,0,0,0,0
6988380000,1,0,0,0,0,0
6988496000,1,0,0,0,0,0
6988576000,1,0,0,0,0,0
6988696000,1,0,0,0,0,0
6988780000,1,0,0,0,0,0
6988896000,1,0,0,0,0,0
6988976000,1,0,0,0,0,0
6989100000,1,0,0,0,0,0
6989180000,1,0,0,0,0,0
6989300000,1,0,0,0,0,0
6989380000,1,0,0,0,0,0
6989500000,1,0,0,0,0,0
6989580000,1,0,0,0,0,0
6989700000,1,0,0,0,0,0
6989780000,1,0,0,0,0,0
6989900000,1,0,0,0,0,0
6989980000,1,0,0,0,0,0
6990104000,1,0,0,0,0,0
6990184000,1,0,0,0,0,0
6990304000,1,0,0,0,0,0
6990384000,1,0,0,0,0,0
6990504000,1,0,0,0,0,0
6990584000,1,0,0,0,0,0
6990708000,1,0,0,0,0,0
6990788000,1,0,0,0,0,0
6990900000,1,0,0,0,0,0
6990984000,1,0,0,0,0,0
6991100000,1,0,0,0,0,0
6991180000,1,0,0,0,0,0
6991304000,1,0,0,0,0,0
6991384000,1,0,0,0,0,0
6991500000,1,0,0,0,0,0
6991584000,1,0,0,0,0,0
6991704000,1,0,0,0,0,0
6991784000,1,0,0,0,0,0
6991904000,1,0,0,0,0,0
6991984000,1,0,0,0,0,0
6992104000,1,0,0,0,0,0
6992188000,1,0,0,0,0,0
6992308000,1,0,0,0,0,0
6992388000,1,0,0,0,0,0
6992508000,1,0,0,0,0,0
6992588000,1,0,0,0,0,0
6992708000,1,0,0,0,0,0
6992788000,1,0,0,0,0,0
6992912000,1,0,0,0,0,0
6992988000,1,0,0,0,0,0
6993104000,1,0,0,0,0,0
6993184000,1,0,0,0,0,0
6993308000,1,0,0,0,0,0
6993388000,1,0,0,0,0,0
6993508000,1,0,0,0,0,0
6993588000,1,0,0,0,0,0
6993708000,1,0,0,0,0,0
6993788000,1,0,0,0,0,0
6993908000,1,0,0,0,0,0
6993988000,1,0,0,0,0,0
6994108000,1,0,0,0,0,0
6994192000,1,0,0,0,0,0
6994308000,1,0,0,0,0,0
6994392000,1,0,0,0,0,0
6994472000,1,0,0,0,0,0
6994592000,1,0,0,0,0,0
6994672000,1,0,0,0,0,0
6994792000,1,0,0,0,0,0
6994872000,1,0,0,0,0,0
6994980000,1,0,0,0,0,0
6995104000,1,0,0,0,0,0
6995184000,1,0,0,0,0,0
6995304000,1,0,0,0,0,0
6995384000,1,0,0,0,0,0
6995496000,1,0,0,0,0,0
6995576000,1,0,0,0,0,0
6995696000,1,0,0,0,0,0
6995776000,1,0,0,0,0,0
6995900000,1,0,0,0,0,0
6995980000,1,0,0,0,0,0
6996100000,1,0,0,0,0,0
6996180000,1,0,0,0,0,0
6996300000,1,0,0,0,0,0
6996380000,1,0,0,0,0,0
6996500000,1,0,0,0,0,0
6996580000,1,0,0,0,0,0
6996700000,1,0,0,0,0,0
6996780000,1,0,0,0,0,0
6996900000,1,0,0,0,0,0
6996980000,1,0,0,0,0,0
6997092000,1,0,0,0,0,0
6997172000,1,0,0,0,0,0
6997296000,1,0,0,0,0,0
6997380000,1,0,0,0,0,0
6997500000,1,0,0,0,0,0
6997576000,1,0,0,0,0,0
6997700000,1,0,0,0,0,0
6997780000,1,0,0,0,0,0
6997900000,1,0,0,0,0,0
6997980000,1,0,0,0,0,0
6998080000,1,0,0,0,0,0
6998200000,1,0,0,0,0,0
6998284000,1,0,0,0,0,0
6998404000,1,0,0,0,0,0
6998484000,1,0,0,0,0,0
6998608000,1,0,0,0,0,0
6998688000,1,0,0,0,0,0
6998808000,1,0,0,0,0,0
6998888000,1,0,0,0,0,0
6999008000,1,0,0,0,0,0
6999088000,1,0,0,0,0,0
6999196000,1,0,0,0,0,0
6999276000,1,0,0,0,0,0
6999400000,1,0,0,0,0,0
6999480000,1,0,0,0,0,0
6999604000,1,0,0,0,0,0
6999684000,1,0,0,0,0,0
6999804000,1,0,0,0,0,0
6999888000,1,0,0,0,0,0
7000008000,1,0,0,0,0,0
7000088000,1,0,0,0,0,0
7000204000,1,0,0,0,0,0
7000284000,1,0,0,0,0,0
7000408000,1,0,0,0,0,0
7000488000,1,0,0,0,0,0
7000608000,1,0,0,0,0,0
7000688000,1,0,0,0,0,0
7000812000,1,0,0,0,0,0
7000892000,1,0,0,0,0,0
7000972000,1,0,0,0,0,0
7001092000,1,0,0,0,0,0
7001204000,1,0,0,0,0,0
7001288000,1,0,0,0,0,0
7001408000,1,0,0,0,0,0
7001488000,1,0,0,0,0,0
7001608000,1,0,0,0,0,0
7001688000,1,0,0,0,0,0
7001808000,1,0,0,0,0,0
7001892000,1,0,0,0,0,0
7002012000,1,0,0,0,0,0
7002092000,1,0,0,0,0,0
7002172000,1,0,0,0,0,0
7002292000,1,0,0,0,0,0
7002372000,1,0,0,0,0,0
7002492000,1,0,0,0,0,0
7002572000,1,0,0,0,0,0
7002696000,1,0,0,0,0,0
7002776000,1,0,0,0,0,0
7002896000,1,0,0,0,0,0
7002976000,1,0,0,0,0,0
7003096000,1,0,0,0,0,0
7003176000,1,0,0,0,0,0
7003296000,1,0,0,0,0,0
7003376000,1,0,0,0,0,0
7003500000,1,0,0,0,0,0
7003580000,1,0,0,0,0,0
7003700000,1,0,0,0,0,0
7003780000,1,0,0,0,0,0
7003900000,1,0,0,0,0,0
7003980000,1,0,0,0,0,0
7004100000,1,0,0,0,0,0
7004180000,1,0,0,0,0,0
7004300000,1,0,0,0,0,0
7004380000,1,0,0,0,0,0
7004500000,1,0,0,0,0,0
7004580000,1,0,0,0,0,0
7004700000,1,0,0,0,0,0
7004780000,1,0,0,0,0,0
7004900000,1,0,0,0,0,0
7004980000,1,0,0,0,0,0
7005100000,1,0,0,0,0,0
7005180000,1,0,0,0,0,0
7005296000,1,0,0,0,0,0
7005376000,1,0,0,0,0,0
7005496000,1,0,0,0,0,0
7005576000,1,0,0,0,0,0
7005696000,1,0,0,0,0,0
7005780000,1,0,0,0,0,0
7005900000,1,0,0,0,0,0
7005980000,1,0,0,0,0,0
7006100000,1,0,0,0,0,0
7006180000,1,0,0,0,0,0
7006304000,1,0,0,0,0,0
7006380000,1,0,0,0,0,0
7006500000,1,0,0,0,0,0
7006584000,1,0,0,0,0,0
7006700000,1,0,0,0,0,0
7006784000,1,0,0,0,0,0
7006904000,1,0,0,0,0,0
7006988000,1,0,0,0,0,0
7007108000,1,0,0,0,0,0
7007188000,1,0,0,0,0,0
7007308000,1,0,0,0,0,0
7007380000,1,0,0,0,0,0
7007492000,1,0,0,0,0,0
7007576000,1,0,0,0,0,0
7007696000,1,0,0,0,0,0
7007780000,1,0,0,0,0,0
7007900000,1,0,0,0,0,0
7007980000,1,0,0,0,0,0
7008100000,1,0,0,0,0,0
7008180000,1,0,0,0,0,0
7008304000,1,0,0,0,0,0
7008384000,1,0,0,0,0,0
7008504000,1,0,0,0,0,0
7008584000,1,0,0,0,0,0
7008704000,1,0,0,0,0,0
7008784000,1,0,0,0,0,0
7008904000,1,0,0,0,0,0
7008988000,1,0,0,0,0,0
7009104000,1,0,0,0,0,0
7009188000,1,0,0,0,0,0
7009308000,1,0,0,0,0,0
7009388000,1,0,0,0,0,0
7009508000,1,0,0,0,0,0
7009588000,1,0,0,0,0,0
7009708000,1,0,0,0,0,0
7009788000,1,0,0,0,0,0
7009872000,1,0,0,0,0,0
7009992000,1,0,0,0,0,0
7010072000,1,0,0,0,0,0
7010192000,1,0,0,0,0,0
7010272000,1,0,0,0,0,0
7010392000,1,0,0,0,0,0
7010472000,1,0,0,0,0,0
7010592000,1,0,0,0,0,0
7010672000,1,0,0,0,0,0
7010796000,1,0,0,0,0,0
7010876000,1,0,0,0,0,0
7010996000,1,0,0,0,0,0
7011076000,1,0,0,0,0,0
7011196000,1,0,0,0,0,0
7011276000,1,0,0,0,0,0
7011400000,1,0,0,0,0,0
7011480000,1,0,0,0,0,0
7011596000,1,0,0,0,0,0
7011676000,1,0,0,0,0,0
7011796000,1,0,0,0,0,0
7011876000,1,0,0,0,0,0
7011996000,1,0,0,0,0,0
7012076000,1,0,0,0,0,0
7012196000,1,0,0,0,0,0
7012276000,1,0,0,0,0,0
7012400000,1,0,0,0,0,0
7012480000,1,0,0,0,0,0
7012600000,1,0,0,0,0,0
7012680000,1,0,0,0,0,0
7012800000,1,0,0,0,0,0
7012880000,1,0,0,0,0,0
7012964000,1,0,0,0,0,0
7013100000,0,1,0,0,0,0
7013180000,0,1,0,0,0,0
7013296000,0,1,0,0,0,0
7013376000,1,0,0,0,0,0
7013496000,1,0,0,0,0,0
7013612000,1,0,0,0,0,0
7013692000,1,0,0,0,0,0
7013772000,1,0,0,0,0,0
7013892000,1,0,0,0,0,0
7013972000,1,0,0,0,0,0
7014096000,1,0,0,0,0,0
7014172000,1,0,0,0,0,0
7014296000,1,0,0,0,0,0
7014376000,1,0,0,0,0,0
7014496000,1,0,0,0,0,0
7014576000,1,0,0,0,0,0
7014696000,1,0,0,0,0,0
7014776000,1,0,0,0,0,0
7014896000,1,0,0,0,0,0
7014980000,1,0,0,0,0,0
7015100000,1,0,0,0,0,0
7015180000,1,0,0,0,0,0
7015300000,1,0,0,0,0,0
7015380000,1,0,0,0,0,0
7015500000,1,0,0,0,0,0
7015608000,1,0,0,0,0,0
7015688000,1,0,0,0,0,0
7015808000,1,0,0,0,0,0
7015892000,1,0,0,0,0,0
7015972000,1,0,0,0,0,0
7016092000,1,0,0,0,0,0
7016172000,1,0,0,0,0,0
7016296000,1,0,0,0,0,0
7016376000,1,0,0,0,0,0
7016496000,1,0,0,0,0,0
7016576000,1,0,0,0,0,0
7016700000,1,0,0,0,0,0
7016780000,1,0,0,0,0,0
7016900000,1,0,0,0,0,0
7016980000,1,0,0,0,0,0
7017104000,1,0,0,0,0,0
7017184000,1,0,0,0,0,0
7017304000,1,0,0,0,0,0
7017384000,1,0,0,0,0,0
7017500000,1,0,0,0,0,0
7017584000,1,0,0,0,0,0
7017696000,1,0,0,0,0,0
7017776000,1,0,0,0,0,0
7017900000,1,0,0,0,0,0
7017980000,1,0,0,0,0,0
7018100000,1,0,0,0,0,0
7018180000,1,0,0,0,0,0
7018300000,1,0,0,0,0,0
7018380000,1,0,0,0,0,0
7018500000,1,0,0,0,0,0
7018584000,1,0,0,0,0,0
7018704000,1,0,0,0,0,0
7018784000,1,0,0,0,0,0
7018904000,1,0,0,0,0,0
7018984000,1,0,0,0,0,0
7019104000,1,0,0,0,0,0
7019184000,1,0,0,0,0,0
7019304000,1,0,0,0,0,0
7019384000,1,0,0,0,0,0
7019504000,1,0,0,0,0,0
7019584000,1,0,0,0,0,0
7019696000,1,0,0,0,0,0
7019776000,1,0,0,0,0,0
7019900000,1,0,0,0,0,0
7019976000,1,0,0,0,0,0
7020096000,1,0,0,0,0,0
7020180000,1,0,0,0,0,0
7020300000,1,0,0,0,0,0
7020380000,1,0,0,0,0,0
7020496000,1,0,0,0,0,0
7020580000,1,0,0,0,0,0
7020700000,1,0,0,0,0,0
7020780000,1,0,0,0,0,0
7020900000,1,0,0,0,0,0
7020980000,1,0,0,0,0,0
7021104000,1,0,0,0,0,0
7021180000,1,0,0,0,0,0
7021304000,1,0,0,0,0,0
7021384000,1,0,0,0,0,0
7021500000,1,0,0,0,0,0
7021584000,1,0,0,0,0,0
7021704000,1,0,0,0,0,0
7021780000,1,0,0,0,0,0
7021900000,1,0,0,0,0,0
7021984000,1,0,0,0,0,0
7022104000,1,0,0,0,0,0
7022184000,1,0,0,0,0,0
7022308000,1,0,0,0,0,0
7022388000,1,0,0,0,0,0
7022508000,1,0,0,0,0,0
7022588000,1,0,0,0,0,0
7022708000,1,0,0,0,0,0
7022788000,1,0,0,0,0,0
7022912000,1,0,0,0,0,0
7022952000,1,0,0,0,0,0
7023100000,0,1,0,0,0,0
7023180000,0,1,0,0,0,0
7023300000,0,1,0,0,0,0
7023380000,1,0,0,0,0,0
7023504000,1,0,0,0,0,0
7023584000,1,0,0,0,0,0
7023704000,1,0,0,0,0,0
7023784000,1,0,0,0,0,0
7023892000,1,0,0,0,0,0
7023976000,1,0,0,0,0,0
7024096000,1,0,0,0,0,0
7024176000,1,0,0,0,0,0
7024300000,1,0,0,0,0,0
7024380000,1,0,0,0,0,0
7024500000,1,0,0,0,0,0
7024580000,1,0,0,0,0,0
7024704000,1,0,0,0,0,0
7024784000,1,0,0,0,0,0
7024904000,1,0,0,0,0,0
7024984000,1,0,0,0,0,0
7025108000,1,0,0,0,0,0
7025188000,1,0,0,0,0,0
7025308000,1,0,0,0,0,0
7025388000,1,0,0,0,0,0
7025508000,1,0,0,0,0,0
7025588000,1,0,0,0,0,0
7025708000,1,0,0,0,0,0
7025788000,1,0,0,0,0,0
7025900000,1,0,0,0,0,0
7025980000,1,0,0,0,0,0
7026100000,1,0,0,0,0,0
7026180000,1,0,0,0,0,0
7026304000,1,0,0,0,0,0
7026384000,1,0,0,0,0,0
7026500000,1,0,0,0,0,0
7026584000,1,0,0,0,0,0
7026704000,1,0,0,0,0,0
7026784000,1,0,0,0,0,0
7026904000,1,0,0,0,0,0
7026984000,1,0,0,0,0,0
7027104000,1,0,0,0,0,0
7027184000,1,0,0,0,0,0
7027304000,1,0,0,0,0,0
7027384000,1,0,0,0,0,0
7027504000,1,0,0,0,0,0
7027584000,1,0,0,0,0,0
7027708000,1,0,0,0,0,0
7027784000,1,0,0,0,0,0
7027908000,1,0,0,0,0,0
7027980000,1,0,0,0,0,0
7028100000,1,0,0,0,0,0
7028180000,1,0,0,0,0,0
7028304000,1,0,0,0,0,0
7028384000,1,0,0,0,0,0
7028508000,1,0,0,0,0,0
7028588000,1,0,0,0,0,0
7028708000,1,0,0,0,0,0
7028788000,1,0,0,0,0,0
7028908000,1,0,0,0,0,0
7028984000,1,0,0,0,0,0
7029104000,1,0,0,0,0,0
7029184000,1,0,0,0,0,0
7029308000,1,0,0,0,0,0
7029388000,1,0,0,0,0,0
7029508000,1,0,0,0,0,0
7029588000,1,0,0,0,0,0
7029672000,1,0,0,0,0,0
7029792000,1,0,0,0,0,0
7029872000,1,0,0,0,0,0
7029992000,1,0,0,0,0,0
7030072000,1,0,0,0,0,0
7030192000,1,0,0,0,0,0
7030272000,1,0,0,0,0,0
7030392000,1,0,0,0,0,0
7030472000,1,0,0,0,0,0
7030592000,1,0,0,0,0,0
7030676000,1,0,0,0,0,0
7030796000,1,0,0,0,0,0
7030876000,1,0,0,0,0,0
7030996000,1,0,0,0,0,0
7031076000,1,0,0,0,0,0
7031196000,1,0,0,0,0,0
7031276000,1,0,0,0,0,0
7031400000,1,0,0,0,0,0
7031480000,1,0,0,0,0,0
7031600000,1,0,0,0,0,0
7031680000,1,0,0,0,0,0
7031800000,1,0,0,0,0,0
7031880000,1,0,0,0,0,0
7032004000,1,0,0,0,0,0
7032076000,1,0,0,0,0,0
7032200000,1,0,0,0,0,0
7032280000,1,0,0,0,0,0
7032404000,1,0,0,0,0,0
7032484000,1,0,0,0,0,0
7032604000,1,0,0,0,0,0
7032684000,1,0,0,0,0,0
7032804000,1,0,0,0,0,0
7032884000,1,0,0,0,0,0
7033004000,1,0,0,0,0,0
7033084000,1,0,0,0,0,0
7033208000,1,0,0,0,0,0
7033284000,1,0,0,0,0,0
7033408000,1,0,0,0,0,0
7033488000,1,0,0,0,0,0
7033608000,1,0,0,0,0,0
7033688000,1,0,0,0,0,0
7033808000,1,0,0,0,0,0
7033888000,1,0,0,0,0,0
7034008000,1,0,0,0,0,0
7034088000,1,0,0,0,0,0
7034196000,1,0,0,0,0,0
7034280000,1,0,0,0,0,0
7034400000,1,0,0,0,0,0
7034480000,1,0,0,0,0,0
7034600000,1,0,0,0,0,0
7034684000,1,0,0,0,0,0
7034808000,1,0,0,0,0,0
7034888000,1,0,0,0,0,0
7035008000,1,0,0,0,0,0
7035088000,1,0,0,0,0,0
7035208000,1,0,0,0,0,0
7035288000,1,0,0,0,0,0
7035408000,1,0,0,0,0,0
7035492000,1,0,0,0,0,0
7035572000,1,0,0,0,0,0
7035692000,1,0,0,0,0,0
7035772000,1,0,0,0,0,0
7035892000,1,0,0,0,0,0
7035976000,1,0,0,0,0,0
7036092000,1,0,0,0,0,0
7036208000,1,0,0,0,0,0
7036288000,1,0,0,0,0,0
7036404000,1,0,0,0,0,0
7036488000,1,0,0,0,0,0
7036604000,1,0,0,0,0,0
7036684000,1,0,0,0,0,0
7036808000,1,0,0,0,0,0
7036888000,1,0,0,0,0,0
7037008000,1,0,0,0,0,0
7037092000,1,0,0,0,0,0
7037172000,1,0,0,0,0,0
7037292000,1,0,0,0,0,0
7037372000,1,0,0,0,0,0
7037492000,1,0,0,0,0,0
7037572000,1,0,0,0,0,0
7037696000,1,0,0,0,0,0
7037772000,1,0,0,0,0,0
7037892000,1,0,0,0,0,0
7037972000,1,0,0,0,0,0
7038092000,1,0,0,0,0,0
7038172000,1,0,0,0,0,0
7038292000,1,0,0,0,0,0
7038372000,1,0,0,0,0,0
7038496000,1,0,0,0,0,0
7038576000,1,0,0,0,0,0
7038696000,1,0,0,0,0,0
7038776000,1,0,0,0,0,0
7038896000,1,0,0,0,0,0
7038976000,1,0,0,0,0,0
7039100000,1,0,0,0,0,0
7039180000,1,0,0,0,0,0
7039300000,1,0,0,0,0,0
7039380000,1,0,0,0,0,0
7039500000,1,0,0,0,0,0
7039580000,1,0,0,0,0,0
7039700000,1,0,0,0,0,0
7039780000,1,0,0,0,0,0
7039900000,1,0,0,0,0,0
7039980000,1,0,0,0,0,0
7040100000,1,0,0,0,0,0
7040180000,1,0,0,0,0,0
7040292000,1,0,0,0,0,0
7040372000,1,0,0,0,0,0
7040496000,1,0,0,0,0,0
7040576000,1,0,0,0,0,0
7040696000,1,0,0,0,0,0
7040776000,1,0,0,0,0,0
7040856000,1,0,0,0,0,0
