timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
6970972000,6970892000,6.7896784e-05,0.00572119,0.0014591381,67109399,0,0.085145965,0.10274449,0.01447005,0.015654553,0.00233462,0.005327816,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6970980000,6970900000,6.791695e-05,0.0055783843,0.0014674646,67109399,0,0.08514614,0.10274457,0.01447005,0.015654553,0.00233462,0.005327816,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971172000,6971092000,0.00017929339,0.0041050925,0.0015333933,67109399,0,0.085001074,0.10261567,0.017782297,0.006576907,0.00041990532,0.0025893927,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971372000,6971292000,9.762773e-05,0.004347905,0.0014914315,67109399,0,0.084857,0.10244346,0.00242904,0.012621713,0.0012433976,0.0028273314,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971572000,6971492000,4.3054326e-05,0.0030471056,0.0013297894,67109399,0,0.08471377,0.10231584,0.01118162,0.0011178808,0.00042098144,0.00027279768,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971772000,6971692000,0.00014704408,0.0029831168,0.00076783384,67109399,0,0.084722936,0.1021452,0.022245178,0.0011178808,0.00042098144,0.0040710536,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971972000,6971892000,0.00014190184,0.0017725575,0.0007115591,67109399,0,0.084580466,0.10201875,0.031629026,0.013008049,0.00037833568,0.004970508,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972172000,6972092000,0.00015874837,0.0017759609,0.0007249883,67109399,0,0.08446111,0.10185969,0.011928634,0.022037014,0.0024028758,0.002252115,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972372000,6972292000,7.187908e-05,0.0019470584,0.0009336068,67109399,0,0.08431647,0.101732746,0.009305725,0.007971033,0.0024121362,0.003280561,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972572000,6972492000,0.00010234735,0.00095607183,0.00025614767,67109399,0,0.08417292,0.10156363,0.010562059,0.013374766,0.00041494626,0.0018459718,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972772000,6972692000,0.0001771739,0.001521461,0.00049575005,67109399,0,0.084030405,0.10143808,0.009845424,0.004774287,0.0012685983,0.007943439,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972972000,6972892000,9.603181e-05,0.0018248423,0.00062648416,67109399,0,0.0840368,0.10131312,0.024154956,0.004774287,0.0012685983,0.0018947833,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973172000,6973092000,3.5293615e-05,0.0036054421,0.0010187887,67109399,0,0.08389558,0.1011465,0.0052118604,0.007171147,0.0024157693,0.00038174618,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973372000,6973292000,9.233431e-05,0.0035101231,0.0013871937,67109399,0,0.08375537,0.10102287,0.010222529,0.005236777,0.0023530347,9.93587e-05,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973572000,6973492000,0.00011562572,0.0024909722,0.0011599798,67109399,0,0.08361612,0.10085791,0.0003921831,0.007956456,0.001294656,0.0031925563,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973772000,6973692000,7.727169e-05,0.0017928563,0.0005399534,67109399,0,0.08347781,0.100735575,0.012227097,0.0072844424,0.0023829904,0.004047569,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973972000,6973892000,6.0873634e-05,0.0021941965,0.00059564353,67109399,0,0.08334044,0.10057224,0.011695788,0.0075516747,0.00029648168,0.0021510366,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974172000,6974092000,0.0001573751,0.0035981282,0.001060545,67109399,0,0.08320399,0.10045114,0.009166208,0.008692803,0.0024292262,0.0006414767,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974372000,6974292000,0.00015486451,0.003875761,0.0013459418,67109399,0,0.08321206,0.10028939,0.013959975,0.008692803,0.0024292262,0.0043343315,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974572000,6974492000,9.90203e-05,0.005090026,0.0015511436,67109399,0,0.08307667,0.1001695,0.012605106,0.0020795139,0.0013301726,0.008924042,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974772000,6974692000,0.00023403528,0.0031800806,0.0003185175,67109399,0,0.08294211,0.10005014,0.012268462,0.0059975623,0.00037136418,0.0022355886,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197644,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
