timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
6971808000,6971690000,0.0003290582,0.000960632,0.0036752874,1,0,0,0,0,0,0,0,0,0,0
6972640000,6972522000,0.00081190374,0.0009288778,0.0033692988,1,0,0,0,0,0,0,0,0,0,0
6973632000,6973510000,0.00078254665,0.0002874436,0.0034419138,1,0,0,0,0,0,0,0,0,0,0
6974832000,6974710000,0.0004004446,0.00027094275,0.0027562915,1,0,0,0,0,0,0,0,0,0,0
6975816000,6975698000,0.00076654856,0.0002546807,0.0020228224,1,0,0,0,0,0,0,0,0,0,0
6976800000,6976686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6977640000,6977518000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6978832000,6978714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6979816000,6979698000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6980808000,6980690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6981640000,6981522000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6982624000,6982506000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6983824000,6983702000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6984816000,6984694000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6985648000,6985526000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6986632000,6986514000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6987624000,6987502000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6988816000,6988698000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6989800000,6989686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6990640000,6990518000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6991832000,6991714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6992816000,6992698000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6993808000,6993690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6994640000,6994522000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6995632000,6995510000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6996824000,6996706000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6997816000,6997694000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6998640000,6998522000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
6999632000,6999510000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7000832000,7000710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7001816000,7001694000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7002800000,7002686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7003632000,7003514000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7004832000,7004714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7005824000,7005702000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7006808000,7006690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7007640000,7007522000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7008632000,7008510000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7009824000,7009706000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7010816000,7010694000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7011648000,7011526000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7012632000,7012514000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7013832000,7013710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7014816000,7014698000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7015800000,7015682000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7016640000,7016518000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7017832000,7017714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7018824000,7018702000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7019808000,7019690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7020640000,7020518000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7021632000,7021510000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7022832000,7022710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7023816000,7023698000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7024808000,7024686000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7025640000,7025518000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7026832000,7026714000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7027824000,7027702000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7028808000,7028690000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7029640000,7029522000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7030632000,7030510000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7031824000,7031706000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7032816000,7032694000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7033640000,7033522000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7034632000,7034514000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
7035832000,7035710000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
