timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
6984976000,0.024708496,0.04104069,0.0024032148,0.0
6985176000,0.025440717,0.043252856,0.0023760686,0.0
6985376000,0.026062902,0.045267537,0.002417533,0.0
6985576000,0.026591014,0.0469516,0.0025125495,0.0
6985776000,0.026993485,0.04846489,0.0026703328,0.0
6985976000,0.027433872,0.049910527,0.0027079242,0.0
6986176000,0.02771665,0.05103047,0.0026382501,0.0
6986376000,0.028015314,0.052084617,0.0025269,0.0
6986576000,0.028194364,0.05305898,0.0025618388,0.0
6986776000,0.028434308,0.05404804,0.0026470234,0.0
6986976000,0.028591353,0.054802667,0.0027293116,0.0
6987176000,0.028678106,0.05548788,0.002703553,0.0
6987376000,0.028865395,0.056259412,0.002611704,0.0
6987576000,0.028895821,0.05675274,0.0025464469,0.0
6987776000,0.028974377,0.05730183,0.0025982324,0.0
6987976000,0.02900299,0.057840906,0.002686143,0.0
6988172000,0.028995292,0.058317315,0.0027293018,0.0
6988376000,0.028986685,0.058758296,0.0026146215,0.0
6988576000,0.028956028,0.05914365,0.002535958,0.0
6988776000,0.02893166,0.05939681,0.0025084855,0.0
6988976000,0.028844157,0.05967195,0.002567058,0.0
6989176000,0.028833408,0.059971653,0.0025960251,0.0
6989376000,0.028688243,0.060212303,0.0025326025,0.0
6989576000,0.02860479,0.06049575,0.002416423,0.0
6989776000,0.028457912,0.0607499,0.0023889206,0.0
6989976000,0.028340314,0.061040703,0.0025448613,0.0
6990176000,0.0281808,0.06112546,0.002669412,0.0
6990376000,0.028060976,0.06148754,0.0026898682,0.0
6990572000,0.027897093,0.0616159,0.0025832695,0.0
6990776000,0.027739622,0.061803456,0.0024485276,0.0
6990976000,0.027552642,0.062019993,0.002428918,0.0
6991176000,0.027358366,0.06209311,0.0024392076,0.0
6991376000,0.027152635,0.062169556,0.002446441,0.0
6991576000,0.027045496,0.062387727,0.0023809937,0.0
6991776000,0.026920784,0.0626323,0.0022840558,0.0
6991976000,0.026625656,0.062770344,0.0022817904,0.0
6992176000,0.026355421,0.06288091,0.0024583384,0.0
6992372000,0.026221436,0.06295549,0.002455273,0.0
6992572000,0.025930585,0.06301271,0.0023991393,0.0
6992772000,0.025726674,0.063129425,0.0022663837,0.0
6992972000,0.025418548,0.06322116,0.0022370047,0.0
6993176000,0.025206557,0.06329056,0.0023885486,0.0
6993376000,0.024938842,0.06335368,0.0024511942,0.0
6993576000,0.024726134,0.06351072,0.0024297554,0.0
6993772000,0.024512334,0.0635316,0.0023186845,0.0
6993976000,0.024258628,0.06360706,0.0022249187,0.0
6994176000,0.024033772,0.06377103,0.0022064736,0.0
6994376000,0.023877868,0.06385236,0.0022320338,0.0
6994572000,0.02363256,0.06388243,0.002244473,0.0
6994776000,0.02345178,0.06389328,0.002171686,0.0
6994976000,0.023199446,0.06390868,0.0021451346,0.0
6995176000,0.02287141,0.06362345,0.0022207606,0.0
6995376000,0.022566756,0.06324876,0.0022565494,0.0
6995576000,0.02218222,0.06272007,0.002236985,0.0
6995772000,0.021669017,0.06170955,0.0021740715,0.0
6995972000,0.020957846,0.06011182,0.0022035993,0.0
6996176000,0.02000491,0.057738516,0.0021067995,0.0
6996376000,0.018810516,0.054578695,0.0018901961,0.0
6996576000,0.017409934,0.050875023,0.001596443,0.0
6996776000,0.016086308,0.0467846,0.0013838594,0.0
6996976000,0.014670292,0.042420637,0.0013466374,0.0
6997176000,0.013212367,0.038065523,0.0011919518,0.0
6997376000,0.011934408,0.033743784,0.0009745244,0.0
6997576000,0.010620707,0.02954145,0.00077546766,0.0
6997776000,0.009572313,0.025597626,0.00066081254,0.0
6997976000,0.008701417,0.021947896,0.00061498774,0.0
6998176000,0.0075564357,0.01849204,0.00045269317,0.0
6998376000,0.0071257227,0.015534468,0.00050315546,0.0
6998576000,0.006240306,0.012681918,0.0004624568,0.0
6998776000,0.0054892604,0.010130805,0.00036862228,0.0
6998972000,0.0048007383,0.007870624,0.00033263897,0.0
6999176000,0.004282992,0.0058609573,0.0003028837,0.0
6999376000,0.003949659,0.0040889685,0.00024328497,0.0
6999576000,0.0035825928,0.002534603,0.00022594925,0.0
6999776000,0.0033549846,0.0011847831,0.00019892542,0.0
6999972000,0.0032449581,5.237506e-05,0.00020672825,0.0
7000172000,0.003028746,-0.0009832568,0.00021113911,0.0
7000376000,0.0029494318,-0.0018755782,0.00018876637,0.0
7000576000,0.002886051,-0.002681786,0.00019931649,0.0
7000776000,0.0028638043,-0.0033999637,0.00020980171,0.0
7000976000,0.0028883216,-0.0039994004,0.00022711905,0.0
7001176000,0.0026964012,-0.0045720683,0.0002573323,0.0
7001376000,0.0026695128,-0.005070679,0.00022940365,0.0
7001572000,0.0026622121,-0.0054948884,0.00026115237,0.0
7001776000,0.0026524076,-0.0058738277,0.00022823537,0.0
7001976000,0.0026228745,-0.0062315827,0.00022415236,0.0
7002172000,0.0025456815,-0.006543577,0.00026601518,0.0
7002376000,0.0023039745,-0.0068604276,0.00030365752,0.0
7002576000,0.0022816253,-0.007186316,0.0002975381,0.0
7002776000,0.0021549044,-0.0074744984,0.00026013117,0.0
7002976000,0.0019898529,-0.007770463,0.00023097453,0.0
7003172000,0.0018945992,-0.00802574,0.00022813237,0.0
7003376000,0.0017842456,-0.008339981,0.0001896046,0.0
7003576000,0.0016814725,-0.008576795,0.0001580779,0.0
7003776000,0.0015632568,-0.008828085,0.000199231,0.0
7003976000,0.0014700547,-0.009041643,0.00018792703,0.0
7004176000,0.001345538,-0.0092054615,0.0001671035,0.0
7004376000,0.001233051,-0.00939559,0.00014767668,0.0
7004576000,0.0012229368,-0.009526261,0.00013183287,0.0
7004776000,0.0011357921,-0.009696391,0.00015033621,0.0
7004976000,0.0010307275,-0.009855031,0.00014256191,0.0
7005176000,0.00095619226,-0.010002012,0.00013437774,0.0
7005376000,0.0008070025,-0.010160503,0.000112282825,0.0
7005576000,0.00062847073,-0.010288371,0.00014599413,0.0
7005776000,0.0005014938,-0.010401493,0.00013073909,0.0
7005976000,0.0004030181,-0.010512464,0.000100526515,0.0
7006176000,0.00026830335,-0.010612887,8.151879e-05,0.0
7006372000,0.00016861466,-0.010658064,6.060392e-05,0.0
7006572000,5.1311097e-05,-0.010806841,2.3634466e-05,0.0
7006776000,-3.1405398e-05,-0.010828405,2.4615498e-05,0.0
7006976000,-5.4678763e-05,-0.010891186,1.02482045e-05,0.0
7007172000,-0.00010335312,-0.010926282,4.453845e-06,0.0
7007376000,-0.00014177721,-0.010931665,-2.1095912e-05,0.0
7007576000,-0.00015174538,-0.011019232,-3.5626825e-05,0.0
7007776000,-0.00019379666,-0.01101409,-2.3969134e-05,0.0
7007976000,-0.00023826075,-0.011025225,-2.8050803e-05,0.0
7008176000,-0.00024881813,-0.011008089,-1.9312329e-05,0.0
7008376000,-0.0002729706,-0.011015221,-4.629995e-05,0.0
7008576000,-0.00029250278,-0.01095345,-2.0224195e-05,0.0
7008776000,-0.00032936007,-0.010935421,-3.963508e-05,0.0
7008976000,-0.00035520946,-0.010896755,-1.9816682e-05,0.0
7009176000,-0.00033436646,-0.010838236,-3.8055125e-05,0.0
7009376000,-0.0003049858,-0.010784865,-1.8703811e-05,0.0
7009576000,-0.00026108266,-0.010827074,-3.0016907e-05,0.0
7009776000,-0.0002678494,-0.0107950065,-1.6954406e-05,0.0
7009976000,-0.00034235683,-0.010772441,-2.1041682e-05,0.0
7010176000,-0.00026086747,-0.010831354,-8.461708e-06,0.0
7010372000,-0.00032653968,-0.010841224,-2.225266e-05,0.0
7010576000,-0.00034793068,-0.010869948,-2.7573615e-05,0.0
7010776000,-0.00033301575,-0.010964488,-7.132119e-05,0.0
7010976000,-0.00039677377,-0.010989174,-8.799801e-05,0.0
7011176000,-0.0004003338,-0.011044289,-0.00012292045,0.0
7011376000,-0.0004379598,-0.011105955,-0.00014211907,0.0
7011576000,-0.00048505046,-0.011137299,-0.00014742966,0.0
7011776000,-0.0005660637,-0.01120675,-0.00013088447,0.0
7011976000,-0.00047364965,-0.011237276,-0.0001257632,0.0
7012176000,-0.00045885608,-0.011279098,-0.00012028303,0.0
7012376000,-0.00041379826,-0.011283152,-0.00011684967,0.0
7012576000,-0.0003555038,-0.01133374,-0.00010284363,0.0
7012776000,-0.00032606925,-0.0113438945,-8.379095e-05,0.0
7012976000,-0.00034486866,-0.011317561,-0.00010964202,0.0
7013176000,-0.00037380744,-0.011227606,-0.000107600485,0.0
7013376000,-0.00015876195,-0.011298093,-6.805443e-05,0.0
7013576000,-0.00021445213,-0.011274219,-9.160042e-05,0.0
7013776000,-0.00023614115,-0.011253135,-0.00010746234,0.0
7013976000,-6.362492e-05,-0.011242942,-8.610753e-05,0.0
7014176000,0.00020892128,-0.0113286255,1.9540023e-05,0.0
7014376000,0.00084782246,-0.011510567,0.00016082024,0.0
7014576000,0.0019207364,-0.011853138,0.0003103883,0.0
7014776000,0.0036406622,-0.0123480605,0.0006274883,0.0
7014976000,0.0060729687,-0.013105353,0.0010244895,0.0
7015176000,0.00910397,-0.013963538,0.0012715864,0.0
7015376000,0.012804788,-0.015050379,0.0017184318,0.0
7015576000,0.017046899,-0.016263153,0.0022269227,0.0
7015776000,0.021524217,-0.017564345,0.002765102,0.0
7015976000,0.026095353,-0.018837031,0.0032009424,0.0
7016172000,0.030625973,-0.020162104,0.0035305307,0.0
7016376000,0.035295557,-0.02138362,0.0038998502,0.0
7016576000,0.03972912,-0.022558326,0.004415673,0.0
7016776000,0.043842748,-0.023533404,0.004925853,0.0
7016976000,0.047598876,-0.024389805,0.0052635707,0.0
7017176000,0.051240645,-0.025183726,0.005416451,0.0
7017376000,0.054397114,-0.025746623,0.0055315825,0.0
7017576000,0.05752803,-0.026263466,0.0057438845,0.0
7017776000,0.060226068,-0.026552644,0.006143427,0.0
7017976000,0.0626953,-0.026812913,0.0065218364,0.0
7018176000,0.06496777,-0.027051894,0.0067419806,0.0
7018372000,0.06694347,-0.027201675,0.00679407,0.0
7018572000,0.06876066,-0.027227461,0.006696652,0.0
7018776000,0.070464306,-0.027241465,0.00657054,0.0
7018972000,0.07183659,-0.02713115,0.006653731,0.0
7019172000,0.07302023,-0.026932722,0.0069477637,0.0
7019376000,0.07422298,-0.026759572,0.007244573,0.0
7019576000,0.0752903,-0.02659973,0.0074372166,0.0
7019776000,0.07617789,-0.026345864,0.007372198,0.0
7019976000,0.07675566,-0.02614681,0.0070391865,0.0
7020176000,0.077355,-0.025765497,0.00669694,0.0
7020376000,0.07750692,-0.025336767,0.0065506254,0.0
7020576000,0.07724184,-0.02475679,0.0065664486,0.0
7020776000,0.07630265,-0.024167748,0.006943258,0.0
7020976000,0.0746046,-0.023428531,0.007031914,0.0
7021172000,0.07231355,-0.02267082,0.0068018003,0.0
7021372000,0.06905873,-0.021863513,0.006273542,0.0
7021576000,0.06502701,-0.020886783,0.005516865,0.0
7021776000,0.06070356,-0.019935472,0.004751716,0.0
7021976000,0.056088995,-0.019008605,0.0041384734,0.0
7022176000,0.051388115,-0.018114196,0.0036724706,0.0
7022376000,0.046816308,-0.01737834,0.003199679,0.0
7022576000,0.042395063,-0.016732953,0.0026861343,0.0
7022776000,0.038193874,-0.016173815,0.0020806058,0.0
7022972000,0.03438071,-0.015721533,0.0015380932,0.0
7023176000,0.030584387,-0.01510731,0.0015635515,0.0
7023372000,0.027507382,-0.014918746,0.0014965868,0.0
7023572000,0.024463862,-0.014379228,0.001315747,0.0
7023776000,0.021516217,-0.014065359,0.001024856,0.0
7023972000,0.018769054,-0.0138138635,0.0005428448,0.0
7024176000,0.016142556,-0.0138516305,8.323366e-06,0.0
7024376000,0.013700217,-0.014260418,-0.0004721875,0.0
7024576000,0.011175255,-0.015170042,-0.0010071626,0.0
7024776000,0.008316034,-0.016681748,-0.0015415462,0.0
7024976000,0.0054038763,-0.019150866,-0.002074301,0.0
7025176000,0.0023338876,-0.022172788,-0.0025959264,0.0
7025376000,-0.00073595747,-0.025992818,-0.0029565808,0.0
7025572000,-0.0036925972,-0.030121908,-0.0032318598,0.0
7025776000,-0.0066752434,-0.03479863,-0.0034670185,0.0
7025976000,-0.009508801,-0.0395863,-0.0035316898,0.0
7026176000,-0.012143836,-0.044264577,-0.0035902613,0.0
7026376000,-0.014563485,-0.048991904,-0.003930284,0.0
7026576000,-0.01685266,-0.05359796,-0.004062573,0.0
7026772000,-0.01884382,-0.05777802,-0.0039367382,0.0
7026972000,-0.020700492,-0.0619197,-0.0037077852,0.0
7027176000,-0.022594647,-0.06581355,-0.003442431,0.0
7027376000,-0.024243042,-0.069266394,-0.0033511182,0.0
7027576000,-0.025778724,-0.072417155,-0.0037615017,0.0
7027776000,-0.027082313,-0.07528885,-0.0038859397,0.0
7027972000,-0.028279379,-0.07791104,-0.003781605,0.0
7028176000,-0.029416168,-0.08040584,-0.003472817,0.0
7028376000,-0.030509572,-0.082552545,-0.00310191,0.0
7028576000,-0.031557802,-0.08448316,-0.0028271964,0.0
7028776000,-0.032572873,-0.08616286,-0.0027029712,0.0
7028976000,-0.033544526,-0.087621,-0.0031547304,0.0
7029176000,-0.03444061,-0.08894388,-0.0033075688,0.0
7029376000,-0.035213176,-0.090143055,-0.003282663,0.0
7029572000,-0.036031548,-0.0911724,-0.0029654494,0.0
7029776000,-0.036674578,-0.09198585,-0.0026947048,0.0
7029976000,-0.037357118,-0.09278019,-0.002412425,0.0
7030176000,-0.038157236,-0.093378335,-0.002393589,0.0
7030376000,-0.03884516,-0.093894,-0.0027146689,0.0
7030576000,-0.039500065,-0.09426737,-0.0029527685,0.0
7030776000,-0.040055573,-0.0946587,-0.0029718862,0.0
7030972000,-0.040672913,-0.09495614,-0.0028154158,0.0
7031176000,-0.041290708,-0.095185615,-0.0025670852,0.0
7031376000,-0.04201571,-0.0953349,-0.0023596534,0.0
7031576000,-0.042700633,-0.09546014,-0.002317622,0.0
7031776000,-0.04345236,-0.09556674,-0.0026867157,0.0
7031976000,-0.044054702,-0.09552424,-0.0029540902,0.0
7032176000,-0.044723306,-0.095571205,-0.0031104025,0.0
7032376000,-0.045266878,-0.09547195,-0.0029821538,0.0
7032576000,-0.04585671,-0.09545531,-0.0027225171,0.0
7032776000,-0.0464409,-0.0953956,-0.002573095,0.0
7032976000,-0.047136977,-0.09526922,-0.002617468,0.0
7033176000,-0.047746744,-0.095165804,-0.0027906406,0.0
7033376000,-0.048436254,-0.09503719,-0.0029770874,0.0
7033576000,-0.049014963,-0.09491262,-0.0030734988,0.0
7033776000,-0.04961375,-0.09471226,-0.003005914,0.0
7033972000,-0.05008951,-0.09456117,-0.0028727222,0.0
7034176000,-0.050866164,-0.094605364,-0.0027384765,0.0
7034376000,-0.05137672,-0.09420819,-0.0029301208,0.0
7034576000,-0.052012224,-0.09411092,-0.0030938014,0.0
7034776000,-0.05258555,-0.09396534,-0.0033059744,0.0
7034976000,-0.05309528,-0.09375179,-0.0033385097,0.0
7035176000,-0.05364485,-0.09361755,-0.0031605312,0.0
7035376000,-0.054152034,-0.0934405,-0.0030302538,0.0
7035576000,-0.054633338,-0.09312211,-0.003040013,0.0
7035776000,-0.055082303,-0.09284253,-0.0032832578,0.0
7035976000,-0.055542704,-0.092551656,-0.0035886313,0.0
7036176000,-0.055958625,-0.09229173,-0.0038226254,0.0
7036376000,-0.05636465,-0.09204663,-0.0038329484,0.0
7036576000,-0.056761853,-0.09176604,-0.0035896702,0.0
7036776000,-0.057120267,-0.09149506,-0.003289614,0.0
7036976000,-0.057600945,-0.09112767,-0.0030307462,0.0
7037172000,-0.058083512,-0.09080719,-0.0030774523,0.0
7037376000,-0.058530413,-0.090334125,-0.0032506846,0.0
7037576000,-0.058944084,-0.08995811,-0.0035570303,0.0
7037776000,-0.059308898,-0.08939757,-0.0036070587,0.0
7037972000,-0.059601832,-0.08877711,-0.0033703465,0.0
7038176000,-0.059881676,-0.087862745,-0.0028142347,0.0
7038376000,-0.06000488,-0.08676478,-0.0020999345,0.0
7038576000,-0.060129765,-0.08534162,-0.0014803774,0.0
7038776000,-0.059773657,-0.08329811,-0.0013064401,0.0
7038976000,-0.05879142,-0.080524586,-0.0013826477,0.0
7039172000,-0.057163008,-0.07721218,-0.0015440054,0.0
7039376000,-0.054618843,-0.07323943,-0.0014751815,0.0
7039576000,-0.05152918,-0.06897673,-0.0011826096,0.0
7039776000,-0.048044506,-0.064584225,-0.00074094645,0.0
7039976000,-0.044323865,-0.060115863,-0.00023004116,0.0
7040172000,-0.040546212,-0.055803843,0.00015297711,0.0
7040376000,-0.03667849,-0.05155148,0.00019301496,0.0
7040576000,-0.03299623,-0.047576226,6.291276e-05,0.0
7040776000,-0.029490994,-0.043924093,0.0001671167,0.0
7040976000,-0.026017427,-0.040232264,0.00027988292,0.0
7041176000,-0.02337306,-0.037490375,3.1347554e-05,0.0
7041376000,-0.020696405,-0.034612726,0.000111715126,0.0
7041576000,-0.018307922,-0.03202912,0.00022503159,0.0
7041776000,-0.016211161,-0.029806165,0.00030319148,0.0
7041976000,-0.0145726865,-0.02808461,0.00034206623,0.0
7042176000,-0.01306302,-0.026434144,0.000313443,0.0
7042376000,-0.011750648,-0.024985077,0.00032628173,0.0
7042576000,-0.010658663,-0.023690077,0.00028311738,0.0
7042776000,-0.009652045,-0.022596836,0.00023839925,0.0
7042976000,-0.008850615,-0.02167087,0.00021919096,0.0
7043172000,-0.008182981,-0.020876085,0.00017109247,0.0
7043372000,-0.0075447005,-0.020139847,0.000111955844,0.0
7043572000,-0.0071052248,-0.019529883,0.00010279232,0.0
7043776000,-0.0064813695,-0.01891739,4.875878e-05,0.0
7043976000,-0.0066964184,-0.018814083,0.0002115372,0.0
7044176000,-0.0072078356,-0.020101156,0.00026475414,0.0
7044372000,-0.007851909,-0.020959485,0.00030916376,0.0
7044576000,-0.0082369475,-0.021883165,0.00036818904,0.0
7044776000,-0.008161466,-0.022644117,0.00034838694,0.0
7044976000,-0.007936752,-0.023411239,0.00033112042,0.0
7045176000,-0.00776327,-0.023986876,0.00030683758,0.0
7045376000,-0.0074787973,-0.02426086,0.00031224077,0.0
7045576000,-0.006883187,-0.023982905,0.00032845142,0.0
7045776000,-0.006659985,-0.023876,0.0003257,0.0
7045976000,-0.006659985,-0.023876,0.0003257,0.0
7046176000,-0.006659985,-0.023876,0.0003257,0.0
7046376000,-0.006659985,-0.023876,0.0003257,0.0
7046576000,-0.006659985,-0.023876,0.0003257,0.0
7046776000,-0.006659985,-0.023876,0.0003257,0.0
7046976000,-0.006659985,-0.023876,0.0003257,0.0
7047176000,-0.006659985,-0.023876,0.0003257,0.0
7047376000,-0.006659985,-0.023876,0.0003257,0.0
7047572000,-0.006659985,-0.023876,0.0003257,0.0
7047776000,-0.006659985,-0.023876,0.0003257,0.0
7047976000,-0.006659985,-0.023876,0.0003257,0.0
7048176000,0.0,0.0,0.0,0.0
7048376000,0.0,0.0,0.0,0.0
7048576000,0.0,0.0,0.0,0.0
7048776000,0.0,0.0,0.0,0.0
7048976000,0.0,0.0,0.0,0.0
