timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
6971384000,6971384000,1032000,41.606704,-86.3556021,-0.6455695,-1.3875127,0.11225456,0.00036031273,0.00019440363,0.0,-0.0009645965,-0.0023846517,0.00014694054,-0.0012047034,-0.00056974834,-0.012147613,-0.016767163,0.008394062,-0.02208415,-0.015326838,-1.0514736,0.008940887,229.39902,0.1,0.084858924,0.102436475,0.008108816,0.0057622553,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6971888000,6971888000,1032000,41.606704,-86.3556021,-0.64619136,-1.3869351,0.11046172,0.00036031273,0.00019440363,0.0,-0.0010195782,-0.001519369,0.0013595538,0.00022418429,-0.00056974834,-0.012147613,-0.016767163,0.07212941,-0.013359387,0.37616017,-1.0510436,0.008940887,229.39902,0.10048091,0.0845796,0.10205422,0.015853368,0.0114017725,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6972384000,6972384000,1032000,41.606704,-86.3556021,-0.6458614,-1.3863435,0.110652335,0.00036031273,0.00019440363,0.0,0.00083311775,0.0007390791,0.0018065412,0.0015859155,-0.00056974834,-0.012147613,-0.016767163,-0.035730835,5.0233844e-05,-0.15161936,-1.0507797,0.008940887,229.39902,0.10078191,0.08432204,0.10172756,0.020821815,0.015116214,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6972888000,6972888000,1032000,41.606704,-86.3556021,-0.64543515,-1.3866614,0.1117833,0.00036031273,0.00019440363,0.0,0.0027502961,-0.00091504346,0.002193325,0.0021327257,-0.00056974834,-0.012147613,-0.016767163,-0.061580967,0.047659323,-0.27009943,-1.050237,0.008940887,229.39902,0.10013484,0.08402209,0.10134156,0.012846758,0.009192809,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6973384000,6973384000,1032000,41.606704,-86.3556021,-0.6453434,-1.3868266,0.112784415,0.00036031273,0.00019440363,0.0,-0.001598078,-0.00042551686,0.003271808,0.0021874006,-0.00056974834,-0.012147613,-0.016767163,-0.042988196,0.019145614,0.01974118,-1.0501347,0.008940887,229.39902,0.1,0.08375949,0.101017185,0.018461535,0.01334206,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6973888000,6973888000,1032000,41.606704,-86.3556021,-0.64600736,-1.3871925,0.11128195,0.00036031273,0.00019440363,0.0,-0.0022676087,-0.0031023815,0.0005620035,-0.00086767797,-0.00056974834,-0.012147613,-0.016767163,-0.004146041,-0.07532541,0.004519645,-1.0501555,0.008940887,229.39902,0.1,0.083334446,0.10064533,0.0090557635,0.0064423895,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6974384000,6974384000,1032000,41.606704,-86.3556021,-0.64699805,-1.3873959,0.11170086,0.00036031273,0.00019440363,0.0,-0.001460138,-0.0028631403,0.006588996,0.0050886306,-0.00056974834,-0.012147613,-0.016767163,-0.02362985,-0.019628339,0.2603493,-1.0502248,0.008940887,229.39902,0.1,0.08321509,0.10028337,0.015851865,0.011402193,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6974888000,6974888000,1032000,41.606704,-86.3556021,-0.64486265,-1.385867,0.11118302,0.00036031273,0.00019440363,0.0,0.002773576,0.002674551,0.00031712325,-0.0013915282,-0.00056974834,-0.012147613,-0.016767163,0.0045021037,0.05349101,0.049958874,-1.0499332,0.008940887,229.39902,0.1,0.08280756,0.09996438,0.0014142136,0.001,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6975384000,6975384000,1032000,41.606704,-86.3556021,-0.6452864,-1.3856719,0.11067391,0.00036031273,0.00019440363,0.0,-0.0018217618,0.00271741,7.8123274e-05,-0.00083067303,-0.00056974834,-0.012147613,-0.016767163,0.0037939195,0.052773193,0.29094508,-1.0495797,0.008940887,229.39902,0.10030959,0.08254573,0.09960804,0.012849273,0.009192801,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
6975888000,6975888000,1032000,41.606704,-86.3556021,-0.64651155,-1.3847611,0.11009074,0.00036031273,0.00019440363,0.0,-0.0003575874,0.0073622046,-0.0028474312,-0.0032427728,-0.00056974834,-0.012147613,-0.016767163,0.011588803,0.033407047,-0.38300923,-1.0498496,0.008940887,229.39902,0.10073554,0.08230144,0.09930206,0.01894387,0.01370594,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
