timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
6976444000,6976364000,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6976452000,6976372000,2.9318812,3.7282665,-2.5132456,-1.2566085,2.8615295e-05,1.2566657,2.5133028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6977444000,6977364000,-1.6185305,3.6766992,-2.5195632,-1.2633172,-0.006905739,1.2499839,2.5070026,0.029796332,-0.00852387,-0.041990113,-0.02435192,0.020020878,-0.0023143422,0.02041784,-0.008999365,-0.04992342,-0.045788936,0.20010993,0.20016612,0.1999927,0.19982941,0.19990179
6978444000,6978364000,-1.5611216,3.6344543,-2.5178082,-1.2623582,-0.006475734,1.2508827,2.5087206,-0.029094303,-0.00035368372,0.01731109,-0.0005314816,-0.029235948,0.0006070123,-0.008600617,0.01588127,0.040267643,0.03080715,0.20031308,0.20051984,0.20000772,0.1994855,0.19967383
6979444000,6979364000,-1.3903303,3.555161,-2.5153382,-1.2608082,-0.0059075714,1.251764,2.5107796,-0.011490595,0.001770687,0.017982509,0.01476032,-0.0034943097,0.01967635,0.006959919,0.015615246,0.033741813,0.036251828,0.20044202,0.20102513,0.2001897,0.19909383,0.19924931
6980444000,6980364000,-1.3714896,3.5506082,-2.51438,-1.2598714,-0.0050336206,1.2526207,2.511689,0.006506716,-0.0049263635,-0.0060274582,0.0047522467,0.012514512,0.006480062,0.0038986648,-0.0077735865,-0.012440782,-0.003608686,0.2004334,0.20104821,0.20021243,0.19908491,0.19922104
6981444000,6981364000,-1.1454978,3.5127637,-2.512759,-1.2624334,-0.013299169,1.2449995,2.5101936,0.13134326,0.02424986,-0.11986024,-0.10216733,0.053506423,-0.08658756,0.02998054,-0.03552085,-0.19317608,-0.22481826,0.20072033,0.20372349,0.20155752,0.19725476,0.19674386
6982444000,6982364000,-1.0907102,0.52725273,-2.0308828,-1.1972302,-0.4784519,0.8100035,2.7152476,1.0094706,0.14061016,-0.8004911,-1.0156654,0.56778127,-0.7116833,-0.08997655,-0.36913294,-1.6991153,-2.1198635,0.13305868,0.57031995,0.274645,0.015236181,0.006740198
6983444000,6983364000,-1.1170534,0.11236841,-1.567877,-1.1564261,-0.8825376,0.3303822,3.0072262,0.82391846,0.029987318,-0.51327014,-1.4295042,1.0139447,-0.51381207,-0.4638555,-0.39339125,-1.7448219,-2.4913182,0.03115154,0.77846193,0.19022018,8.313965e-05,8.313965e-05
6984444000,6984364000,-1.1254445,0.0782283,-1.4013265,-1.1428139,-1.0364166,0.16632839,3.0909529,0.45943612,0.021317318,-0.19739965,-0.8272732,0.6944194,-0.57082033,-0.7194706,-0.5645863,-1.3231133,-1.7207856,0.021421954,0.76367176,0.21473303,8.6667744e-05,8.6667744e-05
6985444000,6985364000,-1.1507932,0.07311683,-1.3318949,-1.1404328,-1.1574347,0.15763302,3.0311544,0.23441273,0.048738535,-0.05542097,-0.060863797,0.034530584,-0.77923,-0.920733,-0.77676284,-0.934535,-0.88345504,0.026133366,0.65661204,0.31705934,9.7648684e-05,9.7648684e-05
6986444000,6986364000,-1.1797335,0.07159824,-1.3182106,-1.1396394,-1.2236655,0.18943723,2.9501135,0.11736561,0.048123278,-0.06259741,0.3202653,-0.36608222,-0.91103363,-1.0153612,-0.90356517,-0.6824348,-0.4148786,0.031203346,0.5581886,0.410198,0.00016001135,0.00024998665
6987444000,6987364000,-1.2076734,0.07056013,-1.318407,-1.1405253,-1.2659292,0.21080342,2.8849294,0.064255066,0.06589411,-0.064623095,0.5252698,-0.5395182,-0.9514723,-1.0238582,-0.94490385,-0.4961884,-0.12343907,0.035204265,0.4813912,0.48222503,0.0003477784,0.00083186134
6988444000,6988364000,-1.2359426,0.074013665,-1.3282149,-1.1482964,-1.2973975,0.21709229,2.8382425,0.03358136,0.07443008,-0.06304929,0.5972443,-0.5626453,-0.86469996,-0.9150363,-0.85995793,-0.32900262,0.08535075,0.03794266,0.42699894,0.53202206,0.0006861842,0.002350114
6989444000,6989364000,-1.2605684,0.08255853,-1.3409523,-1.1590574,-1.3208863,0.21172422,2.8051472,0.019674389,0.08471535,-0.05073723,0.6234027,-0.55347687,-0.8174653,-0.85129964,-0.81421924,-0.24910736,0.17141938,0.039757058,0.3922047,0.5620996,0.001155069,0.004783595
6990444000,6990364000,-1.2810562,0.099275775,-1.3514941,-1.1679661,-1.3378673,0.20716277,2.7821636,0.0043791155,0.07982235,-0.042003527,0.5846283,-0.4984027,-0.72961426,-0.7503512,-0.7275529,-0.1926086,0.20033002,0.04105213,0.36516902,0.58328223,0.0017626402,0.008733958
6991444000,6991364000,-1.3023435,0.1138758,-1.3673437,-1.1829313,-1.3562733,0.19432662,2.7606058,0.005977993,0.08255516,-0.02679413,0.5404051,-0.45390007,-0.61233735,-0.6246817,-0.6108074,-0.1060555,0.24063444,0.041593947,0.3521086,0.592133,0.0022047115,0.011959702
6992444000,6992364000,-1.3178357,0.12566994,-1.3790315,-1.1941191,-1.36931,0.18450595,2.7465038,0.014957216,0.09010615,-0.007722115,0.5062679,-0.40384588,-0.54164636,-0.5484383,-0.5405288,-0.07055521,0.23851109,0.041889455,0.34363958,0.59740907,0.0025052396,0.014556595
6993444000,6993364000,-1.3349082,0.1329998,-1.393605,-1.2084697,-1.3845913,0.17083931,2.731648,0.029853841,0.09357475,0.014140563,0.42713472,-0.326403,-0.46049356,-0.46280384,-0.45960498,-0.06202054,0.1742177,0.042056274,0.33806825,0.6009798,0.0026565685,0.01623913
6994444000,6994364000,-1.3494848,0.13900593,-1.4065212,-1.2210755,-1.3979546,0.15850843,2.717657,0.034937143,0.08738747,0.025153726,0.334637,-0.27780536,-0.33080578,-0.32757926,-0.33004427,0.008937359,0.16053605,0.042098045,0.33452806,0.6029878,0.002818064,0.01756803
6995444000,6995364000,-1.3542078,0.13231726,-1.411545,-1.2264416,-1.40312,0.15119086,2.714755,0.015001155,0.08481159,0.009589292,0.40557942,-0.35199767,-0.29195833,-0.28683686,-0.29141164,0.123319864,0.3321736,0.042212386,0.33321568,0.6054418,0.002707434,0.01642257
6996444000,6996364000,-1.3457094,0.04138925,-1.4066173,-1.2392905,-1.3981843,0.058452155,2.7979937,-0.07026248,0.16759296,-0.0649214,1.3976824,-1.0547014,-0.07878673,-0.08136964,-0.079428375,1.0919228,2.094733,0.043527234,0.33249283,0.6235136,0.00023483534,0.00023149137
6997444000,6997364000,-1.357332,0.030888943,-1.4035203,-1.2744441,-1.3960958,-0.15932038,2.9756703,-0.03613529,0.14728263,-0.030034747,1.34775,-1.2174721,0.29917252,0.2988659,0.29880744,1.2004343,2.2292042,0.044322915,0.32149717,0.6340335,7.321673e-05,7.321673e-05
6998444000,6998364000,-1.3698297,0.027395312,-1.40746,-1.301226,-1.4005476,-0.28441665,3.0716147,0.020911355,0.07627441,0.021768803,0.52904516,-0.57494056,0.7235026,0.72806925,0.7239035,1.046533,1.360899,0.044980317,0.31255808,0.64228666,8.748464e-05,8.748464e-05
6999444000,6999364000,-1.3767834,0.027253,-1.4123781,-1.3115568,-1.4054463,-0.29933536,3.0732462,0.07651959,0.064543866,0.073741876,-0.023237208,0.036771182,0.93394434,0.94032323,0.93467647,0.9451881,0.7357021,0.045276232,0.30897483,0.6455233,0.00010292571,0.0001226577
7000444000,7000364000,-1.385573,0.028050993,-1.4200249,-1.3207347,-1.413028,-0.2929172,3.0559773,0.08533265,0.035822123,0.080416664,-0.40252072,0.36034435,1.026759,1.0367802,1.027848,0.8728209,0.30128583,0.045649648,0.30439258,0.64937747,0.00012712728,0.0004530497
7001444000,7001364000,-1.3940092,0.03231386,-1.4266778,-1.3277318,-1.4196279,-0.2842542,3.0396311,0.06944315,0.0088352375,0.06407176,-0.5288872,0.48976612,0.996848,1.0045804,0.9977828,0.75193214,0.13632898,0.04595276,0.29986653,0.6521288,0.00017159848,0.0018802547
7002444000,7002364000,-1.4029183,0.047743075,-1.4309796,-1.3318526,-1.4238455,-0.2761419,3.025228,0.07255849,0.0063413586,0.06706032,-0.5642472,0.6170187,0.90972936,0.9126532,0.91029984,0.57808506,0.013429251,0.045947533,0.29634407,0.65083224,0.00025036398,0.006625831
7003444000,7003364000,-1.4088475,0.071007185,-1.4305173,-1.3309134,-1.4232944,-0.2686154,3.016864,0.070265815,0.005703682,0.06503387,-0.54444414,0.62408686,0.84363985,0.84489036,0.84405684,0.50044227,-0.01730401,0.04562236,0.29468974,0.6458526,0.00034607106,0.013489277
7004444000,7004364000,-1.4158826,0.09816329,-1.4298992,-1.32993,-1.4226142,-0.26361027,3.0114763,0.068830594,0.005305281,0.06377964,-0.5345406,0.62105274,0.7857552,0.78651065,0.7861133,0.44074026,-0.05763228,0.045224983,0.29285964,0.64001304,0.0004375763,0.021464746
7005444000,7005364000,-1.423532,0.12784502,-1.4289768,-1.3287705,-1.4214687,-0.25916377,3.0080795,0.06528046,0.005153379,0.060562283,-0.5081229,0.5833601,0.70569444,0.70675963,0.70605,0.38071418,-0.095759176,0.044807397,0.29055405,0.63390636,0.0005174974,0.030214682
7006444000,7006364000,-1.4311748,0.1553815,-1.4284531,-1.3279532,-1.4209045,-0.2562586,3.004634,0.057145305,0.0035046353,0.052968264,-0.45707193,0.51179564,0.64544356,0.64691955,0.6457953,0.35977793,-0.07418264,0.044380248,0.28883687,0.6278364,0.0006029456,0.038343564
7007444000,7007364000,-1.4361697,0.17316902,-1.4279698,-1.3273335,-1.4203984,-0.2547387,3.003072,0.06975572,0.022699669,0.06612972,-0.3954737,0.43543795,0.51127386,0.5150907,0.5117673,0.283911,-0.14234944,0.044102427,0.28770182,0.62385243,0.00066119304,0.04368205
7008444000,7008364000,-1.4399194,0.18460147,-1.428187,-1.3274443,-1.4206002,-0.25425535,3.0014174,0.07469522,0.032516666,0.071464196,-0.34640014,0.3928687,0.44638652,0.45054162,0.4468842,0.24920377,-0.14587328,0.043919258,0.2870259,0.6212512,0.0007017308,0.047101855
7009444000,7009364000,-1.4412382,0.18687782,-1.4287302,-1.327998,-1.4211421,-0.25483158,3.0008507,0.074534684,0.038413234,0.0717848,-0.29808566,0.31943646,0.3496449,0.35532376,0.35023126,0.20061727,-0.17635295,0.04388873,0.2868181,0.6207576,0.0007090118,0.04782664
7010444000,7010364000,-1.4428914,0.18960634,-1.4293962,-1.3286908,-1.4218117,-0.25541162,3.0005422,0.050026856,0.021618852,0.04787218,-0.24872258,0.22982468,0.2927448,0.29820764,0.2932847,0.18484287,-0.12977575,0.04387226,0.28630942,0.6204166,0.0007035229,0.048698194
