timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
6970976000,6970896000,0.09009956,0.09009956,0.20260243,1.0036377,1.0036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260564,0.0,0.0,nan,0.0,0.0,0.09034393,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6970984000,6970904000,0.09009956,0.09009956,0.20260243,1.0036377,1.0036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260564,0.0,0.0,nan,0.0,0.0,0.09034393,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6970992000,6970912000,0.09009956,0.09009956,0.20260243,1.0036377,1.0036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260564,0.0,0.0,nan,0.0,0.0,0.09034393,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971000000,6970920000,0.09009956,0.09009956,0.20260243,1.0036377,1.0036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260564,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971008000,6970928000,0.09009956,0.09009956,0.20260243,1.0036377,1.0036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260555,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971016000,6970936000,0.09009956,0.09009956,0.20260243,1.0036377,1.0036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260555,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971024000,6970944000,0.09009956,0.09009956,0.20260243,1.0036377,1.0036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260555,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971032000,6970952000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260555,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971040000,6970960000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260555,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971048000,6970968000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260555,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971056000,6970976000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260555,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971064000,6970984000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034378,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971072000,6970992000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971080000,6971000000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971088000,6971008000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971096000,6971016000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971104000,6971024000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971112000,6971032000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971120000,6971040000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260547,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971128000,6971048000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260539,0.0,0.0,nan,0.0,0.0,0.09034377,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971136000,6971056000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260539,0.0,0.0,nan,0.0,0.0,0.09034363,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971144000,6971064000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260539,0.0,0.0,nan,0.0,0.0,0.09034363,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971152000,6971072000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260539,0.0,0.0,nan,0.0,0.0,0.09034363,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
6971160000,6971080000,0.090099625,0.090099625,0.20260243,1.0036253,1.0036253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260539,0.0,0.0,nan,0.0,0.0,0.09034363,0.0025445754,0.0025533305,0.0025285124,0.0,0.0,0.0,0.0,0.0,0.0
