timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
6974272000,-0.0,-0.0,-1.0515215,0.0,0.8649424,-0.0,0.0,-0.5018712,0.0,0.0,-0.001,0,0,0,0,0
6974328000,-0.0,-0.0,-1.0514714,0.0,0.864955,-0.0,0.0,-0.5018495,0.0,0.0,-0.001,0,0,0,0,0
6974368000,-0.0,-0.0,-1.0515501,0.0,0.8649352,-0.0,0.0,-0.50188357,0.0,0.0,-0.001,0,0,0,0,0
6974424000,-0.0,-0.0,-1.0515027,0.0,0.8649471,-0.0,0.0,-0.50186306,0.0,0.0,-0.001,0,0,0,0,0
6974472000,-0.0,-0.0,-1.0515082,0.0,0.86494577,-0.0,0.0,-0.50186545,0.0,0.0,-0.001,0,0,0,0,0
6974520000,-0.0,-0.0,-1.0515586,0.0,0.86493313,-0.0,0.0,-0.5018872,0.0,0.0,-0.001,0,0,0,0,0
6974568000,-0.0,-0.0,-1.051427,0.0,0.8649661,-0.0,0.0,-0.50183034,0.0,0.0,-0.001,0,0,0,0,0
6974624000,-0.0,-0.0,-1.051372,0.0,0.8649799,-0.0,0.0,-0.5018065,0.0,0.0,-0.001,0,0,0,0,0
6974672000,-0.0,-0.0,-1.0513391,0.0,0.86498815,-0.0,0.0,-0.5017923,0.0,0.0,-0.001,0,0,0,0,0
6974720000,-0.0,-0.0,-1.0513525,0.0,0.8649848,-0.0,0.0,-0.50179803,0.0,0.0,-0.001,0,0,0,0,0
6974776000,-0.0,-0.0,-1.0513085,0.0,0.86499584,-0.0,0.0,-0.501779,0.0,0.0,-0.001,0,0,0,0,0
6974824000,-0.0,-0.0,-1.0512804,0.0,0.86500293,-0.0,0.0,-0.5017669,0.0,0.0,-0.001,0,0,0,0,0
6974872000,-0.0,-0.0,-1.0513331,0.0,0.8649897,-0.0,0.0,-0.5017896,0.0,0.0,-0.001,0,0,0,0,0
6974920000,-0.0,-0.0,-1.0512054,0.0,0.8650217,-0.0,0.0,-0.50173444,0.0,0.0,-0.001,0,0,0,0,0
6974968000,-0.0,-0.0,-1.0511615,0.0,0.86503273,-0.0,0.0,-0.5017155,0.0,0.0,-0.001,0,0,0,0,0
6975024000,-0.0,-0.0,-1.0512005,0.0,0.86502296,-0.0,0.0,-0.5017323,0.0,0.0,-0.001,0,0,0,0,0
6975072000,-0.0,-0.0,-1.0511652,0.0,0.8650318,-0.0,0.0,-0.50171703,0.0,0.0,-0.001,0,0,0,0,0
6975128000,-0.0,-0.0,-1.0509564,0.0,0.8650842,-0.0,0.0,-0.50162673,0.0,0.0,-0.001,0,0,0,0,0
6975176000,-0.0,-0.0,-1.0510063,0.0,0.86507165,-0.0,0.0,-0.5016483,0.0,0.0,-0.001,0,0,0,0,0
6975224000,-0.0,-0.0,-1.0509216,0.0,0.8650929,-0.0,0.0,-0.5016117,0.0,0.0,-0.001,0,0,0,0,0
6975272000,-0.0,-0.0,-1.0509669,0.0,0.86508155,-0.0,0.0,-0.50163126,0.0,0.0,-0.001,0,0,0,0,0
6975328000,-0.0,-0.0,-1.0509179,0.0,0.8650938,-0.0,0.0,-0.5016101,0.0,0.0,-0.001,0,0,0,0,0
6975368000,-0.0,-0.0,-1.0509089,0.0,0.8650961,-0.0,0.0,-0.5016062,0.0,0.0,-0.001,0,0,0,0,0
6975424000,-0.0,-0.0,-1.0510368,0.0,0.865064,-0.0,0.0,-0.5016616,0.0,0.0,-0.001,0,0,0,0,0
6975472000,-0.0,-0.0,-1.0510329,0.0,0.865065,-0.0,0.0,-0.5016598,0.0,0.0,-0.001,0,0,0,0,0
6975520000,-0.00021323861,0.0029014472,-1.051034,0.0,0.86506385,0.00063553767,0.0013084561,-0.5016597,0.0,0.0,-0.0074246065,0,0,0,0,0
6975576000,-0.00041483188,0.0026645234,-1.0510625,0.0,0.8650569,0.0004889325,0.0012565375,-0.50167197,0.0,0.0,-0.015314581,0,0,0,0,0
6975624000,0.0002366118,0.001969244,-1.0510676,0.0,0.8650558,0.0005963012,0.0007924023,-0.5016747,0.0,0.0,-0.02204907,0,0,0,0,0
6975672000,0.0005204184,0.0018180885,-1.0510961,0.0,0.86504865,0.00068114937,0.00065582414,-0.50168717,0.0,0.0,-0.029631969,0,0,0,0,0
6975720000,-0.00014442152,0.0017202838,-1.051133,0.0,0.8650396,0.00036907062,0.0007802852,-0.50170296,0.0,0.0,-0.037509818,0,0,0,0,0
6975768000,-0.00097032863,0.001986466,-1.0511682,0.0,0.86503077,7.864112e-05,0.0011025928,-0.5017177,0.0,0.0,-0.045606814,0,0,0,0,0
6975824000,-0.0014182657,0.0017982589,-1.0511816,0.0,0.8650274,-0.0001623045,0.0011335604,-0.5017233,0.0,0.0,-0.05552913,0,0,0,0,0
6975872000,-0.0016812406,0.0019313074,-1.0512065,0.0,0.8650211,-0.0002426523,0.0012570791,-0.5017338,0.0,0.0,-0.064193524,0,0,0,0,0
6975928000,-0.0019101403,0.0017737814,-1.0512873,0.0,0.8650009,-0.0003811216,0.0012463861,-0.5017687,0.0,0.0,-0.07534375,0,0,0,0,0
6975976000,-0.0016130855,0.0027442228,-1.0514652,0.0,0.86495596,-9.034423e-06,0.0015915764,-0.5018452,0.0,0.0,-0.085211314,0,0,0,0,0
6976024000,-0.00060198124,0.0018898484,-1.0515398,0.0,0.86493754,0.00021389949,0.0009683613,-0.50187856,0.0,0.0,-0.09544257,0,0,0,0,0
6976072000,-0.000153051,0.0027578934,-1.0514846,0.0,0.86495084,0.00062584045,0.0012311266,-0.5018547,0.0,0.0,-0.10693738,0,0,0,0,0
6976120000,-0.0007954384,0.003498843,-1.0512605,0.0,0.86500686,0.0005337563,0.001712821,-0.50175685,0.0,0.0,-0.1179489,0,0,0,0,0
6976168000,-0.00026801068,0.003264509,-1.0511806,0.0,0.8650269,0.0007030221,0.0014791784,-0.5017229,0.0,0.0,-0.12963925,0,0,0,0,0
6976224000,0.00011788614,0.0025578546,-1.0511111,0.0,0.86504465,0.0006926179,0.0010767584,-0.5016933,0.0,0.0,-0.14346875,0,0,0,0,0
6976272000,0.00011541973,0.0031811127,-1.0510907,0.0,0.86504936,0.00084787945,0.0013469587,-0.50168425,0.0,0.0,-0.15657413,0,0,0,0,0
6976320000,-0.0003042897,0.003456524,-1.051087,0.0,0.86505026,0.0007354267,0.0015713631,-0.5016823,0.0,0.0,-0.16917637,0,0,0,0,0
6976368000,-0.00028720102,0.0026812851,-1.051011,0.0,0.8650698,0.00054830906,0.001231787,-0.50164974,0.0,0.0,-0.18255597,0,0,0,0,0
6976424000,-0.00036432955,0.0031810806,-1.0510218,0.0,0.86506677,0.00064031745,0.0014673081,-0.50165415,0.0,0.0,-0.19966926,0,0,0,0,0
6976472000,-0.0002492067,0.003097395,-1.0509466,0.0,0.8650857,0.00066906866,0.0014022607,-0.5016217,0.0,0.0,-0.21433261,0,0,0,0,0
