timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6971416000,6971416000,0.8645575,-0.0067430497,-0.00317832,-0.5024787,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6971920000,6971920000,0.8646467,-0.00652878,-0.0033161857,-0.502327,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6972416000,6972416000,0.8647399,-0.0067017362,-0.0033531878,-0.502164,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6972920000,6972920000,0.8648831,-0.0067659304,-0.0033228775,-0.5019168,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6973420000,6973420000,0.8648733,-0.0068963245,-0.0032867528,-0.50193226,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6973920000,6973920000,0.8648865,-0.0069037993,-0.0035047117,-0.5019078,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6974416000,6974416000,0.8648639,-0.00663461,-0.0035505935,-0.50195,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6974920000,6974920000,0.86495364,-0.00675843,-0.0033098569,-0.50179535,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6975420000,6975420000,0.865007,-0.0068692565,-0.003275907,-0.50170213,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6975920000,6975920000,0.8649241,-0.006818501,-0.003523686,-0.50184405,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6976420000,6976420000,0.86506224,-0.006688536,-0.0036580125,-0.5016067,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6976916000,6976916000,0.8650436,-0.006313573,-0.0031882466,-0.50164676,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6977416000,6977416000,0.86347,0.0027518815,0.0027801362,-0.504385,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6977916000,6977916000,0.86360306,-0.0057685776,-0.0037827538,-0.50412536,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6978416000,6978416000,0.8637936,-0.0071046436,-0.0033976124,-0.5037845,0.9999901,3.0614772e-10,-1.3179839e-10,0.004451648,4
6978920000,6978920000,0.8649618,-0.0066742143,-0.0019626431,-0.5017894,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6979420000,6979420000,0.8654203,-0.0061753164,-0.0011815378,-0.5010073,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6979920000,6979920000,0.8656139,-0.0067940634,-0.001239164,-0.50066453,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6980420000,6980420000,0.86574095,-0.0076790145,-0.0012196527,-0.5004319,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6980916000,6980916000,0.86561126,-0.004642992,0.0011028759,-0.50069404,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6981416000,6981416000,0.86420774,0.027236527,0.020287348,-0.5019877,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6981916000,6981916000,0.8579165,0.09097659,0.059068706,-0.50220853,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6982420000,6982420000,0.8507376,0.12329455,0.07939887,-0.5047176,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6982916000,6982916000,0.8469557,0.126876,0.08524102,-0.5092176,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6983420000,6983420000,0.84532714,0.12155119,0.08689713,-0.5129292,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6983916000,6983916000,0.8447343,0.11747351,0.087578274,-0.514737,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6984416000,6984416000,0.8430888,0.11589049,0.08631624,-0.5179964,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6984920000,6984920000,0.84123594,0.11599151,0.0859115,-0.5210446,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6985420000,6985420000,0.83910906,0.111843385,0.083300725,-0.5257835,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6985920000,6985920000,0.8375625,0.111044444,0.08198749,-0.52861744,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6986420000,6986420000,0.8345926,0.11228392,0.082598776,-0.53294,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6986920000,6986920000,0.83185184,0.11300425,0.08301378,-0.5369928,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6987416000,6987416000,0.8295366,0.112107776,0.08442147,-0.5405311,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6987920000,6987920000,0.82697994,0.10991508,0.08241551,-0.54518855,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6988420000,6988420000,0.8248014,0.111053795,0.08234283,-0.5482605,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6988920000,6988920000,0.8216077,0.11178689,0.084728256,-0.5525265,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6989420000,6989420000,0.8197862,0.11122089,0.0845169,-0.5553716,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6989916000,6989916000,0.81676334,0.1113452,0.08567199,-0.5596072,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6990420000,6990420000,0.8161081,0.10978956,0.08528747,-0.5609278,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6990920000,6990920000,0.8133143,0.10915944,0.085823506,-0.5650119,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6991416000,6991416000,0.8113243,0.1093185,0.08776962,-0.5675376,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6991920000,6991920000,0.80878454,0.107918665,0.08707195,-0.5715239,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6992416000,6992416000,0.8078634,0.107814364,0.0883691,-0.57264626,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6992916000,6992916000,0.805281,0.108528055,0.089115925,-0.5760231,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6993420000,6993420000,0.8038019,0.10901802,0.08941563,-0.57794684,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6993916000,6993916000,0.8021196,0.10820101,0.08921045,-0.5804638,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6994420000,6994420000,0.7999497,0.10742864,0.089946635,-0.5834804,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6994920000,6994920000,0.79871315,0.1018862,0.08583302,-0.58677876,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6995420000,6995420000,0.80182135,0.067855865,0.06168047,-0.5904859,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6995920000,6995920000,0.80454475,0.008026971,0.019720487,-0.5935104,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6996416000,6996416000,0.8043141,-0.020726183,-0.0032680454,-0.5938339,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6996920000,6996920000,0.80240005,-0.024919804,-0.009366416,-0.59619254,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6997416000,6997416000,0.8020549,-0.016684487,-0.010312408,-0.5969281,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6997920000,6997920000,0.8010863,-0.0106876,-0.0069712345,-0.598413,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6998416000,6998416000,0.8007179,-0.017614346,3.7313537e-05,-0.5987826,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6998920000,6998920000,0.8009391,-0.0072355345,-0.00083450804,-0.59870166,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6999416000,6999416000,0.8011203,-0.0036563003,0.0004756247,-0.59849197,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
6999920000,6999920000,0.80103666,-0.0022846689,0.0005399682,-0.59861076,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7000420000,7000420000,0.8011079,-0.0015053382,-0.0003773976,-0.59851813,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7000920000,7000920000,0.80093944,-0.0029224847,0.00010073999,-0.59873825,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7001416000,7001416000,0.8008181,-0.0023020748,0.0005253886,-0.59890294,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7001916000,7001916000,0.80058146,-0.0042432747,0.00054065103,-0.59920865,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7002420000,7002420000,0.8005275,-0.0066542826,5.1856325e-05,-0.5992591,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7002916000,7002916000,0.80064654,-0.007109638,-0.0016200714,-0.5990926,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7003420000,7003420000,0.8005713,-0.007013886,-0.0004459635,-0.5991962,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7003920000,7003920000,0.8005581,-0.0069335033,0.00017952119,-0.59921515,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7004416000,7004416000,0.80054355,-0.0070107835,-0.0009509046,-0.5992329,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7004920000,7004920000,0.80065507,-0.0090515725,-6.841447e-05,-0.59905726,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7005420000,7005420000,0.80077744,-0.008589516,-0.00024444808,-0.59890056,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7005920000,7005920000,0.80088145,-0.008843683,-0.00014397992,-0.5987578,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7006416000,7006416000,0.80083925,-0.007397415,-0.00028740984,-0.5988338,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7006916000,7006916000,0.8008945,-0.0065755397,-0.0014618556,-0.59876776,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7007420000,7007420000,0.8009623,-0.0060487813,-0.0005921321,-0.5986839,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7007916000,7007916000,0.80083466,-0.0063482565,0.0005755201,-0.5988517,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7008420000,7008420000,0.80098283,-0.0048544365,0.00067319785,-0.5986673,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7008916000,7008916000,0.8010314,-0.0044845142,-0.0005629268,-0.59860533,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7009416000,7009416000,0.8010523,-0.004913723,-0.00039144937,-0.59857404,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7009920000,7009920000,0.8009998,-0.005884373,-0.0017939298,-0.5986331,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7010416000,7010416000,0.8010288,-0.0073897704,-0.0010608017,-0.59857935,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7010920000,7010920000,0.80114055,-0.0065696747,-0.0008904928,-0.59843963,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7011420000,7011420000,0.8010059,-0.006079948,-0.0014196166,-0.598624,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7011916000,7011916000,0.8010167,-0.0053840745,-0.0018755395,-0.598615,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7012420000,7012420000,0.80099595,-0.0042865495,-0.0009261893,-0.5986537,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7012920000,7012920000,0.80094475,-0.0034453887,-0.0025113595,-0.5987232,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7013416000,7013416000,0.8009584,-0.007267514,0.004402175,-0.5986599,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7013916000,7013916000,0.8007658,-0.001324408,-0.0057641016,-0.59894836,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
7014416000,7014416000,0.79979587,0.03100638,-0.050247062,-0.5973612,0.9999984,5.4318294e-10,1.2776447e-11,0.0018219001,5
