timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
6971664000,6971664000,1311004,-0.04084937,0.003168715,0.009985295,13.515131,0,1
6972664000,6972664000,1311004,-0.007384011,-0.00036986067,0.0033911313,13.515131,0,1
6973664000,6973664000,1311004,0.032127835,-0.0064267237,0.0029318836,13.515131,0,1
6974664000,6974664000,1311004,-0.031216783,0.004043916,-0.00094656955,13.515131,0,1
6975664000,6975664000,1311004,0.0015684142,0.007755,-0.0017512336,13.515131,0,1
6976660000,6976660000,1311004,-0.00579402,0.0055094454,-0.0033278882,13.515131,0,1
6977664000,6977664000,1311004,-0.04626116,-0.018980559,-0.0049001705,13.513819,0,1
6978660000,6978660000,1311004,-0.002464225,0.0021803386,0.0049041915,13.505671,0,1
6979664000,6979664000,1311004,-0.002049896,-0.00013134982,0.002022891,13.501886,0,1
6980664000,6980664000,1311004,-0.009462625,0.02556091,-0.001669235,13.500757,0,1
6981664000,6981664000,1311004,0.14536992,0.27532002,-0.011731118,13.500269,0,1
6982660000,6982660000,1311004,-0.35222778,0.03147618,-0.0077204513,13.496454,0,1
6983660000,6983660000,1311004,0.006181043,0.016299244,0.0022590251,13.491632,0,1
6984660000,6984660000,1311004,-0.028092338,-0.018134149,-0.008351229,13.487055,0,1
6985664000,6985664000,1311004,-0.011895461,-0.03164155,-0.010553491,13.482325,0,1
6986664000,6986664000,1311004,0.02880212,0.07268578,-0.022637565,13.477594,0,1
6987660000,6987660000,1311004,-0.050896086,-0.056774214,-0.021644393,13.472925,0,1
6988660000,6988660000,1311004,-0.0059518795,-0.0070029953,-0.03291495,13.468317,0,1
6989664000,6989664000,1311004,0.011270912,0.017464299,-0.021160241,13.46377,0,1
6990664000,6990664000,1311004,0.00087084656,-0.0007867582,-0.025148153,13.459284,0,1
6991660000,6991660000,1311004,0.004355592,0.0037927488,-0.021644963,13.454554,0,1
6992664000,6992664000,1311004,0.019356823,0.025138425,-0.015701879,13.449884,0,1
6993664000,6993664000,1311004,-0.022426281,-0.004080945,-0.0018265344,13.445368,0,1
6994664000,6994664000,1311004,0.44008523,-0.013880879,-0.038185,13.440699,0,1
6995664000,6995664000,1311004,-0.09341533,-0.3071356,-0.013719901,13.436213,0,1
6996664000,6996664000,1311004,-0.37818682,-0.020903835,0.010694094,13.433619,0,1
6997664000,6997664000,1311004,-0.0013518346,0.027704226,-0.008867495,13.432764,0,1
6998664000,6998664000,1311004,0.0125271,0.021924933,0.016516957,13.432795,0,1
6999664000,6999664000,1311004,-0.02358248,0.008591756,-0.0019442771,13.433069,0,1
7000664000,7000664000,1311004,0.4243924,-0.004417538,-0.020905297,13.433252,0,1
7001664000,7001664000,1311004,0.009579358,0.0020761418,0.004046372,13.433344,0,1
7002664000,7002664000,1311004,-0.0069627673,-0.011685681,0.010178392,13.433466,0,1
7003664000,7003664000,1311004,-0.012040278,0.011844321,-0.011259235,13.433527,0,1
7004664000,7004664000,1311004,-0.028631434,-0.0020769467,-0.0042408924,13.433527,0,1
7005664000,7005664000,1311004,-0.0039415266,0.0015316852,0.00681042,13.433588,0,1
7006664000,7006664000,1311004,-0.002772994,-0.00044092676,0.00145225,13.43371,0,1
7007664000,7007664000,1311004,-0.023784826,0.0133442,-0.0042961426,13.433863,0,1
7008664000,7008664000,1311004,-0.016882233,-0.0070770998,0.0017782864,13.433924,0,1
7009664000,7009664000,1311004,-0.009310637,-0.014361644,0.0032154538,13.433771,0,1
7010664000,7010664000,1311004,0.0022002729,0.006540658,0.005222552,13.43371,0,1
7011664000,7011664000,1311004,-0.006851276,0.01592882,0.008416134,13.433741,0,1
7012664000,7012664000,1311004,-0.020817881,-0.010257738,0.0051385975,13.43368,0,1
7013664000,7013664000,1311004,0.008521379,-0.0069839237,0.0031960246,13.433893,0,1
7014664000,7014664000,1311004,0.28720632,-0.08921856,0.012057749,13.434015,0,1
7015664000,7015664000,1311004,-0.30587175,-0.0106385555,0.022572054,13.433466,0,1
7016664000,7016664000,1311004,-0.02782772,0.0026595835,-0.011941758,13.432978,0,1
7017664000,7017664000,1311004,0.0140088955,-0.010182703,-0.027644962,13.432795,0,1
7018664000,7018664000,1311004,-0.0079549765,0.0011490396,-0.044618186,13.4326725,0,1
7019664000,7019664000,1311004,-0.005905285,-0.0002509548,-0.027106164,13.432489,0,1
7020664000,7020664000,1311004,-0.30498692,0.05747329,-0.012911037,13.432337,0,1
7021664000,7021664000,1311004,-0.03164308,-0.0097636115,-0.05309187,13.43252,0,1
7022664000,7022664000,1311004,0.038693953,-0.019423794,-0.022749847,13.432611,0,1
7023664000,7023664000,1311004,0.03392678,-0.02813592,-0.0075818864,13.432886,0,1
7024660000,7024660000,1311004,-0.10911858,-0.29802272,-0.035384297,13.434351,0,1
7025660000,7025660000,1311004,-0.018313752,-0.026294602,-0.016432345,13.437708,0,1
7026664000,7026664000,1311004,0.02734499,0.055076897,-0.013325875,13.442133,0,1
7027664000,7027664000,1311004,0.013622797,0.017579,-0.0070776064,13.447382,0,1
7028664000,7028664000,1311004,-0.018467186,-0.0014479829,0.045337733,13.452784,0,1
7029664000,7029664000,1311004,-0.05848547,0.0059251473,0.04321417,13.457941,0,1
7030664000,7030664000,1311004,0.07243091,0.017884554,0.0059397686,13.462946,0,1
7031664000,7031664000,1311004,-0.042567812,-0.027548231,0.044031367,13.467737,0,1
7032664000,7032664000,1311004,-0.0070086517,-0.0077443654,0.03779391,13.472376,0,1
7033660000,7033660000,1311004,-0.012858633,-0.019874845,0.025448686,13.477259,0,1
7034664000,7034664000,1311004,0.009915966,0.0022093193,0.021302061,13.482172,0,1
7035664000,7035664000,1311004,0.022596104,-0.0001897584,0.029268753,13.486872,0,1
7036664000,7036664000,1311004,-0.017043823,-0.0139400195,0.052363656,13.491602,0,1
7037664000,7037664000,1311004,0.02487144,0.037312075,0.011118308,13.496271,0,1
7038664000,7038664000,1311004,0.28139293,0.22456053,0.08758828,13.501093,0,1
7039664000,7039664000,1311004,-0.3042378,0.027082788,0.062063556,13.504236,0,1
7040660000,7040660000,1311004,-0.029357485,-0.034286965,-0.0048658294,13.504358,0,1
7041664000,7041664000,1311004,-0.029993935,-0.040983025,0.007281951,13.505701,0,1
7042660000,7042660000,1311004,-0.018198214,-0.005007432,0.011067015,13.509882,0,1
7043664000,7043664000,1311004,-0.02888199,0.018380946,0.0026926573,13.513971,0,1
7044664000,7044664000,1311004,-0.0021281263,-0.003672597,0.015294059,13.515131,0,1
7045664000,7045664000,1311004,-0.051513664,0.0027085587,-0.0024164787,13.515131,0,1
7046664000,7046664000,1311004,-0.03591009,0.007811206,0.0018603975,13.515131,0,1
7047664000,7047664000,1311004,0.039179713,-0.0013287371,-0.0011061706,13.515131,0,1
7048664000,7048664000,1311004,-0.06521831,-0.0037192411,-0.0030821427,13.515131,0,1
