timestamp,timestamp_sample,device_id,pressure,temperature,error_count
6971636000,6971636000,6620428,98612.36,13.515131,0
6972620000,6972620000,6620428,98610.23,13.515131,0
6973628000,6973628000,6620428,98609.99,13.515131,0
6974636000,6974636000,6620428,98610.66,13.515131,0
6975644000,6975644000,6620428,98609.92,13.515131,0
6976628000,6976628000,6620428,98609.47,13.515131,0
6977636000,6977636000,6620428,98607.24,13.513941,0
6978620000,6978620000,6620428,98594.07,13.505793,0
6979628000,6979628000,6620428,98585.56,13.501947,0
6980636000,6980636000,6620428,98584.89,13.500727,0
6981616000,6981616000,6620428,98583.31,13.50033,0
6982624000,6982624000,6620428,98576.83,13.496576,0
6983636000,6983636000,6620428,98568.33,13.491755,0
6984644000,6984644000,6620428,98557.26,13.487055,0
6985628000,6985628000,6620428,98552.5,13.482447,0
6986636000,6986636000,6620428,98543.92,13.477686,0
6987620000,6987620000,6620428,98535.39,13.473047,0
6988628000,6988628000,6620428,98526.16,13.468439,0
6989636000,6989636000,6620428,98518.375,13.463861,0
6990620000,6990620000,6620428,98509.5,13.459406,0
6991628000,6991628000,6620428,98501.52,13.454676,0
6992636000,6992636000,6620428,98491.91,13.449976,0
6993620000,6993620000,6620428,98483.52,13.445459,0
6994628000,6994628000,6620428,98476.29,13.440821,0
6995636000,6995636000,6620428,98469.6,13.436335,0
6996620000,6996620000,6620428,98463.14,13.433649,0
6997624000,6997624000,6620428,98462.34,13.432795,0
6998636000,6998636000,6620428,98460.98,13.432795,0
6999620000,6999620000,6620428,98462.664,13.433069,0
7000628000,7000628000,6620428,98461.555,13.433222,0
7001636000,7001636000,6620428,98462.625,13.433344,0
7002620000,7002620000,6620428,98463.2,13.433466,0
7003628000,7003628000,6620428,98461.695,13.433527,0
7004636000,7004636000,6620428,98462.53,13.433527,0
7005620000,7005620000,6620428,98463.91,13.433588,0
7006624000,7006624000,6620428,98462.414,13.43371,0
7007636000,7007636000,6620428,98460.555,13.433863,0
7008620000,7008620000,6620428,98463.984,13.433924,0
7009628000,7009628000,6620428,98463.125,13.433771,0
7010636000,7010636000,6620428,98464.05,13.43371,0
7011620000,7011620000,6620428,98463.4,13.433741,0
7012628000,7012628000,6620428,98464.95,13.43368,0
7013636000,7013636000,6620428,98464.04,13.433893,0
7014620000,7014620000,6620428,98465.52,13.434015,0
7015624000,7015624000,6620428,98462.93,13.433496,0
7016636000,7016636000,6620428,98464.52,13.432978,0
7017620000,7017620000,6620428,98461.12,13.432795,0
7018624000,7018624000,6620428,98461.95,13.432703,0
7019636000,7019636000,6620428,98462.18,13.432489,0
7020620000,7020620000,6620428,98461.49,13.432337,0
7021628000,7021628000,6620428,98462.62,13.43252,0
7022636000,7022636000,6620428,98461.08,13.432611,0
7023620000,7023620000,6620428,98461.88,13.432886,0
7024624000,7024624000,6620428,98464.9,13.43429,0
7025636000,7025636000,6620428,98470.37,13.437616,0
7026620000,7026620000,6620428,98478.27,13.442011,0
7027628000,7027628000,6620428,98488.94,13.44726,0
7028636000,7028636000,6620428,98495.65,13.4526615,0
7029620000,7029620000,6620428,98506.34,13.457819,0
7030628000,7030628000,6620428,98515.375,13.462824,0
7031636000,7031636000,6620428,98524.7,13.467615,0
7032644000,7032644000,6620428,98534.3,13.472376,0
7033628000,7033628000,6620428,98543.91,13.477137,0
7034636000,7034636000,6620428,98551.73,13.48205,0
7035620000,7035620000,6620428,98560.42,13.48675,0
7036628000,7036628000,6620428,98568.54,13.49148,0
7037636000,7037636000,6620428,98577.05,13.49618,0
7038620000,7038620000,6620428,98586.055,13.500971,0
7039628000,7039628000,6620428,98593.29,13.504206,0
7040632000,7040632000,6620428,98592.35,13.504358,0
7041620000,7041620000,6620428,98592.03,13.505579,0
7042628000,7042628000,6620428,98600.91,13.50979,0
7043636000,7043636000,6620428,98608.96,13.51388,0
7044644000,7044644000,6620428,98608.805,13.515131,0
7045628000,7045628000,6620428,98610.49,13.515131,0
7046636000,7046636000,6620428,98609.39,13.515131,0
7047620000,7047620000,6620428,98610.17,13.515131,0
7048628000,7048628000,6620428,98608.516,13.515131,0
