timestamp,speed_up,speed_down,want_takeoff
6971952000,3.6000001,1.2,0
6972952000,3.6000001,1.2,0
6973312000,3.6000001,1.2,0
7040936000,3.6000001,1.2,0
7040952000,3.6000001,1.2,0
7041936000,3.6000001,1.2,0
7042936000,3.6000001,1.2,0
7043936000,3.6000001,1.2,0
7044936000,3.6000001,1.2,0
7045936000,3.6000001,1.2,0
7046936000,3.6000001,1.2,0
7047936000,3.6000001,1.2,0
7048936000,3.6000001,1.2,0
