timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
7015576000,912000,1,1310988,6620172,1310988,197388,0.026204772,0.02635876,0.02576815,0.02610108,0.026289906,0.025698937,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7016584000,912000,1,1310988,6620172,1310988,197388,0.025669165,0.021469994,0.021288596,0.026443988,0.021773135,0.021654857,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7017592000,912000,1,1310988,6620172,1310988,197388,0.019314915,0.016892435,0.016871529,0.019791039,0.017067876,0.01704657,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7018600000,912000,1,1310988,6620172,1310988,197388,0.014782135,0.016514044,0.016440995,0.014744811,0.016474102,0.016401328,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7019608000,912000,1,1310988,6620172,1310988,197388,0.022010786,0.02371302,0.023781577,0.022089895,0.023758316,0.023826648,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7020616000,912000,1,1310988,6620172,1310988,197388,0.015469518,0.014634446,0.014652921,0.015558253,0.014726212,0.014746982,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7021624000,912000,1,1310988,6620172,1310988,197388,0.020515386,0.015324872,0.015315434,0.02171446,0.01578886,0.015774056,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7022632000,912000,1,1310988,6620172,1310988,197388,0.028321424,0.024099762,0.024138127,0.028801322,0.024278482,0.024317937,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7023640000,912000,1,1310988,6620172,1310988,197388,0.036057748,0.032971196,0.03301242,0.036287256,0.033105273,0.03314459,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7024648000,912000,1,1310988,6620172,1310988,197388,0.02138999,0.018734043,0.018757306,0.021605825,0.018874696,0.018897485,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7025656000,912000,1,1310988,6620172,1310988,197388,0.028911382,0.026565494,0.026546828,0.029708667,0.026940867,0.026918283,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7026664000,912000,1,1310988,6620172,1310988,197388,0.03292108,0.031239064,0.031216864,0.03365226,0.031493228,0.031467922,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7027672000,912000,1,1310988,6620172,1310988,197388,0.0255474,0.025377186,0.025444094,0.025722383,0.025486125,0.025551707,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7028680000,912000,1,1310988,6620172,1310988,197388,0.03333117,0.033271212,0.03334492,0.033491153,0.03338194,0.03345439,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7029688000,912000,1,1310988,6620172,1310988,197388,0.031388767,0.03005243,0.030180937,0.031562787,0.030155778,0.030283254,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7030696000,912000,1,1310988,6620172,1310988,197388,0.036053263,0.036268707,0.036437046,0.036249515,0.03643332,0.03660228,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7031704000,912000,1,1310988,6620172,1310988,197388,0.021454183,0.019988302,0.020133954,0.02166828,0.020160586,0.020307502,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7032712000,912000,1,1310988,6620172,1310988,197388,0.029254496,0.028626837,0.028725425,0.029469617,0.028678251,0.028775651,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7033720000,912000,1,1310988,6620172,1310988,197388,0.020224258,0.019420378,0.019521728,0.020415965,0.019573478,0.019674372,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7034728000,912000,1,1310988,6620172,1310988,197388,0.02875998,0.028391942,0.028477576,0.028941624,0.028537879,0.0286225,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7035736000,912000,1,1310988,6620172,1310988,197388,0.02067227,0.02221603,0.022288062,0.02085269,0.022356035,0.022427032,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7036744000,912000,1,1310988,6620172,1310988,197388,0.022199301,0.019333031,0.019393079,0.021901157,0.019478802,0.019537926,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7037752000,912000,1,1310988,6620172,1310988,197388,0.012752066,0.0128534855,0.012871666,0.0127840955,0.012882053,0.012899368,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7038760000,912000,1,1310988,6620172,1310988,197388,0.017389022,0.020736855,0.020763189,0.017604845,0.021027409,0.021052085,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7039768000,912000,1,1310988,6620172,1310988,197388,0.012917718,0.021467876,0.021475984,0.013771841,0.022059847,0.022063965,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7040776000,912000,1,1310988,6620172,1310988,197388,0.016173039,0.019808464,0.019819528,0.01740289,0.020541655,0.020548265,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7041784000,912000,1,1310988,6620172,1310988,197388,0.021876238,0.022953339,0.022994125,0.021915292,0.02296096,0.023000777,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7042792000,912000,1,1310988,6620172,1310988,197388,0.0125244185,0.014225232,0.0142826885,0.012541897,0.014230356,0.014286764,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7043800000,912000,1,1310988,6620172,1310988,197388,0.021136101,0.02246299,0.022527456,0.021128828,0.022457402,0.02252071,nan,nan,nan,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
