timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
6988968000,4000000.0,1.0,16347.61,0.0,2574532,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6990224000,4000000.0,1.0,16337.649,0.0,2575005,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991484000,4000000.0,1.0,16486.057,0.0,2575466,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6992740000,4000000.0,1.0,16548.805,0.0,2575928,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6993740000,4000000.0,1.0,16386.455,0.0,2576296,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994000000,4000000.0,1.0,16350.598,0.0,2576389,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6995260000,4000000.0,1.0,16347.61,0.0,2576859,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996512000,4000000.0,1.0,16400.398,0.0,2577317,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997764000,4000000.0,1.0,16571.713,0.0,2577776,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998764000,4000000.0,1.0,16376.494,0.0,2578146,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6999016000,4000000.0,1.0,16369.522,0.0,2578239,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000276000,4000000.0,1.0,16350.598,0.0,2578712,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001528000,4000000.0,1.0,16473.107,0.0,2579166,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002784000,4000000.0,1.0,16548.805,0.0,2579629,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7003784000,4000000.0,1.0,16399.402,0.0,2579996,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004036000,4000000.0,1.0,16337.649,0.0,2580089,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7005288000,4000000.0,1.0,16347.61,0.0,2580552,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006548000,4000000.0,1.0,16444.223,0.0,2581016,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7007808000,4000000.0,1.0,16558.766,0.0,2581476,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008808000,4000000.0,1.0,16376.494,0.0,2581846,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009060000,4000000.0,1.0,16360.559,0.0,2581940,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010312000,4000000.0,1.0,16337.649,0.0,2582406,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7011564000,4000000.0,1.0,16473.107,0.0,2582866,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012820000,4000000.0,1.0,16561.754,0.0,2583329,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7013820000,4000000.0,1.0,16386.455,0.0,2583697,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7014080000,4000000.0,1.0,16359.5625,0.0,2583790,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015336000,4000000.0,1.0,16360.559,0.0,2584259,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7016592000,4000000.0,1.0,16400.398,0.0,2584717,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7017848000,4000000.0,1.0,16558.766,0.0,2585178,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7018848000,4000000.0,1.0,16389.443,0.0,2585547,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7019104000,4000000.0,1.0,16347.61,0.0,2585640,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020356000,4000000.0,1.0,16337.649,0.0,2586112,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7021608000,4000000.0,1.0,16486.057,0.0,2586566,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7022860000,4000000.0,1.0,16548.805,0.0,2587029,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023860000,4000000.0,1.0,16386.455,0.0,2587398,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024116000,4000000.0,1.0,16372.511,0.0,2587490,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7025368000,4000000.0,1.0,16347.61,0.0,2587953,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7026620000,4000000.0,1.0,16400.398,0.0,2588418,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7027872000,4000000.0,1.0,16571.713,0.0,2588872,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7028872000,4000000.0,1.0,16376.494,0.0,2589241,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7029124000,4000000.0,1.0,16347.61,0.0,2589333,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7030380000,4000000.0,1.0,16350.598,0.0,2589806,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031636000,4000000.0,1.0,16473.107,0.0,2590266,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7032892000,4000000.0,1.0,16592.63,0.0,2590724,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7033892000,4000000.0,1.0,16399.402,0.0,2591091,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7034144000,4000000.0,1.0,16337.649,0.0,2591183,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7035396000,4000000.0,1.0,16347.61,0.0,2591652,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7036648000,4000000.0,1.0,16413.348,0.0,2592110,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7037904000,4000000.0,1.0,16558.766,0.0,2592570,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7038904000,4000000.0,1.0,16376.494,0.0,2592940,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7039160000,4000000.0,1.0,16360.559,0.0,2593033,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7040412000,4000000.0,1.0,16337.649,0.0,2593500,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041672000,4000000.0,1.0,16495.02,0.0,2593963,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7042928000,4000000.0,1.0,16561.754,0.0,2594424,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7043928000,4000000.0,1.0,16386.455,0.0,2594791,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7044180000,4000000.0,1.0,16337.649,0.0,2594884,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7045432000,4000000.0,1.0,16360.559,0.0,2595349,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7046680000,4000000.0,1.0,16425.299,0.0,2595812,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7047936000,4000000.0,1.0,16554.781,0.0,2596272,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7048936000,4000000.0,1.0,16411.355,0.0,2596642,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
