timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
6977672000,-0.6560499,-1.3718549,-2.2460022,-1.0572741,0.0,0.0019009948,-0.011498946,-1.5462091,0.06687412,-0.2667596,-0.13552523,0.0,0.0,0.0,0.003456935,-0.01378965,-0.50690985
6977776000,-0.6560499,-1.3718549,-2.3157349,-1.0572022,0.0,0.0027179152,-0.016003078,-1.7351991,0.07374727,-0.27557197,-0.18048263,0.0,0.0,0.0,0.0038293006,-0.014308976,-0.50920206
6977872000,-0.6560499,-1.3718549,-2.3464355,-1.057255,0.0,0.0031766861,-0.019260114,-1.9096513,0.076353766,-0.26247868,-0.21986985,0.0,0.0,0.0,0.00398018,-0.013682523,-0.51121026
6977968000,-0.6560499,-1.3718549,-2.373932,-1.0569961,0.0,0.0032853484,-0.021628827,-1.9187363,0.06456138,-0.26514426,0.39559126,0.0,0.0,0.0,0.00315894,-0.0129733095,-0.47983047
6978072000,-0.6560499,-1.3718549,-2.3829498,-1.0569404,0.0,0.00317159,-0.023304343,-1.766119,0.049594752,-0.263744,1.2457613,0.0,0.0,0.0,0.0022074862,-0.011739371,-0.43648386
6978168000,-0.6560499,-1.3718549,-2.3876495,-1.0566996,0.0,0.0028692721,-0.024401724,-1.6225028,0.047106072,-0.26558647,1.4836801,0.0,0.0,0.0,0.0020384414,-0.011492837,-0.42435336
6978272000,-0.6560499,-1.3718549,-2.3879395,-1.0565144,0.0,0.0023166179,-0.025287444,-1.4731362,0.03697358,-0.25553104,1.5282782,0.0,0.0,0.0,0.0015913787,-0.010998304,-0.4220795
6978368000,-0.6560499,-1.3718549,-2.3879395,-1.056469,0.0,0.0016174763,-0.025709521,-1.347469,0.02926572,-0.238383,1.5030752,0.0,0.0,0.0,0.0012635331,-0.01029207,-0.4233645
6978472000,-0.6560499,-1.3718549,-2.3879395,-1.0562645,0.0,0.00071125926,-0.025685059,-1.2241473,0.01268288,-0.2351892,1.4669247,0.0,0.0,0.0,0.00054987386,-0.010196769,-0.42520764
6978568000,-0.6560499,-1.3718549,-2.3879395,-1.0559281,0.0,-0.00023391545,-0.025410885,-1.1217481,0.016713385,-0.23369204,1.4269589,0.0,0.0,0.0,0.00072815584,-0.010181314,-0.42724535
6978672000,-0.6560499,-1.3718549,-2.3879395,-1.055751,0.0,-0.0012836187,-0.024789827,-1.0218514,0.0073385825,-0.2198486,1.3871663,0.0,0.0,0.0,0.00032119712,-0.009622395,-0.4292742
6978776000,-0.6560499,-1.3718549,-2.3879395,-1.049444,0.0,-0.0022353053,-0.023868209,-0.932312,0.008364116,-0.21734452,1.3572688,0.0,0.0,0.0,0.00036742724,-0.009547727,-0.43079856
6978872000,-0.6560499,-1.3718549,-2.3879395,-1.0489066,0.0,-0.0029164404,-0.022877734,-0.8572582,0.0018788675,-0.21804565,1.3005121,0.0,0.0,0.0,8.309302e-05,-0.0096430825,-0.43369234
6978968000,-0.6560499,-1.3718549,-2.3879395,-1.0472273,0.0,-0.0033163219,-0.021834712,-0.78920877,0.008440036,-0.2108773,1.293424,0.0,0.0,0.0,0.00037357735,-0.009333963,-0.43405372
6979072000,-0.6560499,-1.3718549,-2.3879395,-1.0474595,0.0,-0.003837493,-0.020549566,-0.7228123,0.005036316,-0.2093576,1.2692951,0.0,0.0,0.0,0.00022351292,-0.0092913415,-0.43528396
6979176000,-0.6560499,-1.3718549,-2.3879395,-1.0482687,0.0,-0.0045318217,-0.019149017,-0.66304445,-0.010064265,-0.19987155,1.244944,0.0,0.0,0.0,-0.0004480361,-0.008897785,-0.43652552
6979272000,-0.6560499,-1.3718549,-2.3879395,-1.0485432,0.0,-0.0051487447,-0.017984819,-0.61336124,-0.012537897,-0.19077778,1.220072,0.0,0.0,0.0,-0.0005596783,-0.008516116,-0.43779364
6979368000,-0.6560499,-1.3718549,-2.3879395,-1.0484141,0.0,-0.0057225195,-0.016864108,-0.5679524,-0.021339335,-0.18064551,1.2129903,0.0,0.0,0.0,-0.00095352315,-0.008071932,-0.4381547
6979472000,-0.6560499,-1.3718549,-2.3879395,-1.0483042,0.0,-0.0063697933,-0.0154733,-0.5232731,-0.022037903,-0.18982373,1.2014674,0.0,0.0,0.0,-0.0009858828,-0.008491912,-0.43874222
6979568000,-0.6560499,-1.3718549,-2.3879395,-1.0481069,0.0,-0.0068317917,-0.014423937,-0.48581254,-0.023175718,-0.1837954,1.163882,0.0,0.0,0.0,-0.0010416319,-0.00826068,-0.44065854
6979672000,-0.6560499,-1.3718549,-2.3879395,-1.047983,0.0,-0.0073179123,-0.013671172,-0.4488697,-0.01785471,-0.19451435,1.1725802,0.0,0.0,0.0,-0.00080159586,-0.008732816,-0.44021505
6979768000,-0.6560499,-1.3718549,-2.3879395,-1.047496,0.0,-0.0076509775,-0.013341164,-0.41766262,-0.025969312,-0.17942272,1.1592445,0.0,0.0,0.0,-0.0011675216,-0.008066441,-0.440895
6979872000,-0.6560499,-1.3718549,-2.3879395,-1.0473968,0.0,-0.008104255,-0.012783301,-0.3866899,-0.041363563,-0.18221638,1.1642916,0.0,0.0,0.0,-0.0018583938,-0.008186668,-0.44063765
6979968000,-0.6560499,-1.3718549,-2.3879395,-1.0474454,0.0,-0.008525201,-0.012257939,-0.36063266,-0.030300958,-0.17902583,1.1598796,0.0,0.0,0.0,-0.0013621988,-0.00804822,-0.4408626
6980072000,-0.6560499,-1.3718549,-2.3879395,-1.0472796,0.0,-0.008968514,-0.0114732385,-0.33519006,-0.033342965,-0.18877423,1.1500609,0.0,0.0,0.0,-0.0015010174,-0.008498146,-0.44136322
6980168000,-0.6560499,-1.3718549,-2.3879395,-1.0472356,0.0,-0.009306901,-0.0107202465,-0.31418204,-0.02735005,-0.19186409,1.1378639,0.0,0.0,0.0,-0.001232805,-0.008648284,-0.4419851
6980272000,-0.6560499,-1.3718549,-2.3879395,-1.0470289,0.0,-0.009690419,-0.010272575,-0.2926793,-0.050215516,-0.18488936,1.1211979,0.0,0.0,0.0,-0.0022676352,-0.008349244,-0.44283482
6980368000,nan,nan,nan,-1.0470601,0.0,0.0,0.0,-0.0,-0.02345079,-0.16201448,1.4822313,0.0,0.0,0.0,-0.00093456206,-0.0064566093,-0.39073676
6980472000,nan,nan,nan,-1.0467396,0.0,0.0,0.0,-0.0,-0.02401606,-0.16367729,0.960513,0.0,0.0,0.0,-0.0010175065,-0.006934638,-0.41545275
6980568000,-0.65604997,-1.3469121,-2.1252594,-1.0468768,0.0,-0.009342802,0.014051574,-0.0017542839,-0.056387454,-0.12319087,0.5509896,0.0,0.0,0.0,-0.0025042123,-0.005471006,-0.4356383
6980672000,-0.65604997,-1.3469121,-2.1302338,-1.0476422,0.0,-0.008765402,0.013738101,-0.016702414,-0.050106708,-0.12787138,0.31923133,0.0,0.0,0.0,-0.002279249,-0.005816601,-0.44622028
6980768000,-0.65604997,-1.3385979,-2.1396332,-1.0487485,0.0,-0.008288115,0.020911848,-0.03662014,-0.051585205,-0.11617331,0.20316213,0.0,0.0,0.0,-0.002371934,-0.005341753,-0.450785
6980872000,-0.65604997,-1.3219693,-2.156128,-1.0499927,0.0,-0.0074397116,0.03687959,-0.063856125,-0.052851867,-0.07928413,0.11302602,0.0,0.0,0.0,-0.0024446866,-0.0036673227,-0.45386872
6980968000,-0.65604997,-1.2803979,-2.198822,-1.051425,0.0,-0.006563619,0.076058365,-0.11358309,-0.04578375,0.021592893,-0.01316458,0.0,0.0,0.0,-0.0021381723,0.0010084215,-0.45850426
6981072000,-0.65604997,-1.2305123,-2.2392273,-1.0517545,0.0,-0.006129876,0.1224025,-0.15736961,-0.04258534,0.14751717,-0.048718154,0.0,0.0,0.0,-0.0019913975,0.006898274,-0.45858052
6981168000,-0.65604997,-1.1390553,-2.3128204,-1.0495001,0.0,-0.006047657,0.20683187,-0.22895908,-0.047058042,0.38355967,-0.17474896,0.0,0.0,0.0,-0.0022214681,0.018106693,-0.46295312
6981272000,-0.65604997,-1.0559126,-2.367569,-1.0494443,0.0,-0.006395331,0.28136873,-0.27749515,-0.066933095,0.53605425,-0.18127462,0.0,0.0,0.0,-0.0031516408,0.025240885,-0.46176833
6981368000,-0.65605,-0.8979414,-2.453064,-1.0496262,0.0,-0.0068893223,0.42406413,-0.35206604,-0.05977485,0.90264773,-0.28448808,0.0,0.0,0.0,-0.0028353864,0.042816587,-0.4651733
6981472000,-0.65605,-0.764913,-2.510315,-1.0501904,0.0,-0.0074602664,0.53691125,-0.38940692,-0.06387339,1.1494524,-0.22336262,0.0,0.0,0.0,-0.0030026047,0.054034263,-0.46100155
6981568000,-0.65605,-0.5404277,-2.5962677,-1.051288,0.0,-0.007895538,0.7310524,-0.44989753,-0.07858164,1.6112628,-0.25298953,0.0,0.0,0.0,-0.0036939224,0.07574136,-0.46098673
6981672000,-0.6560501,-0.37414226,-2.6545105,-1.0517159,0.0,-0.008155274,0.85957986,-0.47314978,-0.07277935,1.826501,-0.1467231,0.0,0.0,0.0,-0.0033758362,0.084721394,-0.45487717
6981768000,-0.6560501,-0.09977127,-2.7410583,-1.051793,0.0,-0.008128887,1.0836508,-0.5207894,-0.06546395,2.3267927,-0.17295209,0.0,0.0,0.0,-0.0030375565,0.10796422,-0.45503312
6981872000,-0.6560501,0.091456994,-2.7981873,-1.0484507,0.0,-0.007927475,1.2113622,-0.53014255,-0.07336546,2.4967535,-0.036654316,0.0,0.0,0.0,-0.0033488595,0.113967486,-0.4476365
6981968000,-0.6560501,0.3824565,-2.8839264,-1.0486311,0.0,-0.007852164,1.4238257,-0.5666857,-0.0838664,2.89166,-0.03603123,0.0,0.0,0.0,-0.0038176053,0.1316286,-0.44639963
6982072000,-0.65605,0.58199906,-2.941269,-1.0492753,0.0,-0.008225319,1.5326054,-0.5672908,-0.08731129,2.989334,0.07662098,0.0,0.0,0.0,-0.0039207083,0.13423586,-0.4403674
6982168000,-0.65605,0.88131285,-3.0272217,-1.0509892,0.0,-0.008588791,1.7278199,-0.5976143,-0.102677725,3.3534582,0.029268276,0.0,0.0,0.0,-0.0046244394,0.15103436,-0.4416756
6982272000,-0.65604997,1.0808554,-3.0845642,-1.0521648,0.0,-0.009708991,1.8071727,-0.5922718,-0.1072606,3.3410275,0.15186392,0.0,0.0,0.0,-0.0047583925,0.1482177,-0.43505174
6982368000,-0.6560499,1.3801692,-3.1704407,-1.0531827,0.0,-0.010968261,1.9758717,-0.61777425,-0.10540243,3.6262755,0.12322325,0.0,0.0,0.0,-0.0046792766,0.16098627,-0.43536025
6982472000,-0.6560499,1.5797117,-3.227707,-1.0533065,0.0,-0.0130337505,2.0248754,-0.6072297,-0.11948577,3.5596979,0.23858592,0.0,0.0,0.0,-0.0052283984,0.15576346,-0.42911437
6982576000,-0.65604985,1.8873398,-3.3141327,-1.0533154,0.0,-0.015058356,2.1614754,-0.6239631,-0.11524588,3.7464976,0.22445145,0.0,0.0,0.0,-0.005038177,0.16378474,-0.4287152
6982672000,-0.6560498,2.0868824,-3.3713531,-1.0534929,0.0,-0.018528413,2.1948762,-0.6151676,-0.15303072,3.6646001,0.29676437,0.0,0.0,0.0,-0.0066257794,0.15866639,-0.42459884
6982776000,-0.65604967,2.3861961,-3.4576874,-1.0547621,0.0,-0.02281222,2.2978792,-0.6281645,-0.16731767,3.797172,0.26910603,0.0,0.0,0.0,-0.0072499514,0.16453321,-0.42492673
6982872000,-0.6560496,2.5857387,-3.5149841,-1.0563104,0.0,-0.027164713,2.3101802,-0.6168101,-0.18123133,3.701068,0.31496862,0.0,0.0,0.0,-0.0078022014,0.15933491,-0.42218673
6982976000,-0.6560495,2.8850524,-3.6010132,-1.0589575,0.0,-0.032526817,2.3934124,-0.6283746,-0.19889297,3.7898197,0.28933433,0.0,0.0,0.0,-0.008566925,0.16323906,-0.4224024
6983072000,-0.65604943,3.0929093,-3.6585693,-1.060452,0.0,-0.037283663,2.3976536,-0.61680555,-0.22398564,3.6938841,0.3430263,0.0,0.0,0.0,-0.009575456,0.1579147,-0.41923743
6983176000,-0.65604925,3.3922231,-3.744461,-1.0615802,0.0,-0.043177698,2.4657948,-0.62628174,-0.23933494,3.7867367,0.29991087,0.0,0.0,0.0,-0.010259523,0.1623253,-0.4203797
6983272000,-0.6560492,3.5917656,-3.8018646,-1.0617169,0.0,-0.046627883,2.4502847,-0.61364436,-0.24939798,3.6553876,0.34649363,0.0,0.0,0.0,-0.01062108,0.15567152,-0.41763458
6983376000,-0.656049,3.8910794,-3.887741,-1.0617265,0.0,-0.048650336,2.507559,-0.62472486,-0.25524294,3.7357826,0.27154085,0.0,0.0,0.0,-0.010943096,0.16016518,-0.42044303
6983472000,-0.6560489,4.090622,-3.9450073,-1.0619029,0.0,-0.05185822,2.482603,-0.6116979,-0.27721786,3.6168249,0.3227305,0.0,0.0,0.0,-0.011805381,0.15402326,-0.41761824
6983568000,-0.6560487,4.389936,-4.03096,-1.0631816,0.0,-0.05443922,2.5494227,-0.628114,-0.28037494,3.753904,0.22227448,0.0,0.0,0.0,-0.01205546,0.161409,-0.42166284
6983672000,-0.6560486,4.5894785,-4.0882416,-1.0650841,0.0,-0.05759416,2.5007713,-0.60947347,-0.3037136,3.5567124,0.29959813,0.0,0.0,0.0,-0.012937254,0.15150489,-0.41773283
6983776000,-0.6560484,4.897106,-4.1742096,-1.0690662,0.0,-0.060103018,2.5528533,-0.62042403,-0.31057844,3.6646075,0.2204876,0.0,0.0,0.0,-0.013328932,0.15727206,-0.42086655
6983872000,-0.65604824,5.0966487,-4.2315826,-1.0720057,0.0,-0.061939407,2.518813,-0.608583,-0.31793237,3.5194843,0.25065362,0.0,0.0,0.0,-0.013591463,0.15045634,-0.41922963
6983968000,-0.6560481,5.296191,-4.288971,-1.0747758,0.0,-0.06286408,2.483316,-0.59771466,-0.3238245,3.3849866,0.2883811,0.0,0.0,0.0,-0.013777077,0.14401387,-0.4172231
6984072000,-0.6560479,5.595505,-4.375641,-1.0779456,0.0,-0.062239233,2.5219216,-0.61013913,-0.32499093,3.4610646,0.22311814,0.0,0.0,0.0,-0.013912165,0.14816074,-0.4198017
6984176000,-0.65604764,5.8948193,-4.46167,-1.0792451,0.0,-0.060134444,2.5589318,-0.6213114,-0.31788927,3.535269,0.17202924,0.0,0.0,0.0,-0.013670636,0.15203209,-0.421729
6984272000,-0.65604746,6.094362,-4.518936,-1.0794259,0.0,-0.05766149,2.51863,-0.60963297,-0.3209251,3.3805401,0.20723887,0.0,0.0,0.0,-0.013743852,0.14477412,-0.41997704
6984368000,-0.6560473,6.3022184,-4.576355,-1.0794334,0.0,-0.05487183,2.4849064,-0.59818554,-0.30902869,3.260332,0.23045462,0.0,0.0,0.0,-0.013197571,0.13923776,-0.4188088
6984472000,-0.65604705,6.601532,-4.662323,-1.0852168,0.0,-0.051426236,2.519078,-0.6110573,-0.3111501,3.3507707,0.1673006,0.0,0.0,0.0,-0.013369464,0.14397557,-0.4213711
6984576000,-0.65604675,6.900846,-4.7482452,-1.0853983,0.0,-0.047717337,2.5533645,-0.62580824,-0.29957795,3.4219506,0.10550976,0.0,0.0,0.0,-0.012948172,0.14790143,-0.42385694
6984672000,-0.65604657,7.1003885,-4.805542,-1.0860604,0.0,-0.044061154,2.5094218,-0.61574316,-0.28945714,3.2793186,0.14204633,0.0,0.0,0.0,-0.012459409,0.14115518,-0.4221179
6984768000,-0.6560463,7.3997025,-4.891464,-1.0886191,0.0,-0.040387418,2.5606527,-0.6356416,-0.29374257,3.4189935,0.04978659,0.0,0.0,0.0,-0.012761663,0.14853837,-0.4260506
6984872000,-0.65604603,7.599245,-4.9487305,-1.0913233,0.0,-0.036910113,2.4974623,-0.6192889,-0.28991547,3.2104235,0.1395296,0.0,0.0,0.0,-0.0124738915,0.13813156,-0.4219408
6984968000,-0.65604573,7.8985586,-5.034607,-1.0961041,0.0,-0.03393348,2.548648,-0.63718224,-0.28570586,3.3328354,0.07152832,0.0,0.0,0.0,-0.012374046,0.14434658,-0.42473018
6985072000,-0.6560455,8.098102,-5.0920258,-1.0993168,0.0,-0.0297405,2.4836867,-0.61979055,-0.26752922,3.1209774,0.12735468,0.0,0.0,0.0,-0.01151998,0.1343913,-0.42228055
