timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6971440000,6971440000,0.86460036,-0.006660589,-0.0030849145,-0.5024066,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6971940000,6971940000,0.8647248,-0.0065274425,-0.0031879495,-0.50219357,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6972440000,6972440000,0.8648152,-0.0066841096,-0.003247705,-0.5020354,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6972940000,6972940000,0.8649135,-0.006698378,-0.003221899,-0.50186604,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6973440000,6973440000,0.86492765,-0.0068103014,-0.0031936518,-0.5018403,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6973940000,6973940000,0.86492276,-0.0068512405,-0.003351617,-0.50184715,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6974440000,6974440000,0.8649128,-0.0065188915,-0.0034224845,-0.5018681,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6974940000,6974940000,0.8649934,-0.006786327,-0.0031484002,-0.5017275,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6975440000,6975440000,0.86503315,-0.0067877383,-0.0031935452,-0.5016586,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6975940000,6975940000,0.8649351,-0.0067687123,-0.0034034653,-0.5018265,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6976440000,6976440000,0.8650521,-0.006633882,-0.0035205276,-0.5016258,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
6976940000,6976940000,0.86497873,-0.0062775724,-0.0030828356,-0.50175995,0.9999869,-3.1766498e-10,7.4603206e-11,0.005115752,4
