timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
6970976000,6970976000,-0.017477117,0.0017978043,0.00095584185
6970980000,6970980000,-0.008489468,0.0022309106,-0.00026892265
6970988000,6970988000,-8.129061e-05,-0.0006255811,0.0014648278
6970996000,6970996000,-0.0035349228,0.0014088074,-0.0017699759
6971008000,6971008000,0.012026702,0.00039237062,0.0011966537
6971016000,6971016000,0.0143923145,-0.0003449966,-0.0004968648
6971028000,6971028000,-0.0073401406,9.434717e-05,-0.0029244616
6971036000,6971036000,0.0022824127,-0.00076905,-0.003145933
6971048000,6971048000,0.012559183,0.000115596806,0.005324802
6971056000,6971056000,-0.006898378,0.00020582578,-0.00073281827
6971068000,6971068000,-0.003933992,-0.00062236335,-0.0010663742
6971076000,6971076000,-0.00063695456,0.0021336079,0.0011822141
6971088000,6971088000,0.012750199,-0.0033519245,-0.003120206
6971096000,6971096000,-0.0038653002,0.0009087492,-0.0009603407
6971108000,6971108000,-0.006735139,0.0024396041,0.0034234712
6971116000,6971116000,-0.009546195,0.0003032998,0.006551775
6971128000,6971128000,0.006351995,0.00024818472,0.004879503
6971136000,6971136000,-0.013137754,0.001696644,2.7600036e-06
6971148000,6971148000,0.013473644,-0.0004359603,-0.0025136273
6971156000,6971156000,-0.0065715606,0.00077355327,-0.0025334568
6971168000,6971168000,0.005461067,0.005629597,0.0008262943
6971176000,6971176000,0.01649765,-0.001854363,0.0023454616
6971188000,6971188000,-0.011277628,0.0010203451,0.0018995779
6971196000,6971196000,-0.008190974,0.002661854,0.0065130666
6971208000,6971208000,-0.0055200877,0.0007382436,0.00019398145
6971212000,6971212000,0.0024162675,0.0011316194,-0.0006878823
6971224000,6971224000,-0.0069577936,-0.0033006212,-0.0013767021
6971236000,6971236000,0.0054687597,0.00016600714,-0.0006685059
6971248000,6971248000,-0.005327051,0.0038969973,-0.0005030923
6971256000,6971256000,-0.004663631,-0.0028923717,3.5749457e-05
6971268000,6971268000,0.021319155,0.0010184492,0.0024305242
6971276000,6971276000,-0.003320456,0.0024523782,0.004169668
6971288000,6971288000,-0.0008989137,-0.0022869124,-0.00073190744
6971296000,6971296000,0.0034544352,-0.0038448917,-0.00063406496
6971308000,6971308000,-0.01187901,0.006497529,-7.9697114e-05
6971316000,6971316000,-0.00921735,0.00029269553,-0.0042988993
6971324000,6971324000,0.01104095,-0.00027593508,-0.00088584004
6971332000,6971332000,-0.003938592,0.00011093705,-0.002734871
6971348000,6971348000,0.015190152,-0.0046140645,0.0022378413
6971352000,6971352000,0.017782385,-0.0036979327,0.003667789
6971364000,6971364000,-0.0054075136,0.000915074,0.0018501002
6971376000,6971376000,0.0012569325,0.00081603625,0.00032916229
6971384000,6971384000,-0.00052568153,0.0044267145,0.0023487816
6971392000,6971392000,0.0003818827,-0.0041223685,-0.0001254394
6971404000,6971404000,-0.006442991,-0.0022297218,0.0004106536
6971412000,6971412000,-0.0016160331,-0.00026968314,0.0033032955
6971428000,6971428000,0.01680562,0.0005404465,-0.0011467645
6971432000,6971432000,0.0080845235,0.000610207,-0.0050894134
6971448000,6971448000,0.010940243,0.0032743746,0.0038600648
6971456000,6971456000,0.005935614,0.0008513449,7.881055e-06
6971468000,6971468000,-6.250909e-05,0.001537554,0.0021650738
6971472000,6971472000,-8.0450554e-05,0.00052352506,0.004818945
6971488000,6971488000,0.0074914433,-0.00025896236,0.001215757
6971496000,6971496000,-0.005220513,0.0001698333,0.00025993842
6971508000,6971508000,-0.003631426,0.0030781683,-0.0023243371
6971512000,6971512000,-0.005028364,-0.001190788,-0.001775743
6971528000,6971528000,0.010513606,-7.6178345e-05,0.009439593
6971532000,6971532000,0.011347728,0.0023110486,0.0017432314
6971544000,6971544000,0.0046184063,0.0021590106,-0.0027158537
6971556000,6971556000,-0.00078201364,0.004210612,0.004879055
6971568000,6971568000,0.0014738174,8.888144e-05,0.0018049397
6971572000,6971572000,-0.010762268,0.0023277483,0.0057945005
6971584000,6971584000,0.014086786,-0.0030523431,-0.0014735912
6971596000,6971596000,-0.00395177,-0.0015610692,-0.0007022138
6971608000,6971608000,-0.0005972652,-0.0015582883,0.006507587
6971616000,6971616000,0.010914896,-0.0032687124,0.0016793788
6971628000,6971628000,-0.011838081,-0.005129847,0.0020930138
6971632000,6971632000,-0.009288742,-0.0062790643,0.001994941
6971648000,6971648000,0.00050802756,0.00016370454,0.0018762015
6971656000,6971656000,0.008231809,0.0014222553,-0.002549145
6971664000,6971664000,-0.00010556774,5.2409043e-05,-0.0065770475
6971676000,6971676000,-0.0074881027,0.0018211718,0.001704033
6971688000,6971688000,0.010087442,-0.0001665841,-0.0050894483
6971696000,6971696000,-0.006563974,0.0016557988,0.0017559647
6971708000,6971708000,0.017196143,0.0018862026,-0.0017664132
6971716000,6971716000,-0.009204186,0.0036122606,-0.001843997
6971728000,6971728000,0.004689122,-0.0011961842,0.0031709408
6971736000,6971736000,0.0072388942,-0.0022427891,0.005788018
6971748000,6971748000,-0.00046383298,-0.0017183434,0.0051434725
6971756000,6971756000,0.007366167,-0.0015379377,0.0025173023
6971768000,6971768000,7.318723e-05,0.0038312108,0.0034717938
6971776000,6971776000,0.004098664,0.0015756572,0.0038557851
6971788000,6971788000,-0.002312969,0.002535472,-0.0029926093
6971796000,6971796000,0.0057667694,-0.0018243198,-0.00035804682
6971808000,6971808000,-0.00811392,0.0002952111,0.00024875373
6971816000,6971816000,0.0035067163,-0.0007560822,0.00047989716
6971828000,6971828000,0.013777781,-0.0031606674,-0.0043110196
6971836000,6971836000,-0.003162284,7.49054e-05,-0.0038932415
6971848000,6971848000,0.0060970187,0.0015429149,0.0029559194
6971852000,6971852000,0.0039347443,0.0009327029,0.0024350563
6971864000,6971864000,0.013757097,0.00038118922,-0.0024803341
6971872000,6971872000,-0.0072740773,0.0011207776,-0.005132571
6971888000,6971888000,0.0038607386,0.004877933,0.0060523413
6971896000,6971896000,0.0018430273,-0.0017487858,0.0029814793
6971908000,6971908000,-0.0035479064,-0.00033701427,-0.0015011859
6971916000,6971916000,-0.001986576,-0.002070969,-0.0051770676
6971928000,6971928000,-0.010396219,-0.0014541645,-0.0030322901
6971936000,6971936000,0.010200211,0.00027570082,-0.0036481824
6971948000,6971948000,-0.0060331956,0.0011757441,-0.0020540645
6971956000,6971956000,0.0070492076,0.00065542443,-0.0013509984
6971968000,6971968000,-0.0032751425,-0.0017502725,0.00070048054
6971976000,6971976000,-0.002006891,0.002212294,0.0002181331
6971988000,6971988000,0.00056937174,0.0060683587,0.0019782698
6971996000,6971996000,0.0087518,0.0018067172,-0.0019065572
6972008000,6972008000,-0.004110407,-0.0005458036,0.004980688
6972016000,6972016000,0.0060327137,0.0030055884,-0.004426899
6972028000,6972028000,-0.0048943413,-0.0018933566,-0.0031003528
6972036000,6972036000,0.0050695315,-0.00056964153,0.002048022
6972048000,6972048000,0.010009336,-0.004152146,-0.0019611397
6972056000,6972056000,-0.012257289,-0.0022827566,-0.00266292
6972068000,6972068000,-0.0018043073,0.0016367693,0.0060359365
6972076000,6972076000,-0.005196606,0.00080339937,-0.0024757092
6972088000,6972088000,-0.0025315995,-0.0035895081,-0.0014671417
6972096000,6972096000,0.0048726806,-0.002116767,-0.00045794024
