timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
6971648000,6971648000,197388,0.118550986,0.15450221,0.49053866,13.515131,0
6972640000,6972640000,197388,0.124848634,0.15991567,0.48733643,13.515131,0
6973652000,6973652000,197388,0.11830923,0.1571424,0.4908219,13.515131,0
6974648000,6974648000,197388,0.124071054,0.16313188,0.49106935,13.515131,0
6975640000,6975640000,197388,0.12190622,0.15494499,0.49061787,13.515131,0
6976652000,6976652000,197388,0.123423755,0.15850729,0.48930198,13.515131,0
6977648000,6977648000,197388,0.12053997,0.16307668,0.48491952,13.513941,0
6978644000,6978644000,197388,0.12063939,0.16085984,0.4885853,13.505671,0
6979648000,6979648000,197388,0.11252753,0.15840913,0.4901048,13.501947,0
6980648000,6980648000,197388,0.121743895,0.1501638,0.48813698,13.500727,0
6981644000,6981644000,197388,0.053201202,0.18865974,0.48440838,13.500269,0
6982648000,6982648000,197388,-0.028886039,0.22585912,0.47057268,13.496576,0
6983648000,6983648000,197388,-0.030267753,0.2263896,0.48070088,13.491755,0
6984652000,6984652000,197388,-0.023230076,0.22012135,0.4828652,13.487055,0
6985652000,6985652000,197388,-0.02296709,0.2217186,0.4827908,13.482325,0
6986644000,6986644000,197388,-0.02714312,0.22451252,0.47652698,13.477686,0
6987644000,6987644000,197388,-0.03378421,0.21892758,0.47737744,13.472925,0
6988648000,6988648000,197388,-0.032192726,0.22651197,0.48403168,13.468439,0
6989648000,6989648000,197388,-0.042633504,0.2166039,0.4710859,13.463861,0
6990656000,6990656000,197388,-0.03657833,0.21657503,0.47425142,13.459284,0
6991652000,6991652000,197388,-0.04554287,0.22003439,0.46972907,13.454554,0
6992648000,6992648000,197388,-0.044917338,0.21256404,0.48042294,13.449976,0
6993656000,6993656000,197388,-0.05007054,0.2205508,0.47714347,13.445368,0
6994652000,6994652000,197388,-0.05268301,0.21883005,0.48096877,13.440699,0
6995648000,6995648000,197388,0.021394914,0.18860762,0.4896151,13.436335,0
6996640000,6996640000,197388,0.09407449,0.16990083,0.4916042,13.433649,0
6997648000,6997648000,197388,0.08604492,0.17801805,0.48446715,13.432764,0
6998648000,6998648000,197388,0.08164522,0.18241645,0.47658038,13.432795,0
6999644000,6999644000,197388,0.07623201,0.1840759,0.48182085,13.433069,0
7000652000,7000652000,197388,0.07623385,0.18424164,0.4898315,13.433252,0
7001648000,7001648000,197388,0.07220376,0.17747971,0.48827812,13.433344,0
7002644000,7002644000,197388,0.08514256,0.18064629,0.49208102,13.433466,0
7003652000,7003652000,197388,0.07855741,0.17994462,0.4884435,13.433527,0
7004648000,7004648000,197388,0.07882667,0.17598744,0.49208638,13.433527,0
7005640000,7005640000,197388,0.07903126,0.17733996,0.48906773,13.433588,0
7006652000,7006652000,197388,0.08026399,0.17825143,0.49719825,13.43371,0
7007644000,7007644000,197388,0.08021128,0.17503051,0.49241588,13.433863,0
7008644000,7008644000,197388,0.08618913,0.17583661,0.48676553,13.433924,0
7009648000,7009648000,197388,0.071930565,0.17884214,0.48023304,13.433771,0
7010644000,7010644000,197388,0.085483916,0.17701615,0.4918802,13.43371,0
7011644000,7011644000,197388,0.07601767,0.18185675,0.4830519,13.433741,0
7012652000,7012652000,197388,0.08172055,0.1787119,0.48680228,13.43368,0
7013644000,7013644000,197388,0.07662069,0.18384589,0.48680356,13.433893,0
7014640000,7014640000,197388,0.11173258,0.263341,0.43734333,13.434015,0
7015648000,7015648000,197388,0.123602815,0.32113665,0.39251795,13.433466,0
7016644000,7016644000,197388,0.11825197,0.3165125,0.40467378,13.432978,0
7017640000,7017640000,197388,0.109139375,0.32046625,0.40660524,13.432795,0
7018648000,7018648000,197388,0.100822866,0.3134086,0.40744978,13.432703,0
7019648000,7019648000,197388,0.08847023,0.31815055,0.40954435,13.432489,0
7020640000,7020640000,197388,0.06642005,0.2555825,0.45893455,13.432337,0
7021652000,7021652000,197388,0.045150828,0.16870256,0.49748078,13.43252,0
7022648000,7022648000,197388,0.04780803,0.17519434,0.4920105,13.432611,0
7023644000,7023644000,197388,0.038186155,0.18531369,0.4958842,13.432886,0
7024640000,7024640000,197388,0.14061047,0.12545425,0.49268833,13.43429,0
7025648000,7025648000,197388,0.20834583,0.1188189,0.47068945,13.437616,0
7026644000,7026644000,197388,0.207748,0.12241017,0.47122154,13.442133,0
7027652000,7027652000,197388,0.2040946,0.124102496,0.47929963,13.447382,0
7028644000,7028644000,197388,0.20608114,0.123853,0.47375852,13.4526615,0
7029640000,7029640000,197388,0.20720659,0.11700554,0.47682303,13.457941,0
7030652000,7030652000,197388,0.2059001,0.10922046,0.47455218,13.462946,0
7031648000,7031648000,197388,0.20891067,0.09929306,0.47739828,13.467615,0
7032656000,7032656000,197388,0.20563076,0.09289059,0.48017976,13.472376,0
7033652000,7033652000,197388,0.2100228,0.08520881,0.4760757,13.477259,0
7034648000,7034648000,197388,0.2158359,0.07961672,0.46698606,13.48205,0
7035644000,7035644000,197388,0.21965033,0.076241605,0.4693313,13.486872,0
7036652000,7036652000,197388,0.22093731,0.0702431,0.46585318,13.491602,0
7037648000,7037648000,197388,0.22232684,0.062898,0.47432646,13.49618,0
7038644000,7038644000,197388,0.13463853,0.11028527,0.49661562,13.501093,0
7039648000,7039648000,197388,0.09271274,0.17789365,0.4852086,13.504236,0
7040648000,7040648000,197388,0.106986955,0.17422515,0.48703933,13.504358,0
7041656000,7041656000,197388,0.114906326,0.1519523,0.49401045,13.505701,0
7042640000,7042640000,197388,0.10903501,0.15186387,0.48232013,13.50979,0
7043648000,7043648000,197388,0.1159658,0.15823501,0.48679027,13.51388,0
7044644000,7044644000,197388,0.116793804,0.15899132,0.48480335,13.515131,0
7045652000,7045652000,197388,0.11964028,0.16337536,0.48566815,13.515131,0
7046648000,7046648000,197388,0.12138165,0.16537115,0.48863527,13.515131,0
7047644000,7047644000,197388,0.11449846,0.15703179,0.49258074,13.515131,0
7048652000,7048652000,197388,0.11826848,0.15731137,0.48558322,13.515131,0
