timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
6971276000,6971196000,0.009168891,0.018943582,0.022153083,-0.00057578087,-0.0062270164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04701233,0.0,0.0,nan,0.0,0.0,-0.0029234886,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6971772000,6971692000,0.00016248127,0.00080268516,-0.002515838,-0.0006405711,0.0021101236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071258545,0.0,0.0,nan,0.0,0.0,-0.019818664,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6972276000,6972196000,0.00022842825,0.000768928,-0.02033696,-0.012081087,0.0020967722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020614624,0.0,0.0,nan,0.0,0.0,-0.014839649,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6972780000,6972700000,-0.0011066518,-0.0009325126,0.012599701,-0.00087696314,-0.0063591003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13908386,0.0,0.0,nan,0.0,0.0,-0.00050389767,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6973276000,6973196000,-0.007864963,-0.00036743854,0.01104624,-0.011784852,-0.0067129135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014984131,0.0,0.0,nan,0.0,0.0,-0.03429067,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6973780000,6973700000,0.01093884,-0.0019888144,-0.011101844,-0.011934698,0.0015267134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070877075,0.0,0.0,nan,0.0,0.0,-0.0059450865,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6974276000,6974196000,-0.013055511,-0.000969652,-0.007821539,-0.012166142,0.001547575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008666992,0.0,0.0,nan,0.0,0.0,-0.008636594,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6974780000,6974700000,0.0027617428,0.0015065796,-0.013500044,-0.0006571412,0.0018615723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039154053,0.0,0.0,nan,0.0,0.0,-0.0037195683,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6975276000,6975196000,-0.00014343028,0.011217543,0.012800621,-0.0007773042,0.01009202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019973755,0.0,0.0,nan,0.0,0.0,0.029046416,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
6975772000,6975692000,0.008565359,-0.008057481,-0.03880755,-0.0008856654,0.0017591715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013656616,0.0,0.0,nan,0.0,0.0,-0.011702657,0.0060950518,-0.0016153306,-0.0009840429,0.0,0.0,0.0,0.0,0.0,0.0
