timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
6971220000,400000.0,1.0,2192.2312,0.0,288153,0,460.15936,73973,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6972224000,400000.0,1.0,2315.737,0.0,288194,0,508.96417,73984,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6973224000,400000.0,1.0,2205.1794,0.0,288236,0,508.96417,73995,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6974232000,400000.0,1.0,2214.1436,0.0,288279,0,460.15936,74005,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6975236000,400000.0,1.0,2192.2312,0.0,288320,0,508.96417,74016,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6976236000,400000.0,1.0,2205.1794,0.0,288362,0,508.96417,74027,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6977240000,400000.0,1.0,2217.1316,0.0,288404,0,460.15936,74037,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6978248000,400000.0,1.0,2192.2312,0.0,288445,0,508.96417,74048,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6979248000,400000.0,1.0,2205.1794,0.0,288487,0,460.15936,74059,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6980252000,400000.0,1.0,2192.2312,0.0,288528,0,508.96417,74069,0,0,0,0,0.0,0,10,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
