timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
6971176000,6971176000,1310996,1310996,9.1210866e-05,4.9217642e-06,1.16530655e-05,-0.00043053116,0.00041536707,-0.041749872,4000,4000,0,2,0
6971676000,6971676000,1310996,1310996,-0.00010646485,3.4461898e-06,-1.8178465e-05,-0.000539273,0.0005821512,-0.036376048,4000,4000,0,2,0
6972176000,6972176000,1310996,1310996,-8.064866e-05,9.041335e-06,-1.012476e-05,-0.0005852086,0.00036503928,-0.04088033,4000,4000,0,2,0
6972672000,6972672000,1310996,1310996,8.864418e-05,-2.1644382e-05,-7.07142e-06,-0.0005508288,0.00034805865,-0.041202556,4000,4000,0,2,0
6973176000,6973176000,1310996,1310996,1.496499e-05,-6.6887965e-06,-2.0953154e-05,-0.00023162803,1.3968218e-05,-0.038599618,4000,4000,0,2,0
6973676000,6973676000,1310996,1310996,-0.0001921615,2.4235773e-05,4.027615e-06,-0.00058918836,0.0007671308,-0.038688842,4000,4000,0,2,0
6974176000,6974176000,1310996,1310996,-2.468469e-05,2.3952573e-05,-3.524032e-06,-0.0005138755,0.00022918187,-0.03952157,4000,4000,0,2,0
6974676000,6974676000,1310996,1310996,5.5355078e-05,2.3116947e-05,-1.213363e-05,-0.00030410642,0.000356276,-0.038087603,4000,4000,0,2,0
6975176000,6975176000,1310996,1310996,-7.1200166e-06,1.5642305e-05,-6.237357e-06,-0.00017149621,0.00020169465,-0.0412505,4000,4000,0,2,0
6975672000,6975672000,1310996,1310996,-6.540829e-05,3.9975835e-06,7.519127e-06,-0.00062757125,0.00017559675,-0.04092759,4000,4000,0,2,0
6976176000,6976176000,1310996,1310996,-0.0001017659,-1.1945519e-05,1.1214108e-05,-0.000621598,0.00014973475,-0.04212104,4000,4000,0,2,0
6976676000,6976676000,1310996,1310996,1.3109666e-05,1.5112048e-05,-3.1811727e-05,-0.00093739794,0.00015406977,-0.0380305,4000,4000,0,2,0
6977172000,6977172000,1310996,1310996,-0.00064586557,0.00043676666,-0.00029450722,-0.0014579833,0.0018039397,-0.040904798,4000,4000,0,2,0
6977672000,6977672000,1310996,1310996,-0.00018267253,-6.617884e-05,2.9169094e-05,-3.4870194e-05,-0.00049629965,-0.047439247,4000,4000,0,2,0
6978176000,6978176000,1310996,1310996,-0.0001362601,-6.440134e-05,3.0609044e-05,-0.0002430832,0.0005228525,-0.03460685,4000,4000,0,2,0
6978676000,6978676000,1310996,1310996,-0.0006170785,2.9331937e-05,3.1997904e-05,-0.0001177869,0.00029760285,-0.0339216,4000,4000,0,2,0
6979176000,6979176000,1310996,1310996,-3.051027e-06,-2.106276e-05,3.5087935e-05,-3.457855e-05,0.000276316,-0.03640004,4000,4000,0,2,0
6979676000,6979676000,1310996,1310996,3.612208e-05,2.2838797e-06,6.5475347e-06,-0.0001223403,0.0003928731,-0.03787521,4000,4000,0,2,0
6980172000,6980172000,1310996,1310996,1.3002966e-05,-3.0760682e-05,8.746647e-06,-0.00040213665,0.0005673475,-0.03815189,4000,4000,0,2,0
6980676000,6980676000,1310996,1310996,-3.558492e-05,7.5514356e-05,-2.9019448e-05,-0.00043649206,0.0007460749,-0.038366977,4000,4000,0,2,0
6981176000,6981176000,1310996,1310996,0.00016208332,0.0005402313,-1.2682223e-05,-0.00038959022,0.00045825224,-0.041403964,4000,4000,0,2,0
6981676000,6981676000,1310996,1310996,0.00066175667,0.0011079916,-4.9702925e-05,0.0014937839,-0.00028979543,-0.04175497,4000,4000,0,2,0
6982172000,6982172000,1310996,1310996,0.00029977332,0.0004295611,-8.710704e-05,0.0040587494,-0.0018650704,-0.041298658,4000,4000,0,2,0
6982672000,6982672000,1310996,1310996,0.0008401933,0.000116140225,-0.00010128579,0.0069207423,-0.003696786,-0.038280327,4000,4000,0,2,0
6983176000,6983176000,1310996,1310996,-7.6572054e-05,2.5006297e-05,-8.6214786e-05,0.008844781,-0.004010552,-0.03779028,4000,4000,0,2,0
6983672000,6983672000,1310996,1310996,-4.1473024e-05,2.0538964e-05,-2.2962502e-05,0.009882743,-0.004380904,-0.036906198,4000,4000,0,2,0
6984176000,6984176000,1310996,1310996,2.0074736e-05,-9.164609e-05,-4.6509052e-05,0.01019452,-0.0039499635,-0.03719474,4000,4000,0,2,0
6984676000,6984676000,1310996,1310996,-7.952533e-05,-7.4665935e-05,-6.297526e-05,0.010245404,-0.0040819203,-0.03707131,4000,4000,0,2,0
6985176000,6985176000,1310996,1310996,5.1808755e-05,7.990056e-06,-8.060074e-05,0.010121995,-0.003622439,-0.037607506,4000,4000,0,2,0
6985672000,6985672000,1310996,1310996,-2.6816195e-05,-0.00013302393,-2.364607e-05,0.010085457,-0.0039652954,-0.037151895,4000,4000,0,2,0
6986176000,6986176000,1310996,1310996,2.8786793e-05,-1.6061133e-05,-8.0621816e-05,0.010262829,-0.0036362086,-0.03742357,4000,4000,0,2,0
6986676000,6986676000,1310996,1310996,0.000113337504,0.00024036928,-8.974971e-05,0.010482081,-0.0040235315,-0.037672177,4000,4000,0,2,0
6987176000,6987176000,1310996,1310996,6.755667e-06,-4.1199088e-05,-7.488538e-05,0.01033066,-0.0036148718,-0.037501767,4000,4000,0,2,0
6987672000,6987672000,1310996,1310996,-0.00014123406,-0.00022937267,-8.4235304e-05,0.010425882,-0.0037236572,-0.03730515,4000,4000,0,2,0
6988172000,6988172000,1310996,1310996,-1.5592212e-06,-4.6593723e-05,-2.5739984e-05,0.010200731,-0.0032173474,-0.037295066,4000,4000,0,2,0
6988672000,6988672000,1310996,1310996,-0.00077488594,1.4917683e-05,-5.133882e-05,0.010021566,-0.0040463763,-0.04190115,4000,4000,0,2,0
6989176000,6989176000,1310996,1310996,9.34834e-05,2.1326485e-05,-5.312441e-06,0.010261408,-0.0035135767,-0.037148017,4000,4000,0,2,0
6989672000,6989672000,1310996,1310996,7.03145e-05,4.6127367e-05,-0.00010647792,0.010103144,-0.0034553565,-0.03717419,4000,4000,0,2,0
6990176000,6990176000,1310996,1310996,-5.721613e-05,-0.000169915,1.1802652e-05,0.010205658,-0.003290477,-0.036760304,4000,4000,0,2,0
6990676000,6990676000,1310996,1310996,-1.497592e-05,-1.060586e-05,-7.992004e-05,0.010611699,-0.0035409252,-0.037679754,4000,4000,0,2,0
6991176000,6991176000,1310996,1310996,6.840537e-07,4.2598753e-05,-6.939482e-05,0.01037612,-0.00341509,-0.037798528,4000,4000,0,2,0
6991676000,6991676000,1310996,1310996,0.0007921645,4.4527696e-05,-0.00014821072,0.010401507,-0.0033747642,-0.036163133,4000,4000,0,2,0
6992176000,6992176000,1310996,1310996,-1.6472626e-05,2.14024e-05,2.5755324e-05,0.010673812,-0.0027912082,-0.036669765,4000,4000,0,2,0
6992672000,6992672000,1310996,1310996,0.00010773144,9.9280194e-05,-7.150613e-05,0.010204231,-0.00296487,-0.037488017,4000,4000,0,2,0
6993176000,6993176000,1310996,1310996,-7.650256e-06,-5.78594e-06,-1.589224e-05,0.010440604,-0.0026211282,-0.03689191,4000,4000,0,2,0
6993676000,6993676000,1310996,1310996,-3.806332e-05,3.0734842e-05,-3.8906015e-05,0.010384532,-0.0026702115,-0.03718217,4000,4000,0,2,0
6994176000,6994176000,1310996,1310996,-6.440276e-05,4.3016503e-06,-7.461585e-05,0.010750615,-0.0028154198,-0.037382655,4000,4000,0,2,0
6994676000,6994676000,1310996,1310996,-8.672193e-05,-0.000106902335,-6.7246605e-05,0.010720786,-0.0026368056,-0.037513964,4000,4000,0,2,0
6995176000,6995176000,1310996,1310996,-0.0002304066,-0.00059518457,-3.7439822e-05,0.010345968,-0.002620165,-0.036641825,4000,4000,0,2,0
6995676000,6995676000,1310996,1310996,-0.00032948956,-0.0012392544,-1.7185443e-05,0.008735409,-0.0020443182,-0.03645979,4000,4000,0,2,0
