timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
6971024000,6971024000,197644,0.119150266,0.15168183,0.48760447,0
6971600000,6971588000,197644,0.11595953,0.15844645,0.49397644,0
6972140000,6972140000,197644,0.119571805,0.15697005,0.48810208,0
6972560000,6972560000,197644,0.12941909,0.15515523,0.4895864,0
6973136000,6973121333,197644,0.11697678,0.15193626,0.48859033,0
6973544000,6973538000,197644,0.119301364,0.1572433,0.4882781,0
6974108000,6974108000,197644,0.122022144,0.15942332,0.48660985,0
6974540000,6974540000,197644,0.127172,0.15975732,0.48583457,0
6975104000,6975104000,197644,0.12164039,0.16153446,0.4901939,0
6975536000,6975536000,197644,0.113939755,0.16121565,0.49083757,0
6976112000,6976098666,197644,0.12177698,0.15788154,0.49010324,0
6976640000,6976590666,197644,0.119215064,0.15829927,0.4880404,0
6977092000,6977081333,197644,0.11723648,0.16124672,0.48888835,0
6977612000,6977575428,197644,0.11444867,0.16107953,0.4883253,0
6978088000,6978071000,197644,0.11904013,0.15944886,0.48830074,0
6978644000,6978632000,197644,0.11809342,0.16124438,0.488441,0
6979048000,6979048000,197644,0.115514055,0.15553252,0.48759314,0
6979616000,6979616000,197644,0.11883472,0.15581669,0.4914005,0
6980152000,6980100400,197644,0.11708818,0.15470548,0.48788667,0
6980596000,6980596000,197644,0.109982446,0.1533722,0.48839447,0
6981152000,6981091636,197644,0.108167194,0.16240394,0.489827,0
6981596000,6981582666,197644,0.056738697,0.1862688,0.49160036,0
6982148000,6982081666,197644,0.0022932456,0.21798281,0.47825992,0
6982612000,6982601333,197644,-0.019331194,0.22929227,0.4716946,0
6983144000,6983093714,197644,-0.03043297,0.22800525,0.47419542,0
6983620000,6983592000,197644,-0.02735632,0.22202915,0.47378704,0
6984128000,6984097333,197644,-0.026568612,0.21993491,0.4769842,0
6984628000,6984600666,197644,-0.027695125,0.22061382,0.47612342,0
6985124000,6985093333,197644,-0.02765679,0.21722583,0.47777742,0
6985640000,6985602857,197644,-0.027013535,0.21553746,0.48030442,0
6986116000,6986089333,197644,-0.028735673,0.21786377,0.47940344,0
6986612000,6986587200,197644,-0.024374945,0.21880443,0.4755717,0
6987112000,6987078285,197644,-0.030199623,0.22106081,0.4778019,0
6987608000,6987577333,197644,-0.029712249,0.2204324,0.47482306,0
6988084000,6988068000,197644,-0.031723697,0.22265531,0.47886756,0
6988580000,6988555200,197644,-0.03372169,0.21966591,0.47527596,0
6989144000,6989120000,197644,-0.03617533,0.21888171,0.4758234,0
6989576000,6989545000,197644,-0.03640076,0.21976572,0.47861174,0
