timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
6971764000,6971684000,0.86467516,-0.006551392,-0.0033360017,-0.5022776,-7.236442e-06,9.723047e-06,-1.5743588e-05,-0.64564556,-1.3865954,0.11079861,-7.704624e-06,3.6908195e-06,3.3591723e-06,-2.4809744e-05,-1.6815095e-05,0.00046326348,0.20024937,-0.017259153,0.48703566,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,2.1881375e-05,3.2785779e-06,3.2810733e-06,6.3967236e-05,1e-06,1e-06,1e-06,0.003588964,0.003588954,0.01043364,8.826383e-12,8.824656e-12,2.5675538e-11,5.0064926e-08,5.0064912e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6972764000,6972684000,0.8648169,-0.006615847,-0.0034690185,-0.50203186,0.0015336841,0.0004931579,0.0033710147,-0.64581525,-1.386595,0.11178837,-7.72682e-06,3.7317407e-06,3.2818323e-06,-2.4801382e-05,-1.6785953e-05,0.00046832138,0.20024937,-0.017259153,0.48703566,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,2.186264e-05,3.3792862e-06,3.3817503e-06,6.393735e-05,0.00017947661,0.00017947996,0.00018789624,0.0035302925,0.003530283,0.010289429,8.911957e-12,8.9102675e-12,2.553107e-11,5.006921e-08,5.006918e-08,5.000055e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6973764000,6973684000,0.8649137,-0.006866098,-0.0034186335,-0.50186205,0.0014371253,-0.0011653659,0.002300411,-0.64578617,-1.3869357,0.11119489,-7.662445e-06,3.7007158e-06,3.2197804e-06,-2.4811066e-05,-1.682877e-05,0.0005356741,0.20024937,-0.017259153,0.48703566,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,2.1844766e-05,3.3568126e-06,3.3596327e-06,6.389825e-05,0.00013447092,0.00013447236,0.00013941005,0.0034841131,0.0034841045,0.010147511,8.891742e-12,8.890287e-12,2.5392551e-11,5.007355e-08,5.0073535e-08,5.000059e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6974764000,6974684000,0.8648801,-0.006665654,-0.0033181193,-0.5019233,0.0011237885,0.0003735433,0.002679966,-0.6457222,-1.3868141,0.1113046,-7.773728e-06,3.7045158e-06,3.1690568e-06,-2.4825698e-05,-1.6759175e-05,0.0005865195,0.20024937,-0.017259153,0.48703566,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,2.1842623e-05,3.3327442e-06,3.3352892e-06,6.383562e-05,9.102538e-05,9.10265e-05,9.340814e-05,0.0034396115,0.003439603,0.010009962,8.87101e-12,8.869497e-12,2.525981e-11,5.0077826e-08,5.0077738e-08,5.0000406e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6975764000,6975684000,0.8649257,-0.0066949036,-0.0035258261,-0.5018431,-0.00075623346,0.00031729852,0.004168033,-0.6457353,-1.38685,0.111209415,-7.723114e-06,3.9277766e-06,3.141274e-06,-2.4663901e-05,-1.6765081e-05,0.0006048261,0.20024937,-0.017259153,0.48703566,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,2.1821503e-05,3.3073743e-06,3.309854e-06,6.378388e-05,4.9165465e-05,4.9165836e-05,4.990508e-05,0.0033965937,0.0033965851,0.009876465,8.8502955e-12,8.848469e-12,2.513189e-11,5.0081944e-08,5.008187e-08,5.0000224e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6976764000,6976684000,0.864878,-0.0064511388,-0.003426393,-0.50192916,-0.002451261,0.0049575344,-0.00026987543,-0.6464824,-1.3860543,0.11091939,-7.637809e-06,4.047686e-06,3.1356594e-06,-2.4580322e-05,-1.6809661e-05,0.0006135555,0.20024937,-0.017259153,0.48703566,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,2.1809543e-05,3.6686104e-06,3.6710012e-06,6.3721796e-05,0.00083016756,0.0008302012,0.00093203766,0.0034526098,0.0034526046,0.009855469,9.1486445e-12,9.146806e-12,2.5010286e-11,5.008643e-08,5.0086353e-08,5.0001276e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6977764000,6977684000,0.86339563,-0.004429145,-0.0027909398,-0.50450045,-0.011238009,0.050558887,-0.9392986,-0.6579579,-1.3594823,-0.10888746,-7.640873e-06,4.085016e-06,3.1546372e-06,-2.4305189e-05,-1.682193e-05,0.000606456,0.20024937,-0.017259153,0.48703566,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,2.200336e-05,4.262551e-06,4.2634224e-06,6.3449435e-05,0.0032064002,0.0032059667,0.0035286366,0.0054809367,0.005480927,0.0122312065,9.600349e-12,9.598498e-12,2.4893535e-11,5.00883e-08,5.008822e-08,5.0000185e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6978764000,6978684000,0.8656052,-0.00642338,-0.0025324442,-0.50067955,0.007570121,-0.009693836,-0.8920321,-0.654173,-1.3478311,-1.3791358,-7.672771e-06,4.1039284e-06,3.0691767e-06,-2.4176255e-05,-1.6429925e-05,0.00060978485,0.19778045,-0.017046375,0.48747107,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,0.0005285581,4.6610385e-06,4.7345316e-06,0.0015737719,0.0058154752,0.005815449,0.0069845286,0.013437569,0.013437812,0.022276934,9.893654e-12,9.891886e-12,2.4826976e-11,5.0066735e-08,5.0066713e-08,5.000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6979764000,6979684000,0.8656458,-0.0065917103,-0.0010952807,-0.50061226,-0.002063887,-0.0053739036,-0.33453533,-0.6492068,-1.3605597,-1.9439805,-7.674374e-06,4.131714e-06,3.069872e-06,-2.4421362e-05,-1.6290041e-05,0.0006137635,0.19778045,-0.017046375,0.48747107,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,0.0002286976,5.0237595e-06,5.061889e-06,0.0006827099,0.0072724265,0.007272899,0.010314274,0.026006056,0.026006652,0.04361624,1.0165673e-11,1.0163978e-11,2.5338603e-11,5.00007e-08,5.00007e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6980764000,6980684000,0.86603576,-0.0058341664,0.00041655026,-0.49994788,-0.005234084,0.0079550985,0.097209536,-0.65213335,-1.3660567,-2.1093004,-7.671496e-06,4.1514318e-06,3.0697095e-06,-2.5261306e-05,-1.3806581e-05,0.00060729915,0.19778045,-0.017046375,0.48747107,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,0.00014594525,5.061809e-06,5.0809704e-06,0.000436302,0.010742896,0.01074272,0.012731201,0.040347826,0.040348552,0.07393935,1.0505766e-11,1.0504108e-11,2.5848962e-11,5.0001475e-08,5.0001475e-08,5.0000075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6981764000,6981684000,0.86174405,0.062238466,0.04048811,-0.50188076,-0.0058117225,0.39663157,-0.39630783,-0.65061873,-1.2907509,-2.184757,-7.654656e-06,4.222551e-06,3.07482e-06,-3.7204703e-05,-8.174687e-06,0.0005943368,0.19778045,-0.017046375,0.48747107,-0.00010509871,-0.0008258051,0.0018050523,0.0,0.0,0.00010779015,5.182018e-06,6.116297e-06,0.00031755993,0.011881714,0.011662089,0.013044616,0.048392206,0.048391275,0.10079325,1.0870222e-11,1.0868506e-11,2.6357198e-11,5.000055e-08,5.0000498e-08,5.000015e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6982764000,6982684000,0.84784406,0.12832245,0.0833824,-0.50768214,0.004461855,1.8173556,-0.6936016,-0.6277736,-0.21040484,-2.7681131,-7.656615e-06,4.30263e-06,3.0850222e-06,-5.307478e-05,-7.358005e-06,0.00059170806,0.19766963,-0.017038371,0.48644772,0.00030788322,-0.0011891904,0.000892962,0.0,0.0,8.421278e-05,6.102524e-06,8.708014e-06,0.00023599363,0.014040166,0.012119186,0.013282442,0.057617255,0.057584416,0.12703703,1.1298345e-11,1.1294674e-11,2.6862805e-11,5.0000608e-08,5.0000626e-08,5.0000146e-08,0.0014902165,2.6530868e-05,0.0015003752,0.0010932815,0.0013215182,0.0014423107,0.0,0.0,24
6983764000,6983684000,0.8447701,0.12034371,0.08766745,-0.5139994,-0.021136103,2.4245799,-0.68844056,-0.58954626,1.9893161,-3.4970136,-7.71647e-06,4.3375303e-06,3.0817257e-06,-5.8989455e-05,-1.7252254e-05,0.0006040308,0.19733213,-0.01700898,0.486832,-8.06605e-06,-0.0014117277,0.0012040418,0.0,0.0,8.0385566e-05,5.839987e-06,7.126572e-06,0.00021929889,0.013025552,0.011974372,0.013303232,0.06483353,0.06468807,0.14725602,1.1740865e-11,1.1730893e-11,2.7374008e-11,5.0000075e-08,5.0000075e-08,5.0000185e-08,0.0012787862,2.4608038e-05,0.0012876213,0.00058756175,0.000989693,0.0011911996,0.0,0.0,24
6984764000,6984684000,0.8421232,0.11502885,0.08552596,-0.51988685,-0.0504239,2.5247474,-0.64617115,-0.6195981,4.502276,-4.2064357,-7.7554e-06,4.3074415e-06,3.075035e-06,-5.7789235e-05,-1.9835714e-05,0.0006252377,0.19757968,-0.017033208,0.48685074,0.00041532013,-0.0013823563,0.0013987914,0.0,0.0,7.9866724e-05,5.655582e-06,6.5992554e-06,0.00021183105,0.011783782,0.011718261,0.013362991,0.06994788,0.06980196,0.16133621,1.2165813e-11,1.2146141e-11,2.7871264e-11,5.0000075e-08,5.0000075e-08,5.0000143e-08,0.0012603495,2.4157258e-05,0.0012688302,0.0005339963,0.0009632004,0.0011724343,0.0,0.0,24
6985764000,6985684000,0.8379196,0.111946195,0.08265087,-0.5277572,-0.029944154,2.508072,-0.63901997,-0.66640747,7.049853,-4.9153376,-7.75873e-06,4.23398e-06,3.0958129e-06,-5.8510766e-05,-1.7773233e-05,0.0006551309,0.19750021,-0.01702501,0.48697135,0.00035004207,-0.0015208551,0.0015033827,0.0,0.0,8.214504e-05,5.6282706e-06,6.554768e-06,0.00020950932,0.010173903,0.010131844,0.012742755,0.065631196,0.06556538,0.16447122,1.250398e-11,1.2476216e-11,2.8323463e-11,5.000011e-08,5.000011e-08,5.000011e-08,0.0012508304,2.3786355e-05,0.0012606627,0.00050713995,0.0009562672,0.001166008,0.0,0.0,24
6986764000,6986684000,0.832796,0.11214456,0.082044125,-0.5358576,-0.0007504373,2.4765358,-0.6469094,-0.69234735,9.554621,-5.609851,-7.747467e-06,4.165902e-06,3.1189848e-06,-6.057685e-05,-1.4676337e-05,0.0006796473,0.19750452,-0.017026236,0.48703387,0.00051576353,-0.0015353815,0.0015585738,0.0,0.0,7.623733e-05,5.8377445e-06,6.7987417e-06,0.00018631954,0.010439908,0.010165102,0.0129810935,0.06791092,0.067898475,0.1701682,1.2776104e-11,1.2746092e-11,2.8700707e-11,5.000007e-08,5.0000082e-08,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6987764000,6987684000,0.8276385,0.1118796,0.0845504,-0.54346,0.00864482,2.475547,-0.6467866,-0.70075834,12.054048,-6.3350387,-7.736004e-06,4.0488862e-06,3.155811e-06,-6.556547e-05,-1.0242596e-05,0.00071591005,0.19750452,-0.017026236,0.48703387,0.00051576353,-0.0015353815,0.0015585738,0.0,0.0,6.66618e-05,6.139667e-06,6.986348e-06,0.00015639309,0.010723788,0.010350613,0.01326826,0.069820754,0.06982051,0.17357896,1.295792e-11,1.291971e-11,2.9020942e-11,5.0000036e-08,5.0000146e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6988764000,6988684000,0.8226522,0.112846516,0.08422741,-0.550831,0.01731013,2.460889,-0.6454506,-0.7006622,14.53717,-7.031814,-7.7184195e-06,3.9721804e-06,3.174456e-06,-6.9987145e-05,-7.613777e-06,0.0007413833,0.19750452,-0.017026236,0.48703387,0.00051576353,-0.0015353815,0.0015585738,0.0,0.0,5.903882e-05,6.3783805e-06,7.2754065e-06,0.00013304295,0.011181159,0.010808687,0.013631468,0.072065055,0.07203115,0.17590928,1.30636535e-11,1.30067285e-11,2.9314478e-11,5.0000036e-08,5.0000036e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6989764000,6989684000,0.8179556,0.11185755,0.085782655,-0.5577436,0.014827442,2.4714663,-0.6475042,-0.6946267,17.019444,-7.7383323,-7.686915e-06,3.9221522e-06,3.1845238e-06,-7.521902e-05,-5.599121e-06,0.00076664885,0.19750452,-0.017026236,0.48703387,0.00051576353,-0.0015353815,0.0015585738,0.0,0.0,5.3777007e-05,6.6559282e-06,7.495818e-06,0.000116628755,0.011597799,0.0113136675,0.013972077,0.074270144,0.07419159,0.17767048,1.3084747e-11,1.29974885e-11,2.9588033e-11,5.0000114e-08,5.0000114e-08,5.0000114e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6990764000,6990684000,0.81478894,0.110087335,0.085684754,-0.5627237,0.006735735,2.4806244,-0.6593714,-0.690509,19.515907,-8.441218,-7.661044e-06,3.8723706e-06,3.2020048e-06,-7.93353e-05,-4.1240946e-06,0.0007876832,0.19750452,-0.017026236,0.48703387,0.00051576353,-0.0015353815,0.0015585738,0.0,0.0,4.9346214e-05,6.6393345e-06,7.4602913e-06,0.000104240615,0.010346976,0.010198312,0.013315341,0.06786173,0.067810535,0.17375672,1.2874522e-11,1.2734565e-11,2.9785063e-11,5.0000075e-08,5.0000082e-08,5.0000075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
