timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,calibration_count
6991724000,6991700000,6620172,237.89331,13.45433,98500.03,1.1703433,0
6991772000,6991760000,6620172,237.9488,13.45405,98499.414,1.170336,0
6991844000,6991820000,6620172,237.96466,13.453772,98499.21,1.1703336,0
6991892000,6991880000,6620172,238.11526,13.4534855,98497.44,1.1703124,0
6991964000,6991940000,6620172,237.94087,13.453212,98499.484,1.1703368,0
6992012000,6992000000,6620172,238.00429,13.452936,98498.734,1.1703279,0
6992080000,6992058666,6620172,238.10205,13.452652,98497.61,1.1703146,0
6992128000,6992116000,6620172,238.15225,13.452372,98497.0,1.1703073,0
6992180000,6992168000,6620172,238.22095,13.452158,98496.21,1.1702979,0
6992252000,6992226666,6620172,238.15755,13.4518795,98496.95,1.1703067,0
6992300000,6992288000,6620172,238.32137,13.451593,98495.03,1.1702839,0
6992372000,6992348000,6620172,238.36894,13.45132,98494.46,1.1702771,0
6992420000,6992408000,6620172,238.35571,13.451044,98494.625,1.170279,0
6992492000,6992468000,6620172,238.3795,13.45077,98494.336,1.1702756,0
