timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
6970960000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,1,1,240,1,1
6973324000,0.0,0.0,129.0,6.0,0.0,0.0,0.0,176,1,0,1,240,1,1
6980304000,0.0,0.0,1.0,191.0,-1.0,-1.0,0.0,1001,1,1,1,191,0,1
6998000000,0.0,0.0,1.0,191.0,-1.0,-1.0,0.0,1001,1,1,1,191,0,1
7013020000,0.0,0.0,1.0,191.0,-1.0,-1.0,0.0,1001,1,1,1,191,0,1
7022980000,0.0,0.0,1.0,191.0,-1.0,-1.0,0.0,1001,1,1,1,191,0,1
7040904000,0.0,0.0,129.0,4.0,6.0,0.0,0.0,176,1,0,1,240,1,1
