timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
6971820000,4000000.0,1.0,25566.734,0.0,3048047,0,1424.3029,157126,924,0,0,0,0.005880631,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6972816000,4000000.0,1.0,25541.834,0.0,3048481,0,2315.737,157179,924,0,0,0,0.005878648,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6973796000,4000000.0,1.0,25291.834,0.0,3048907,0,2313.745,157231,925,0,0,0,0.0058830637,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6974780000,4000000.0,1.0,25291.834,0.0,3049342,0,2313.745,157282,925,0,0,0,0.0058811563,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6975776000,4000000.0,1.0,25554.781,0.0,3049775,0,2335.6575,157334,926,0,0,0,0.0058855684,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6976764000,4000000.0,1.0,25409.363,0.0,3050212,0,2295.817,157387,927,0,0,0,0.00588994,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6977772000,4000000.0,1.0,25643.428,0.0,3050650,0,2343.6255,157439,928,0,0,0,0.005894346,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6978764000,4000000.0,1.0,25289.842,0.0,3051087,0,2295.817,157491,928,0,0,0,0.0058924,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6979772000,4000000.0,1.0,25486.057,0.0,3051524,0,2315.737,157544,928,0,0,0,0.005890418,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6980752000,4000000.0,1.0,25751.992,0.0,3051957,0,2315.737,157600,928,0,0,0,0.0058883247,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6981756000,4000000.0,1.0,25757.969,0.0,3052396,0,2465.1394,157662,929,0,0,0,0.005892352,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6982756000,4000000.0,1.0,25292.83,0.0,3052834,0,2773.9045,157725,929,0,0,0,0.0058899983,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6983756000,4000000.0,1.0,25481.076,0.0,3053269,0,2773.9045,157788,929,0,0,0,0.0058876467,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6984744000,4000000.0,1.0,25382.47,0.0,3053704,0,2773.9045,157851,929,0,0,0,0.005885297,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6985744000,4000000.0,1.0,25570.719,0.0,3054139,0,2773.9045,157914,929,0,0,0,0.005882949,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6986744000,4000000.0,1.0,25361.555,0.0,3054578,0,2773.9045,157977,929,0,0,0,0.005880603,0,2,0,1,1,1,57,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
