timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
6970972000,41.6066982003786,-86.35561877922503,229.28633,-0.64488834,-1.3867562,0.1126882,-1.0531408,1,1,1,0
6976280000,41.60669818987496,-86.35561876182311,229.28967,-0.6460563,-1.3853093,0.109348536,-1.0511004,1,1,1,0
6978704000,41.60669818987496,-86.35561876182311,229.28967,-0.6460563,-1.3853093,0.109348536,-1.0446808,1,1,1,0
