timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
7001888000,7001888000,0.4363995,1.340883e-06,-0.91719675,1.0007042,0.09340644,1.0,1
7001992000,7001992000,0.4364545,1.339394e-06,-0.2727843,1.0007031,0.00826211,1.0,1
7002088000,7002088000,0.43652678,1.3380413e-06,-0.10198013,1.0007051,0.0011547353,1.0,1
7002192000,7002192000,0.43658453,1.3365989e-06,-0.1345832,1.0007027,0.0020111022,1.0,1
7002296000,7002296000,0.4366434,1.3351968e-06,-0.16089126,1.0007005,0.002874209,1.0,1
7002392000,7002392000,0.43670422,1.3339483e-06,-0.19592914,1.0006987,0.0042623803,1.0,1
7002496000,7002496000,0.43677092,1.3326309e-06,-0.20926997,1.0006981,0.0048625967,1.0,1
7002592000,7002592000,0.4368453,1.33143e-06,-0.73252577,1.0006969,0.059580028,1.0,1
7002696000,7002696000,0.4368939,1.3301611e-06,-0.23055387,1.000695,0.0059020184,1.0,1
7002792000,7002792000,0.43696856,1.3290241e-06,-0.0908161,1.0006958,0.00091575884,1.0,1
7002888000,7002888000,0.43702826,1.327901e-06,-0.16722804,1.0006955,0.003105087,1.0,1
7002992000,7002992000,0.43708852,1.3266887e-06,-0.13825157,1.0006936,0.0021222502,1.0,1
7003088000,7003088000,0.4371486,1.3256132e-06,-0.21545368,1.0006937,0.005154235,1.0,1
7003192000,7003192000,0.43721363,1.3244373e-06,-0.14190246,1.0006934,0.0022358173,1.0,1
7003288000,7003288000,0.43729573,1.3233667e-06,-0.95525855,1.000693,0.10132077,1.0,1
7003392000,7003392000,0.43733734,1.3222186e-06,-0.17302936,1.0006924,0.0033242716,1.0,1
7003496000,7003496000,0.43740052,1.3211172e-06,-0.03423333,1.0006908,0.00013012356,1.0,1
7003592000,7003592000,0.43745106,1.3201636e-06,-0.111026205,1.0006871,0.001368706,1.0,1
7003688000,7003688000,0.43750387,1.3192503e-06,-0.14859246,1.0006855,0.0024516217,1.0,1
7003792000,7003792000,0.43755245,1.3182885e-06,0.39566517,1.0006847,0.017382646,1.0,1
7003888000,7003888000,0.43762335,1.31742e-06,-0.12287036,1.0006839,0.0016763121,1.0,1
7003992000,7003992000,0.43769866,1.3164989e-06,-0.11156444,1.0006852,0.0013820115,1.0,1
7004088000,7004088000,0.43774453,1.315668e-06,-0.19353828,1.0006819,0.00415906,1.0,1
7004192000,7004192000,0.43779957,1.3147987e-06,0.012159944,1.0006806,1.6418184e-05,1.0,1
7004288000,7004288000,0.43785134,1.3140351e-06,-0.17820385,1.0006801,0.0035261146,1.0,1
7004392000,7004392000,0.43789402,1.3132167e-06,-0.15748444,1.0006778,0.002753839,1.0,1
7004488000,7004488000,0.43795294,1.3124768e-06,-0.41396743,1.0006787,0.01902809,1.0,1
7004592000,7004592000,0.4380156,1.3116681e-06,-0.13384506,1.0006783,0.001989151,1.0,1
7004688000,7004688000,0.43806744,1.3109599e-06,-0.08449099,1.0006784,0.00079265423,1.0,1
7004792000,7004792000,0.4381154,1.310217e-06,-0.1428417,1.0006765,0.0022655507,1.0,1
7004888000,7004888000,0.43816134,1.3095421e-06,-0.058642857,1.0006754,0.0003818515,1.0,1
7004992000,7004992000,0.43822095,1.3088494e-06,-0.17846635,1.0006742,0.0035365308,1.0,1
7005096000,7005096000,0.43827382,1.3081609e-06,-0.09364112,1.0006747,0.00097363844,1.0,1
7005192000,7005192000,0.4383363,1.3075279e-06,-0.08891295,1.0006753,0.0008777974,1.0,1
