timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
6970972000,6970892000,5.4619715e-05,0.0057213213,0.001459219,67109399,0,0.085145645,0.10274449,0.008973701,0.01565458,0.0023344655,0.005327816,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6970980000,6970900000,5.470475e-05,0.005578534,0.0014675453,67109399,0,0.08514581,0.10274457,0.008973701,0.01565458,0.0023344655,0.005327816,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971172000,6971092000,0.000100516816,0.0041052285,0.0015334524,67109399,0,0.08500075,0.10261567,0.00054121704,0.006576995,0.0004200481,0.0025902642,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971372000,6971292000,8.332761e-05,0.0043477127,0.0014915986,67109399,0,0.084856674,0.10244346,0.005151787,0.0126219,0.0012432548,0.00282646,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971572000,6971492000,9.481432e-05,0.0030469066,0.0013299315,67109399,0,0.08471345,0.10231584,0.0057032295,0.0011178774,0.000421148,0.00027279768,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971772000,6971692000,0.0001991305,0.002982993,0.0007677163,67109399,0,0.084722616,0.1021452,0.025346657,0.0011178774,0.000421148,0.0040710536,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6971972000,6971892000,0.000117687894,0.0017724151,0.00071150484,67109399,0,0.084580146,0.10201875,0.021653485,0.013007977,0.00037852608,0.004970508,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972172000,6972092000,4.4546858e-05,0.0017761679,0.0007249191,67109399,0,0.08446079,0.10185969,0.0010063194,0.022037013,0.0024027328,0.002252115,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972372000,6972292000,7.780566e-05,0.0019468903,0.00093360787,67109399,0,0.08431615,0.101732746,0.0057531255,0.007971047,0.0024119695,0.0032796895,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972572000,6972492000,6.7816945e-05,0.00095648697,0.00025634462,67109399,0,0.08417261,0.10156363,0.005184601,0.013374782,0.0004151367,0.0018459718,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972772000,6972692000,0.0001027211,0.0015211579,0.0004959297,67109399,0,0.084030084,0.10143808,0.0006328978,0.005599111,0.0012696931,0.007942568,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6972972000,6972892000,9.612888e-05,0.0018253053,0.00062657084,67109399,0,0.08403647,0.10131312,0.01268038,0.005599111,0.0012696931,0.001895655,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973172000,6973092000,2.7674905e-05,0.0036055802,0.0010187438,67109399,0,0.08389526,0.1011465,0.010296001,0.0071708206,0.0024156743,0.00038174618,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973372000,6973292000,0.000136999,0.0035102584,0.0013871331,67109399,0,0.08375504,0.10102287,0.011709317,0.005236923,0.0023529395,9.93587e-05,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973572000,6973492000,0.00011398676,0.0024909687,0.0011599662,67109399,0,0.0836158,0.10085791,0.0044806357,0.007956941,0.0012944657,0.0031925563,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973772000,6973692000,6.9165646e-05,0.0017928338,0.0005399346,67109399,0,0.08347749,0.100735575,0.0075970893,0.0072840997,0.0023828836,0.004047569,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6973972000,6973892000,6.5981345e-05,0.0021940826,0.00059541495,67109399,0,0.08334013,0.10057224,0.00969029,0.0075519225,0.0002966483,0.0021510366,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974172000,6974092000,0.00018003557,0.0035978805,0.0010603188,67109399,0,0.08320367,0.10045114,0.010512804,0.008693088,0.002429119,0.0006414767,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974372000,6974292000,0.00014740859,0.003875573,0.001345582,67109399,0,0.08321175,0.10028939,0.006691298,0.008693088,0.002429119,0.0043343315,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974572000,6974492000,8.0739104e-05,0.0050900546,0.0015509626,67109399,0,0.08307636,0.1001695,0.0076446924,0.002079451,0.0013300537,0.008924042,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974772000,6974692000,0.00019805045,0.0031803043,0.0003185654,67109399,0,0.0829418,0.10005014,0.0047469866,0.0059974957,0.00037150696,0.0022355886,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6974972000,6974892000,0.00013728805,0.0040061325,0.0010549327,67109399,0,0.082808115,0.09989057,0.0063680625,0.0011238696,0.00034406653,0.0008916219,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6975172000,6975092000,0.00014706838,0.004457075,0.0013241319,67109399,0,0.08267523,0.09977235,0.008988906,0.015086796,0.0024086097,0.00071294955,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6975372000,6975292000,0.00016918196,0.002980763,0.0011145754,67109399,0,0.08254318,0.09961425,0.027308287,0.0074715847,0.0020147723,0.0019244434,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6975572000,6975492000,0.00016632563,0.002175364,0.0008750006,67109399,0,0.08255219,0.09949715,0.0055853752,0.0074715847,0.0020147723,0.00063363754,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6975772000,6975692000,0.00028000394,0.005612516,0.0014063346,67109399,0,0.08242098,0.099380516,0.014960856,0.017243052,0.00035106973,0.000780935,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6975972000,6975892000,0.000238806,0.004953399,0.0017062596,67109399,0,0.082290515,0.09922446,0.01927113,0.021672424,0.0023907146,0.0027681391,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6976172000,6976092000,0.00015212556,0.0038834119,0.0015864944,67109399,0,0.08216082,0.09910888,0.005789791,0.011871234,0.002389811,0.0008750675,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6976372000,6976292000,2.1989581e-05,0.0014349505,0.0010922089,1049239,0,0.08207931,0.09901501,0.0181324,0.018844333,0.0023716153,1.1754944e-38,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
6976572000,6976492000,3.8914237e-05,0.001293707,0.000610334,1049239,0,0.0822663,0.09900478,0.0029090068,0.005273866,0.002432407,1.1754944e-38,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
